Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Gary Gait,D-I,ACC,11,5,0,.688,,https://stats.ncaa.org/teams/571435,https://stats.ncaa.org/people/33440
2022-23,Gary Gait,D-I,ACC,8,7,0,.533,,https://stats.ncaa.org/teams/546927,https://stats.ncaa.org/people/33440
2021-22,Gary Gait,D-I,ACC,4,10,0,.286,,https://stats.ncaa.org/teams/530079,https://stats.ncaa.org/people/33440
2020-21,John Desko,D-I,ACC,7,6,0,.538,,https://stats.ncaa.org/teams/507872,https://stats.ncaa.org/people/6143
2019-20,John Desko,D-I,ACC,5,0,0,1.000,,https://stats.ncaa.org/teams/493891,https://stats.ncaa.org/people/6143
2018-19,John Desko,D-I,ACC,9,5,0,.643,,https://stats.ncaa.org/teams/473283,https://stats.ncaa.org/people/6143
2017-18,John Desko,D-I,ACC,8,7,,.533,,https://stats.ncaa.org/teams/423559,https://stats.ncaa.org/people/6143
2016-17,John Desko,D-I,ACC,13,3,0,.813,,https://stats.ncaa.org/teams/110561,https://stats.ncaa.org/people/6143
2015-16,John Desko,D-I,ACC,12,5,0,.706,,https://stats.ncaa.org/teams/23981,https://stats.ncaa.org/people/6143
2014-15,John Desko,D-I,ACC,13,3,0,.813,,https://stats.ncaa.org/teams/105980,https://stats.ncaa.org/people/6143
2013-14,John Desko,D-I,ACC,11,5,0,.688,,https://stats.ncaa.org/teams/103549,https://stats.ncaa.org/people/6143
2012-13,John Desko,D-I,AAC,16,4,0,.800,National Runner-Up,https://stats.ncaa.org/teams/35210,https://stats.ncaa.org/people/6143
2011-12,John Desko,D-I,AAC,9,8,0,.529,,https://stats.ncaa.org/teams/56758,https://stats.ncaa.org/people/6143
2010-11,John Desko,D-I,AAC,15,2,0,.882,,https://stats.ncaa.org/teams/29433,https://stats.ncaa.org/people/6143
2009-10,John Desko,D-I,AAC,13,2,0,.867,,https://stats.ncaa.org/teams/53280,https://stats.ncaa.org/people/6143
2008-09,John Desko,D-I,Syracuse,16,2,0,.889,National Champion,https://stats.ncaa.org/teams/95412,https://stats.ncaa.org/people/6143
2007-08,John Desko,D-I,-,16,2,0,.889,National Champion,https://stats.ncaa.org/teams/408039,https://stats.ncaa.org/people/6143
2006-07,John Desko,D-I,-,5,8,0,.385,,https://stats.ncaa.org/teams/178971,https://stats.ncaa.org/people/6143
2005-06,John Desko,D-I,-,10,5,0,.667,,https://stats.ncaa.org/teams/222365,https://stats.ncaa.org/people/6143
2004-05,John Desko,D-I,-,7,6,0,.538,,https://stats.ncaa.org/teams/222147,https://stats.ncaa.org/people/6143
