Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Brad Ross,D-I,America East,9,5,0,.643,,https://stats.ncaa.org/teams/571382,https://stats.ncaa.org/people/2706561
2022-23,Brad Ross,D-I,America East,12,5,0,.706,,https://stats.ncaa.org/teams/546874,https://stats.ncaa.org/people/2706561
2021-22,Mike Pressler,D-I,NEC,8,7,0,.533,,https://stats.ncaa.org/teams/530026,https://stats.ncaa.org/people/7090
2020-21,Mike Pressler,D-I,NEC,9,4,0,.692,,https://stats.ncaa.org/teams/507818,https://stats.ncaa.org/people/7090
2019-20,Mike Pressler,D-I,NEC,3,4,0,.429,,https://stats.ncaa.org/teams/493837,https://stats.ncaa.org/people/7090
2018-19,Mike Pressler,D-I,NEC,3,11,0,.214,,https://stats.ncaa.org/teams/473229,https://stats.ncaa.org/people/7090
2017-18,Mike Pressler,D-I,NEC,8,7,,.533,,https://stats.ncaa.org/teams/423505,https://stats.ncaa.org/people/7090
2016-17,Mike Pressler,D-I,NEC,11,8,0,.579,,https://stats.ncaa.org/teams/110507,https://stats.ncaa.org/people/7090
2015-16,Mike Pressler,D-I,NEC,10,5,0,.667,,https://stats.ncaa.org/teams/23929,https://stats.ncaa.org/people/7090
2014-15,Mike Pressler,D-I,NEC,8,10,0,.444,,https://stats.ncaa.org/teams/105928,https://stats.ncaa.org/people/7090
2013-14,Mike Pressler,D-I,NEC,16,5,0,.762,,https://stats.ncaa.org/teams/103499,https://stats.ncaa.org/people/7090
2012-13,Mike Pressler,D-I,NEC,8,11,0,.421,,https://stats.ncaa.org/teams/35163,https://stats.ncaa.org/people/7090
2011-12,Mike Pressler,D-I,NEC,14,4,0,.778,,https://stats.ncaa.org/teams/56712,https://stats.ncaa.org/people/7090
2010-11,Mike Pressler,D-I,NEC,8,9,0,.471,,https://stats.ncaa.org/teams/29388,https://stats.ncaa.org/people/7090
2009-10,Mike Pressler,D-I,Bryant,12,5,0,.706,,https://stats.ncaa.org/teams/53236,https://stats.ncaa.org/people/7090
2008-09,Mike Pressler,D-I,Bryant,10,5,0,.667,,https://stats.ncaa.org/teams/95367,https://stats.ncaa.org/people/7090
2007-08,Mike Pressler,D-II,NE10,14,4,0,.778,,https://stats.ncaa.org/teams/407897,https://stats.ncaa.org/people/7090
2006-07,Mike Pressler,D-II,NE10,11,4,0,.733,,https://stats.ncaa.org/teams/178833,https://stats.ncaa.org/people/7090
2005-06,Rory Whipple,D-II,NE10,11,5,0,.688,,https://stats.ncaa.org/teams/222229,https://stats.ncaa.org/people/7606
2004-05,Rory Whipple,D-II,NE10,11,6,0,.647,,https://stats.ncaa.org/teams/222012,https://stats.ncaa.org/people/7606
2003-04,Rory Whipple,D-II,-,12,5,,.706,,https://stats.ncaa.org/teams/179479,https://stats.ncaa.org/people/7606
2002-03,Rory Whipple,D-II,NE10,12,5,0,.706,,https://stats.ncaa.org/teams/179274,https://stats.ncaa.org/people/7606
2001-02,Rory Whipple,D-II,NE10,12,6,0,.667,,https://stats.ncaa.org/teams/179072,https://stats.ncaa.org/people/7606
2000-01,Rory Whipple,D-II,-,10,6,0,.625,,https://stats.ncaa.org/teams/141120,https://stats.ncaa.org/people/7606
1999-00,Rory Whipple,D-II,-,7,7,0,.500,,https://stats.ncaa.org/teams/140940,https://stats.ncaa.org/people/7606
