Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Mark Morrell,D-III,CCIW,13,4,0,.765,,https://stats.ncaa.org/teams/571743,https://stats.ncaa.org/people/42506
2022-23,Mark Morrell,D-III,CCIW,10,5,0,.667,,https://stats.ncaa.org/teams/547235,https://stats.ncaa.org/people/42506
2021-22,Mark Morrell,D-III,CCIW,10,6,0,.625,,https://stats.ncaa.org/teams/530389,https://stats.ncaa.org/people/42506
2020-21,Mark Morrell,D-III,CCIW,10,6,0,.625,,https://stats.ncaa.org/teams/508182,https://stats.ncaa.org/people/42506
2019-20,Mark Morrell,D-III,CCIW,2,5,0,.286,,https://stats.ncaa.org/teams/494196,https://stats.ncaa.org/people/42506
2018-19,Mark Morrell,D-III,CCIW,11,6,0,.647,,https://stats.ncaa.org/teams/473500,https://stats.ncaa.org/people/42506
2017-18,Mark Morrell,D-III,CCIW,13,3,,.813,,https://stats.ncaa.org/teams/423772,https://stats.ncaa.org/people/42506
2016-17,Mark Morrell,D-III,CCIW,8,9,0,.471,,https://stats.ncaa.org/teams/110683,https://stats.ncaa.org/people/42506
2015-16,Mark Morrell,D-III,CCIW,5,11,0,.313,,https://stats.ncaa.org/teams/24103,https://stats.ncaa.org/people/42506
2014-15,Mark Morrell,D-III,CCIW,0,9,0,.000,7 wins vacated by NCAA COI,https://stats.ncaa.org/teams/106095,https://stats.ncaa.org/people/42506
2013-14,Mark Morrell,D-III,Midwest Lacrosse Conference,0,8,0,.000,8 wins vacated by NCAA COI,https://stats.ncaa.org/teams/103659,https://stats.ncaa.org/people/42506
2012-13,Mark Morrell,D-III,Midwest Lacrosse Conference,3,10,0,.231,Inaugural Varsity Season,https://stats.ncaa.org/teams/35311,https://stats.ncaa.org/people/42506
