Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Joe Rautenstrauch,D-III,OAC,11,4,0,.733,,https://stats.ncaa.org/teams/571763,https://stats.ncaa.org/people/2144203
2022-23,Joe Rautenstrauch,D-III,OAC,15,3,0,.833,,https://stats.ncaa.org/teams/547255,https://stats.ncaa.org/people/2144203
2021-22,Joe Rautenstrauch,D-III,OAC,17,3,0,.850,,https://stats.ncaa.org/teams/530410,https://stats.ncaa.org/people/2144203
2020-21,Joe Rautenstrauch,D-III,OAC,14,2,0,.875,,https://stats.ncaa.org/teams/508203,https://stats.ncaa.org/people/2144203
2019-20,Joe Rautenstrauch,D-III,OAC,3,1,0,.750,,https://stats.ncaa.org/teams/494218,https://stats.ncaa.org/people/2144203
2018-19,Joe Rautenstrauch,D-III,OAC,13,7,0,.650,,https://stats.ncaa.org/teams/473522,https://stats.ncaa.org/people/2144203
2017-18,Joe Rautenstrauch,D-III,OAC,13,5,,.722,,https://stats.ncaa.org/teams/423794,https://stats.ncaa.org/people/2144203
2016-17,Joe Rautenstrauch,D-III,OAC,13,5,0,.722,,https://stats.ncaa.org/teams/110705,https://stats.ncaa.org/people/2144203
2015-16,Chris Cooper,D-III,OAC,12,6,0,.667,,https://stats.ncaa.org/teams/24124,https://stats.ncaa.org/people/45012
2014-15,Brian Small,D-III,OAC,9,7,0,.563,,https://stats.ncaa.org/teams/106116,https://stats.ncaa.org/people/43787
2013-14,Brian Small,D-III,OAC,13,4,0,.765,,https://stats.ncaa.org/teams/103680,https://stats.ncaa.org/people/43787
