Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Ryan Hilyer,D-III,PAC,6,11,0,.353,,https://stats.ncaa.org/teams/571713,https://stats.ncaa.org/people/45007
2022-23,Ryan Hilyer,D-III,PAC,5,10,0,.333,,https://stats.ncaa.org/teams/547205,https://stats.ncaa.org/people/45007
2021-22,Ryan Hilyer,D-III,PAC,6,8,0,.429,,https://stats.ncaa.org/teams/530359,https://stats.ncaa.org/people/45007
2020-21,Ryan Hilyer,D-III,PAC,4,9,0,.308,,https://stats.ncaa.org/teams/508152,https://stats.ncaa.org/people/45007
2019-20,Ryan Hilyer,D-III,PAC,0,4,0,.000,,https://stats.ncaa.org/teams/494166,https://stats.ncaa.org/people/45007
2018-19,Ryan Hilyer,D-III,PAC,4,10,0,.286,,https://stats.ncaa.org/teams/473470,https://stats.ncaa.org/people/45007
2017-18,Ryan Hilyer,D-III,HCMLC,4,12,,.250,,https://stats.ncaa.org/teams/423742,https://stats.ncaa.org/people/45007
2016-17,Ryan Hilyer,D-III,HCMLC,3,12,0,.200,,https://stats.ncaa.org/teams/110653,https://stats.ncaa.org/people/45007
2015-16,Ryan Hilyer,D-III,HCMLC,3,13,0,.188,,https://stats.ncaa.org/teams/24072,https://stats.ncaa.org/people/45007
2014-15,Tim Priskey,D-III,HCMLC,4,12,0,.250,,https://stats.ncaa.org/teams/106065,https://stats.ncaa.org/people/42561
2013-14,Tim Priskey,D-III,-,4,13,0,.235,,https://stats.ncaa.org/teams/103632,https://stats.ncaa.org/people/42561
2012-13,Todd Wolffrum,D-III,-,4,12,0,.250,,https://stats.ncaa.org/teams/35286,https://stats.ncaa.org/people/38709
2011-12,Todd Wolffrum,D-III,Division III Independents,1,12,0,.077,,https://stats.ncaa.org/teams/56825,https://stats.ncaa.org/people/38709
2010-11,Todd Wolffrum,D-III,Bethany (WV),1,11,0,.083,Inaugural varsity season,https://stats.ncaa.org/teams/29498,https://stats.ncaa.org/people/38709
