Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Ryan Martin,D-III,CCC,6,7,0,.462,NCAA Division III Reclassifying Member (active 2025-26),https://stats.ncaa.org/teams/571397,https://stats.ncaa.org/people/38317
2022-23,Ryan Martin,D-I,DI Independent,6,0,0,1.000,,https://stats.ncaa.org/teams/546889,https://stats.ncaa.org/people/38317
2021-22,Ryan Martin,D-I,America East,,,,.000,Did not play in 2022 due to a lack of players.,https://stats.ncaa.org/teams/530041,https://stats.ncaa.org/people/38317
2020-21,Ryan Martin,D-I,America East,2,5,0,.286,,https://stats.ncaa.org/teams/507834,https://stats.ncaa.org/people/38317
2019-20,Ryan Martin,D-I,America East,0,3,0,.000,COI vacated 3 wins (11/2020),https://stats.ncaa.org/teams/493853,https://stats.ncaa.org/people/38317
2018-19,Ryan Martin,D-I,America East,4,11,0,.267,,https://stats.ncaa.org/teams/473245,https://stats.ncaa.org/people/38317
2017-18,Ryan Martin,D-I,America East,3,10,,.231,,https://stats.ncaa.org/teams/423521,https://stats.ncaa.org/people/38317
2016-17,Ryan Martin,D-I,America East,6,8,0,.429,,https://stats.ncaa.org/teams/110523,https://stats.ncaa.org/people/38317
2015-16,Peter Lawrence,D-I,America East,11,7,0,.611,,https://stats.ncaa.org/teams/23943,https://stats.ncaa.org/people/26586
2014-15,Peter Lawrence,D-I,America East,7,8,0,.467,,https://stats.ncaa.org/teams/105942,https://stats.ncaa.org/people/26586
2013-14,Peter Lawrence,D-I,America East,6,9,0,.400,,https://stats.ncaa.org/teams/103513,https://stats.ncaa.org/people/26586
2012-13,Peter Lawrence,D-I,America East,7,7,0,.500,,https://stats.ncaa.org/teams/35176,https://stats.ncaa.org/people/26586
2011-12,Peter Lawrence,D-I,America East,6,9,0,.400,,https://stats.ncaa.org/teams/56725,https://stats.ncaa.org/people/26586
2010-11,Peter Lawrence,D-I,America East,11,7,0,.611,,https://stats.ncaa.org/teams/29401,https://stats.ncaa.org/people/26586
2009-10,Peter Lawrence,D-I,America East,4,10,0,.286,,https://stats.ncaa.org/teams/53249,https://stats.ncaa.org/people/26586
2008-09,Peter Lawrence,D-I,America East,2,11,0,.154,,https://stats.ncaa.org/teams/95381,https://stats.ncaa.org/people/26586
2007-08,Peter Lawrence,D-I,America East,0,13,0,.000,,https://stats.ncaa.org/teams/407935,https://stats.ncaa.org/people/26586
2006-07,Peter Lawrence,D-I,America East,2,13,0,.133,,https://stats.ncaa.org/teams/178872,https://stats.ncaa.org/people/26586
2005-06,Peter Lawrence,D-I,America East,3,12,0,.200,,https://stats.ncaa.org/teams/222267,https://stats.ncaa.org/people/26586
2004-05,Bill Warder,D-I,America East,2,12,0,.143,,https://stats.ncaa.org/teams/222050,https://stats.ncaa.org/people/24783
2003-04,Andy Towers,D-I,-,0,14,0,.000,,https://stats.ncaa.org/teams/179515,https://stats.ncaa.org/people/25005
2002-03,Jack McGetrick,D-I,America East,9,8,0,.529,,https://stats.ncaa.org/teams/179310,https://stats.ncaa.org/people/5720
2001-02,Jack McGetrick,D-I,America East,9,7,0,.563,,https://stats.ncaa.org/teams/179109,https://stats.ncaa.org/people/5720
2000-01,Jack McGetrick,D-I,-,6,8,0,.429,,https://stats.ncaa.org/teams/141155,https://stats.ncaa.org/people/5720
1999-00,Jack McGetrick,D-I,-,14,2,0,.875,,https://stats.ncaa.org/teams/140975,https://stats.ncaa.org/people/5720
1998-99,Jack McGetrick,D-I,-,8,7,0,.533,,https://stats.ncaa.org/teams/221872,https://stats.ncaa.org/people/5720
