Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Mike Mahoney,D-III,Liberty League,14,3,0,.824,,https://stats.ncaa.org/teams/571528,https://stats.ncaa.org/people/7072
2022-23,Mike Mahoney,D-III,Liberty League,12,6,0,.667,,https://stats.ncaa.org/teams/547018,https://stats.ncaa.org/people/7072
2021-22,Mike Mahoney,D-III,Liberty League,14,5,0,.737,,https://stats.ncaa.org/teams/530226,https://stats.ncaa.org/people/7072
2020-21,Mike Mahoney,D-III,Liberty League,8,3,0,.727,,https://stats.ncaa.org/teams/508016,https://stats.ncaa.org/people/7072
2019-20,Mike Mahoney,D-III,Liberty League,3,0,0,1.000,,https://stats.ncaa.org/teams/494032,https://stats.ncaa.org/people/7072
2018-19,Mike Mahoney,D-III,Liberty League,13,4,0,.765,,https://stats.ncaa.org/teams/473576,https://stats.ncaa.org/people/7072
2017-18,Mike Mahoney,D-III,Liberty League,12,5,,.706,,https://stats.ncaa.org/teams/423850,https://stats.ncaa.org/people/7072
2016-17,Mike Mahoney,D-III,Liberty League,16,3,0,.842,,https://stats.ncaa.org/teams/110761,https://stats.ncaa.org/people/7072
2015-16,Mike Mahoney,D-III,Liberty League,18,3,0,.857,,https://stats.ncaa.org/teams/24178,https://stats.ncaa.org/people/7072
2014-15,Mike Mahoney,D-III,Liberty League,9,8,0,.529,,https://stats.ncaa.org/teams/106167,https://stats.ncaa.org/people/7072
2013-14,Mike Mahoney,D-III,Liberty League,8,6,0,.571,,https://stats.ncaa.org/teams/103730,https://stats.ncaa.org/people/7072
2012-13,Mike Mahoney,D-III,Liberty League,10,5,0,.667,,https://stats.ncaa.org/teams/35379,https://stats.ncaa.org/people/7072
2011-12,Mike Mahoney,D-III,Liberty League,12,3,0,.800,,https://stats.ncaa.org/teams/56908,https://stats.ncaa.org/people/7072
2010-11,Mike Mahoney,D-III,Liberty League,4,10,0,.286,,https://stats.ncaa.org/teams/29584,https://stats.ncaa.org/people/7072
2009-10,Mike Mahoney,D-III,Liberty League,8,7,0,.533,,https://stats.ncaa.org/teams/53420,https://stats.ncaa.org/people/7072
2008-09,Mike Mahoney,D-III,Liberty League,13,4,0,.765,,https://stats.ncaa.org/teams/95543,https://stats.ncaa.org/people/7072
2007-08,Mike Mahoney,D-III,Liberty League,11,3,0,.786,,https://stats.ncaa.org/teams/408019,https://stats.ncaa.org/people/7072
2006-07,Mike Mahoney,D-III,Liberty League,14,2,0,.875,,https://stats.ncaa.org/teams/178953,https://stats.ncaa.org/people/7072
2005-06,Mike Mahoney,D-III,Liberty League,14,4,0,.778,,https://stats.ncaa.org/teams/222347,https://stats.ncaa.org/people/7072
2004-05,Mike Mahoney,D-III,Liberty League,9,6,0,.600,,https://stats.ncaa.org/teams/222130,https://stats.ncaa.org/people/7072
2003-04,Mike Mahoney,D-III,Liberty League,11,3,,.786,,https://stats.ncaa.org/teams/179593,https://stats.ncaa.org/people/7072
2002-03,Mike Mahoney,D-III,Liberty League,12,4,0,.750,,https://stats.ncaa.org/teams/179385,https://stats.ncaa.org/people/7072
2001-02,Mike Mahoney,D-III,Liberty League,12,3,0,.800,,https://stats.ncaa.org/teams/179183,https://stats.ncaa.org/people/7072
2000-01,Mike Mahoney,D-III,-,12,4,0,.750,,https://stats.ncaa.org/teams/141222,https://stats.ncaa.org/people/7072
1999-00,Mike Mahoney,D-III,-,6,8,0,.429,,https://stats.ncaa.org/teams/141042,https://stats.ncaa.org/people/7072
1998-99,Mike Mahoney,D-III,-,10,4,0,.714,,https://stats.ncaa.org/teams/221938,https://stats.ncaa.org/people/7072
1997-98,Mike Mahoney,D-III,-,8,6,0,.571,,https://stats.ncaa.org/teams/221773,https://stats.ncaa.org/people/7072
1996-97,,D-III,-,,,,,,https://stats.ncaa.org/teams/421008,
1995-96,,D-III,-,,,,,,https://stats.ncaa.org/teams/420959,
