Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2016-17,Nicholas Sampson,D-III,-,8,6,0,.571,,https://stats.ncaa.org/teams/110829,https://stats.ncaa.org/people/46012
2015-16,Bill Cosentino,D-III,-,8,8,0,.500,,https://stats.ncaa.org/teams/24244,https://stats.ncaa.org/people/45009
2014-15,Bill Cosentino,D-III,-,6,8,0,.429,,https://stats.ncaa.org/teams/106231,https://stats.ncaa.org/people/45009
2013-14,Kyle Devitte,D-III,Great Northeast,2,12,0,.143,,https://stats.ncaa.org/teams/103792,https://stats.ncaa.org/people/35508
2012-13,Kyle Devitte,D-III,Great Northeast,1,11,0,.083,,https://stats.ncaa.org/teams/35440,https://stats.ncaa.org/people/35508
2011-12,Kyle Devitte,D-III,Great Northeast,4,9,0,.308,,https://stats.ncaa.org/teams/56966,https://stats.ncaa.org/people/35508
2010-11,Kyle Devitte,D-III,Great Northeast,3,8,0,.273,,https://stats.ncaa.org/teams/29641,https://stats.ncaa.org/people/35508
2009-10,Kyle Devitte,D-III,Daniel Webster,7,4,0,.636,,https://stats.ncaa.org/teams/53472,https://stats.ncaa.org/people/35508
2008-09,Kyle Devitte,D-III,Daniel Webster,2,8,0,.200,,https://stats.ncaa.org/teams/95593,https://stats.ncaa.org/people/35508
2007-08,Jon Ingram,D-III,North Atlantic,3,8,0,.273,,https://stats.ncaa.org/teams/408090,https://stats.ncaa.org/people/33823
2006-07,Tim Lunn,D-III,-,7,6,0,.538,,https://stats.ncaa.org/teams/179019,https://stats.ncaa.org/people/26584
2005-06,Tim Lunn,D-III,-,7,5,0,.583,,https://stats.ncaa.org/teams/222413,https://stats.ncaa.org/people/26584
2004-05,Tim Lunn,D-III,-,1,2,0,.333,,https://stats.ncaa.org/teams/222193,https://stats.ncaa.org/people/26584
2003-04,,D-III,-,2,14,,.125,,https://stats.ncaa.org/teams/179656,
2002-03,,D-III,-,5,4,0,.556,,https://stats.ncaa.org/teams/179447,
2001-02,,D-III,ECAC-III,6,7,0,.462,,https://stats.ncaa.org/teams/179244,
2000-01,,D-III,-,,,,,,https://stats.ncaa.org/teams/421153,
1999-00,,D-III,-,,,,,,https://stats.ncaa.org/teams/421121,
