Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Rob Randall,D-III,Empire 8,12,7,0,.632,,https://stats.ncaa.org/teams/571647,https://stats.ncaa.org/people/7521
2022-23,Rob Randall,D-III,Empire 8,10,9,0,.526,,https://stats.ncaa.org/teams/547138,https://stats.ncaa.org/people/7521
2021-22,Rob Randall,D-III,Empire 8,9,8,0,.529,,https://stats.ncaa.org/teams/530201,https://stats.ncaa.org/people/7521
2020-21,Rob Randall,D-III,Empire 8,4,7,0,.364,,https://stats.ncaa.org/teams/507991,https://stats.ncaa.org/people/7521
2019-20,Rob Randall,D-III,Empire 8,5,2,0,.714,,https://stats.ncaa.org/teams/494006,https://stats.ncaa.org/people/7521
2018-19,Rob Randall,D-III,Empire 8,7,11,0,.389,,https://stats.ncaa.org/teams/473550,https://stats.ncaa.org/people/7521
2017-18,Rob Randall,D-III,Empire 8,5,12,,.294,,https://stats.ncaa.org/teams/423824,https://stats.ncaa.org/people/7521
2016-17,Rob Randall,D-III,Empire 8,11,9,0,.550,,https://stats.ncaa.org/teams/110735,https://stats.ncaa.org/people/7521
2015-16,Rob Randall,D-III,Empire 8,12,6,0,.667,,https://stats.ncaa.org/teams/24153,https://stats.ncaa.org/people/7521
2014-15,Rob Randall,D-III,Empire 8,15,5,0,.750,,https://stats.ncaa.org/teams/106143,https://stats.ncaa.org/people/7521
2013-14,Rob Randall,D-III,Empire 8,8,10,0,.444,,https://stats.ncaa.org/teams/103706,https://stats.ncaa.org/people/7521
2012-13,Rob Randall,D-III,Empire 8,15,5,0,.750,,https://stats.ncaa.org/teams/35355,https://stats.ncaa.org/people/7521
2011-12,Rob Randall,D-III,Empire 8,8,9,0,.471,,https://stats.ncaa.org/teams/56885,https://stats.ncaa.org/people/7521
2010-11,Rob Randall,D-III,Empire 8,11,7,0,.611,,https://stats.ncaa.org/teams/29559,https://stats.ncaa.org/people/7521
2009-10,Rob Randall,D-III,Empire 8,12,5,0,.706,,https://stats.ncaa.org/teams/53395,https://stats.ncaa.org/people/7521
2008-09,Rob Randall,D-III,Empire 8,11,7,0,.611,,https://stats.ncaa.org/teams/95520,https://stats.ncaa.org/people/7521
2007-08,Rob Randall,D-III,Empire 8,10,6,0,.625,,https://stats.ncaa.org/teams/407981,https://stats.ncaa.org/people/7521
2006-07,Rob Randall,D-III,Empire 8,16,3,0,.842,,https://stats.ncaa.org/teams/178917,https://stats.ncaa.org/people/7521
2005-06,Rob Randall,D-III,Empire 8,12,4,0,.750,,https://stats.ncaa.org/teams/222311,https://stats.ncaa.org/people/7521
2004-05,Rob Randall,D-III,Empire 8,14,3,0,.824,,https://stats.ncaa.org/teams/222094,https://stats.ncaa.org/people/7521
2003-04,Rob Randall,D-III,-,16,3,,.842,,https://stats.ncaa.org/teams/179558,https://stats.ncaa.org/people/7521
2002-03,Rob Randall,D-III,Empire 8,12,4,0,.750,,https://stats.ncaa.org/teams/179351,https://stats.ncaa.org/people/7521
2001-02,Rob Randall,D-III,Empire 8,9,5,0,.643,,https://stats.ncaa.org/teams/179150,https://stats.ncaa.org/people/7521
2000-01,Rob Randall,D-III,-,15,1,0,.938,,https://stats.ncaa.org/teams/141193,https://stats.ncaa.org/people/7521
1999-00,Scott Nelson,D-III,-,13,1,,.929,,https://stats.ncaa.org/teams/141013,https://stats.ncaa.org/people/7722
1998-99,Scott Nelson,D-III,-,12,3,,.800,,https://stats.ncaa.org/teams/221910,https://stats.ncaa.org/people/7722
1997-98,Scott Nelson,D-III,-,13,3,,.813,,https://stats.ncaa.org/teams/221745,https://stats.ncaa.org/people/7722
1996-97,Scott Nelson,D-III,-,13,3,,.813,,https://stats.ncaa.org/teams/370991,https://stats.ncaa.org/people/7722
1995-96,Scott Nelson,D-III,-,15,0,,1.000,,https://stats.ncaa.org/teams/336783,https://stats.ncaa.org/people/7722
1994-95,Scott Nelson,D-III,-,14,1,,.933,,https://stats.ncaa.org/teams/221593,https://stats.ncaa.org/people/7722
1993-94,Scott Nelson,D-III,-,12,2,,.857,,https://stats.ncaa.org/teams/221452,https://stats.ncaa.org/people/7722
1992-93,Scott Nelson,D-III,-,10,3,,.769,,https://stats.ncaa.org/teams/221313,https://stats.ncaa.org/people/7722
1991-92,Scott Nelson,D-III,-,14,1,,.933,,https://stats.ncaa.org/teams/299986,https://stats.ncaa.org/people/7722
1990-91,Scott Nelson,D-III,-,12,2,,.857,,https://stats.ncaa.org/teams/407815,https://stats.ncaa.org/people/7722
1989-90,Scott Nelson,D-III,-,11,5,,.688,,https://stats.ncaa.org/teams/178755,https://stats.ncaa.org/people/7722
1988-89,Scott Nelson,D-III,-,11,5,,.688,,https://stats.ncaa.org/teams/140868,https://stats.ncaa.org/people/7722
1987-88,Scott Nelson,D-III,-,11,3,,.786,,https://stats.ncaa.org/teams/370858,https://stats.ncaa.org/people/7722
1986-87,Scott Nelson,D-III,-,8,5,,.615,,https://stats.ncaa.org/teams/370743,https://stats.ncaa.org/people/7722
1985-86,Scott Nelson,D-III,-,8,3,,.727,,https://stats.ncaa.org/teams/370631,https://stats.ncaa.org/people/7722
