Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Derek Witheford,D-III,Liberty League,12,5,0,.706,,https://stats.ncaa.org/teams/571548,https://stats.ncaa.org/people/2334308
2022-23,Derek Witheford,D-III,Liberty League,12,7,0,.632,,https://stats.ncaa.org/teams/547038,https://stats.ncaa.org/people/2334308
2021-22,Derek Witheford,D-III,Liberty League,18,3,0,.857,,https://stats.ncaa.org/teams/530246,https://stats.ncaa.org/people/2334308
2020-21,Derek Witheford,D-III,Liberty League,5,3,0,.625,,https://stats.ncaa.org/teams/508037,https://stats.ncaa.org/people/2334308
2019-20,Derek Witheford,D-III,Liberty League,4,1,0,.800,,https://stats.ncaa.org/teams/494053,https://stats.ncaa.org/people/2334308
2018-19,Paul Wehrum,D-III,Liberty League,14,4,0,.778,,https://stats.ncaa.org/teams/473597,https://stats.ncaa.org/people/31734
2017-18,Paul Wehrum,D-III,Liberty League,9,6,,.600,,https://stats.ncaa.org/teams/423871,https://stats.ncaa.org/people/31734
2016-17,Paul Wehrum,D-III,Liberty League,8,6,0,.571,,https://stats.ncaa.org/teams/110782,https://stats.ncaa.org/people/31734
2015-16,Paul Wehrum,D-III,Liberty League,9,7,0,.563,,https://stats.ncaa.org/teams/24199,https://stats.ncaa.org/people/31734
2014-15,Paul Wehrum,D-III,Liberty League,14,5,0,.737,,https://stats.ncaa.org/teams/106188,https://stats.ncaa.org/people/31734
2013-14,Paul Wehrum,D-III,Liberty League,15,4,0,.789,,https://stats.ncaa.org/teams/103750,https://stats.ncaa.org/people/31734
2012-13,Paul Wehrum,D-III,Liberty League,8,7,0,.533,,https://stats.ncaa.org/teams/35399,https://stats.ncaa.org/people/31734
2011-12,Paul Wehrum,D-III,Liberty League,13,5,0,.722,,https://stats.ncaa.org/teams/56928,https://stats.ncaa.org/people/31734
2010-11,Paul Wehrum,D-III,Liberty League,13,5,0,.722,,https://stats.ncaa.org/teams/29604,https://stats.ncaa.org/people/31734
2009-10,Paul Wehrum,D-III,Liberty League,11,4,0,.733,,https://stats.ncaa.org/teams/53439,https://stats.ncaa.org/people/31734
2008-09,Paul Wehrum,D-III,Liberty League,7,7,0,.500,,https://stats.ncaa.org/teams/95562,https://stats.ncaa.org/people/31734
2007-08,Paul Wehrum,D-III,Liberty League,12,5,0,.706,,https://stats.ncaa.org/teams/408047,https://stats.ncaa.org/people/31734
2006-07,Paul Wehrum,D-III,Liberty League,5,9,0,.357,,https://stats.ncaa.org/teams/178979,https://stats.ncaa.org/people/31734
2005-06,Erv Chambliss,D-III,Liberty League,4,10,0,.286,,https://stats.ncaa.org/teams/222373,https://stats.ncaa.org/people/26751
2004-05,Erv Chambliss,D-III,Liberty League,6,9,0,.400,,https://stats.ncaa.org/teams/222155,https://stats.ncaa.org/people/26751
2003-04,Erv Chambliss,D-III,Liberty League,4,11,0,.267,,https://stats.ncaa.org/teams/179618,https://stats.ncaa.org/people/26751
2002-03,Scott Rynne,D-III,Liberty League,3,11,0,.214,,https://stats.ncaa.org/teams/179410,https://stats.ncaa.org/people/7732
2001-02,Scott Rynne,D-III,Liberty League,3,9,0,.250,,https://stats.ncaa.org/teams/179208,https://stats.ncaa.org/people/7732
2000-01,George McCormack,D-III,-,8,6,0,.571,,https://stats.ncaa.org/teams/141246,https://stats.ncaa.org/people/26750
1999-00,George McCormack,D-III,-,8,6,0,.571,,https://stats.ncaa.org/teams/141065,https://stats.ncaa.org/people/26750
1998-99,George McCormack,D-III,-,6,7,0,.462,,https://stats.ncaa.org/teams/221960,https://stats.ncaa.org/people/26750
1997-98,George McCormack,D-III,-,2,12,0,.143,,https://stats.ncaa.org/teams/221795,https://stats.ncaa.org/people/26750
1996-97,Peter Brown,D-III,-,4,9,0,.308,,https://stats.ncaa.org/teams/371039,https://stats.ncaa.org/people/7343
1995-96,Peter Brown,D-III,-,3,9,0,.250,,https://stats.ncaa.org/teams/336830,https://stats.ncaa.org/people/7343
1994-95,Peter Brown,D-III,-,7,6,0,.538,,https://stats.ncaa.org/teams/221641,https://stats.ncaa.org/people/7343
1993-94,Peter Brown,D-III,-,6,5,0,.545,,https://stats.ncaa.org/teams/221501,https://stats.ncaa.org/people/7343
1992-93,Peter Brown,D-III,-,7,5,0,.583,,https://stats.ncaa.org/teams/221361,https://stats.ncaa.org/people/7343
1991-92,Kevin Morris (3),D-III,-,8,5,0,.615,,https://stats.ncaa.org/teams/300030,https://stats.ncaa.org/people/38234
1990-91,Chuck Priore,D-III,-,10,3,0,.769,,https://stats.ncaa.org/teams/407858,https://stats.ncaa.org/people/577
1989-90,Chuck Priore,D-III,-,8,5,0,.615,,https://stats.ncaa.org/teams/178795,https://stats.ncaa.org/people/577
1988-89,Chuck Priore,D-III,-,9,5,0,.643,,https://stats.ncaa.org/teams/140907,https://stats.ncaa.org/people/577
1987-88,Chuck Priore,D-III,-,6,8,0,.429,,https://stats.ncaa.org/teams/370895,https://stats.ncaa.org/people/577
1986-87,Mike Toop,D-III,-,7,4,0,.636,,https://stats.ncaa.org/teams/370779,https://stats.ncaa.org/people/2753
1985-86,Mike Toop,D-III,-,8,4,0,.667,,https://stats.ncaa.org/teams/370666,https://stats.ncaa.org/people/2753
1984-85,Mike Toop,D-III,-,8,6,0,.571,,https://stats.ncaa.org/teams/336695,https://stats.ncaa.org/people/2753
1983-84,Fran Meagher,D-III,-,3,9,0,.250,,https://stats.ncaa.org/teams/336586,https://stats.ncaa.org/people/5434
1982-83,Fran Meagher,D-III,-,5,9,0,.357,,https://stats.ncaa.org/teams/140790,https://stats.ncaa.org/people/5434
1981-82,Fran Meagher,D-III,-,4,11,0,.267,,https://stats.ncaa.org/teams/370556,https://stats.ncaa.org/people/5434
1980-81,Fran Meagher,D-III,-,4,11,0,.267,,https://stats.ncaa.org/teams/221229,https://stats.ncaa.org/people/5434
1979-80,Fran Meagher,D-III,-,6,8,0,.429,,https://stats.ncaa.org/teams/407738,https://stats.ncaa.org/people/5434
1978-79,Fran Meagher,D-III,-,5,9,0,.357,,https://stats.ncaa.org/teams/257450,https://stats.ncaa.org/people/5434
1977-78,Dennis Kayser,D-III,-,6,5,0,.545,,https://stats.ncaa.org/teams/336485,https://stats.ncaa.org/people/9477
1976-77,Bill Reid,D-III,-,8,4,0,.667,,https://stats.ncaa.org/teams/178682,https://stats.ncaa.org/people/38903
1975-76,Bruce Allison,D-III,-,6,5,0,.545,,https://stats.ncaa.org/teams/370462,https://stats.ncaa.org/people/9498
1974-75,Bruce Allison,D-III,-,5,5,0,.500,,https://stats.ncaa.org/teams/407646,https://stats.ncaa.org/people/9498
1973-74,Bruce Allison,D-III,-,11,3,0,.786,,https://stats.ncaa.org/teams/257362,https://stats.ncaa.org/people/9498
1972-73,Bruce Allison,,-,5,7,0,.417,,https://stats.ncaa.org/teams/221135,https://stats.ncaa.org/people/9498
1971-72,Bruce Allison,,-,5,6,0,.455,,https://stats.ncaa.org/teams/370374,https://stats.ncaa.org/people/9498
1970-71,Bruce Allison,,-,2,7,0,.222,,https://stats.ncaa.org/teams/336398,https://stats.ncaa.org/people/9498
1969-70,Bruce Allison,,-,8,4,0,.667,,https://stats.ncaa.org/teams/178597,https://stats.ncaa.org/people/9498
1968-69,Bruce Allison,,-,5,7,0,.417,,https://stats.ncaa.org/teams/336326,https://stats.ncaa.org/people/9498
1967-68,Bruce Allison,,-,9,3,0,.750,,https://stats.ncaa.org/teams/336259,https://stats.ncaa.org/people/9498
1966-67,Bruce Allison,,-,8,2,0,.800,,https://stats.ncaa.org/teams/221059,https://stats.ncaa.org/people/9498
1965-66,Bruce Allison,,-,10,1,0,.909,,https://stats.ncaa.org/teams/299913,https://stats.ncaa.org/people/9498
