Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Will Lawlor,D-III,MAC Freedom,5,12,0,.294,,https://stats.ncaa.org/teams/571736,https://stats.ncaa.org/people/2700695
2022-23,Will Lawlor,D-III,MAC Freedom,6,11,0,.353,,https://stats.ncaa.org/teams/547228,https://stats.ncaa.org/people/2700695
2021-22,Kevin Kohout,D-III,MAC Freedom,6,11,0,.353,,https://stats.ncaa.org/teams/530382,https://stats.ncaa.org/people/2120223
2020-21,Kevin Kohout,D-III,MAC Freedom,5,7,0,.417,,https://stats.ncaa.org/teams/508175,https://stats.ncaa.org/people/2120223
2019-20,Kevin Kohout,D-III,MAC Freedom,4,3,0,.571,,https://stats.ncaa.org/teams/494189,https://stats.ncaa.org/people/2120223
2018-19,Kevin Kohout,D-III,MAC Freedom,5,11,0,.313,,https://stats.ncaa.org/teams/473493,https://stats.ncaa.org/people/2120223
2017-18,Gary Mercadante,D-III,MAC Freedom,3,13,,.188,,https://stats.ncaa.org/teams/423765,https://stats.ncaa.org/people/44337
2016-17,Gary Mercadante,D-III,MAC Freedom,6,8,0,.429,,https://stats.ncaa.org/teams/110676,https://stats.ncaa.org/people/44337
2015-16,Gary Mercadante,D-III,MAC Freedom,8,8,0,.500,,https://stats.ncaa.org/teams/24096,https://stats.ncaa.org/people/44337
2014-15,Gary Mercadante,D-III,MAC Freedom,5,8,0,.385,,https://stats.ncaa.org/teams/106088,https://stats.ncaa.org/people/44337
