Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,8,11,0,.421,,https://stats.ncaa.org/teams/571700,https://stats.ncaa.org/people/37602
2022-23,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,14,5,0,.737,,https://stats.ncaa.org/teams/547192,https://stats.ncaa.org/people/37602
2021-22,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,15,5,0,.750,,https://stats.ncaa.org/teams/530346,https://stats.ncaa.org/people/37602
2020-21,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,13,2,0,.867,,https://stats.ncaa.org/teams/508139,https://stats.ncaa.org/people/37602
2019-20,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,4,2,0,.667,,https://stats.ncaa.org/teams/494153,https://stats.ncaa.org/people/37602
2018-19,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,8,9,0,.471,,https://stats.ncaa.org/teams/473457,https://stats.ncaa.org/people/37602
2017-18,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,10,8,,.556,,https://stats.ncaa.org/teams/423729,https://stats.ncaa.org/people/37602
2016-17,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,15,4,0,.789,,https://stats.ncaa.org/teams/110640,https://stats.ncaa.org/people/37602
2015-16,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,13,5,0,.722,,https://stats.ncaa.org/teams/24059,https://stats.ncaa.org/people/37602
2014-15,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,13,6,0,.684,,https://stats.ncaa.org/teams/106052,https://stats.ncaa.org/people/37602
2013-14,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,12,5,0,.706,,https://stats.ncaa.org/teams/103619,https://stats.ncaa.org/people/37602
2012-13,Jacob DeCola,D-III,Michigan Intercol. Ath. Assn.,11,6,0,.647,,https://stats.ncaa.org/teams/35273,https://stats.ncaa.org/people/37602
2011-12,Jacob DeCola,D-III,Midwest Lacrosse Conference,6,10,0,.375,,https://stats.ncaa.org/teams/56814,https://stats.ncaa.org/people/37602
2010-11,Jacob DeCola,D-III,Midwest Lacrosse Conference,2,13,0,.133,,https://stats.ncaa.org/teams/29490,https://stats.ncaa.org/people/37602
2009-10,Jacob DeCola,D-III,Albion,3,8,0,.273,First Season of Competition,https://stats.ncaa.org/teams/53332,https://stats.ncaa.org/people/37602
