Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Matthew Brancaccio,D-III,MAC Freedom,11,7,0,.611,,https://stats.ncaa.org/teams/571703,https://stats.ncaa.org/people/38715
2022-23,Matthew Brancaccio,D-III,MAC Freedom,10,8,0,.556,,https://stats.ncaa.org/teams/547195,https://stats.ncaa.org/people/38715
2021-22,Matthew Brancaccio,D-III,MAC Freedom,10,6,0,.625,,https://stats.ncaa.org/teams/530349,https://stats.ncaa.org/people/38715
2020-21,Matthew Brancaccio,D-III,MAC Freedom,6,5,0,.545,,https://stats.ncaa.org/teams/508142,https://stats.ncaa.org/people/38715
2019-20,Matthew Brancaccio,D-III,MAC Freedom,4,2,0,.667,,https://stats.ncaa.org/teams/494156,https://stats.ncaa.org/people/38715
2018-19,Matthew Brancaccio,D-III,MAC Freedom,17,2,0,.895,,https://stats.ncaa.org/teams/473460,https://stats.ncaa.org/people/38715
2017-18,Matthew Brancaccio,D-III,MAC Freedom,5,10,,.333,,https://stats.ncaa.org/teams/423732,https://stats.ncaa.org/people/38715
2016-17,Matthew Brancaccio,D-III,MAC Freedom,7,8,0,.467,,https://stats.ncaa.org/teams/110643,https://stats.ncaa.org/people/38715
2015-16,Matthew Brancaccio,D-III,MAC Freedom,6,9,0,.400,,https://stats.ncaa.org/teams/24062,https://stats.ncaa.org/people/38715
2014-15,Matthew Brancaccio,D-III,MAC Freedom,5,8,0,.385,,https://stats.ncaa.org/teams/106055,https://stats.ncaa.org/people/38715
2013-14,Mike Schambach,D-III,MAC Freedom,6,11,0,.353,,https://stats.ncaa.org/teams/103622,https://stats.ncaa.org/people/39917
2012-13,Mike Schambach,D-III,MAC Freedom,8,9,0,.471,,https://stats.ncaa.org/teams/35276,https://stats.ncaa.org/people/39917
2011-12,Mike Schambach,D-III,Middle Atlantic,6,9,0,.400,,https://stats.ncaa.org/teams/56817,https://stats.ncaa.org/people/39917
2010-11,Andrew Geison,D-III,Middle Atlantic,3,12,0,.200,,https://stats.ncaa.org/teams/29492,https://stats.ncaa.org/people/33628
2009-10,Andrew Geison,D-III,Middle Atlantic,6,10,0,.375,,https://stats.ncaa.org/teams/53334,https://stats.ncaa.org/people/33628
2008-09,Andrew Geison,D-III,Middle Atlantic,6,10,0,.375,,https://stats.ncaa.org/teams/95462,https://stats.ncaa.org/people/33628
2007-08,Andrew Geison,D-III,Middle Atlantic,7,9,0,.438,,https://stats.ncaa.org/teams/407885,https://stats.ncaa.org/people/33628
2006-07,Donovan Quill,D-III,Middle Atlantic,7,9,0,.438,,https://stats.ncaa.org/teams/178821,https://stats.ncaa.org/people/24834
2005-06,Donovan Quill,D-III,Middle Atlantic,1,14,0,.067,,https://stats.ncaa.org/teams/222217,https://stats.ncaa.org/people/24834
2004-05,Donovan Quill,D-III,Middle Atlantic,3,12,0,.200,,https://stats.ncaa.org/teams/222000,https://stats.ncaa.org/people/24834
2003-04,Donovan Quill,D-III,-,3,12,0,.200,,https://stats.ncaa.org/teams/179468,https://stats.ncaa.org/people/24834
2002-03,Donovan Quill,D-III,Middle Atlantic,2,12,0,.143,,https://stats.ncaa.org/teams/179263,https://stats.ncaa.org/people/24834
2001-02,Fran Meagher,D-III,Middle Atlantic,5,11,0,.313,,https://stats.ncaa.org/teams/179060,https://stats.ncaa.org/people/5434
2000-01,Fran Meagher,D-III,-,7,8,0,.467,,https://stats.ncaa.org/teams/141110,https://stats.ncaa.org/people/5434
1999-00,Fran Meagher,D-III,-,4,11,0,.267,,https://stats.ncaa.org/teams/140931,https://stats.ncaa.org/people/5434
1998-99,Fran Meagher,D-III,-,7,8,0,.467,,https://stats.ncaa.org/teams/221830,https://stats.ncaa.org/people/5434
1997-98,Fran Meagher,D-III,-,3,13,0,.188,,https://stats.ncaa.org/teams/221669,https://stats.ncaa.org/people/5434
1996-97,Fran Meagher,D-III,-,1,8,0,.111,,https://stats.ncaa.org/teams/370919,https://stats.ncaa.org/people/5434
