Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Joe Martin,D-III,Liberty League,9,7,0,.563,,https://stats.ncaa.org/teams/571535,https://stats.ncaa.org/people/2120740
2022-23,Joe Martin,D-III,Liberty League,10,6,0,.625,,https://stats.ncaa.org/teams/547025,https://stats.ncaa.org/people/2120740
2021-22,Joe Martin,D-III,Liberty League,5,9,0,.357,,https://stats.ncaa.org/teams/530233,https://stats.ncaa.org/people/2120740
2020-21,Joe Martin,D-III,Liberty League,1,5,0,.167,,https://stats.ncaa.org/teams/508023,https://stats.ncaa.org/people/2120740
2019-20,Joe Martin,D-III,Liberty League,3,2,0,.600,,https://stats.ncaa.org/teams/494039,https://stats.ncaa.org/people/2120740
2018-19,Joe Martin,D-III,Liberty League,4,11,0,.267,,https://stats.ncaa.org/teams/473583,https://stats.ncaa.org/people/2120740
2017-18,Tucker Kear,D-III,Liberty League,8,8,,.500,,https://stats.ncaa.org/teams/423857,https://stats.ncaa.org/people/41475
2016-17,Tucker Kear,D-III,Liberty League,6,9,0,.400,,https://stats.ncaa.org/teams/110768,https://stats.ncaa.org/people/41475
2015-16,Tucker Kear,D-III,Liberty League,5,11,0,.313,,https://stats.ncaa.org/teams/24185,https://stats.ncaa.org/people/41475
2014-15,Patrick Hart,D-III,Liberty League,5,10,0,.333,,https://stats.ncaa.org/teams/106174,https://stats.ncaa.org/people/42563
2013-14,Patrick Hart,D-III,Liberty League,4,11,0,.267,,https://stats.ncaa.org/teams/103737,https://stats.ncaa.org/people/42563
2012-13,Jack Sandler,D-III,Liberty League,4,11,0,.267,,https://stats.ncaa.org/teams/35386,https://stats.ncaa.org/people/30933
2011-12,Jack Sandler,D-III,Liberty League,5,10,0,.333,,https://stats.ncaa.org/teams/56915,https://stats.ncaa.org/people/30933
2010-11,Jack Sandler,D-III,Liberty League,11,4,0,.733,,https://stats.ncaa.org/teams/29591,https://stats.ncaa.org/people/30933
2009-10,Jack Sandler,D-III,Liberty League,9,6,0,.600,,https://stats.ncaa.org/teams/53427,https://stats.ncaa.org/people/30933
2008-09,Jack Sandler,D-III,Liberty League,9,6,0,.600,,https://stats.ncaa.org/teams/95550,https://stats.ncaa.org/people/30933
2007-08,Jack Sandler,D-III,Liberty League,7,7,0,.500,,https://stats.ncaa.org/teams/408029,https://stats.ncaa.org/people/30933
2006-07,Jack Sandler,D-III,Liberty League,7,8,0,.467,,https://stats.ncaa.org/teams/178962,https://stats.ncaa.org/people/30933
2005-06,Jack Sandler,D-III,Liberty League,6,7,0,.462,,https://stats.ncaa.org/teams/222356,https://stats.ncaa.org/people/30933
2004-05,Terry Corcoran,D-III,Liberty League,13,3,0,.813,,https://stats.ncaa.org/teams/222138,https://stats.ncaa.org/people/8016
2003-04,Terry Corcoran,D-III,Liberty League,3,9,,.250,,https://stats.ncaa.org/teams/179601,https://stats.ncaa.org/people/8016
2002-03,Terry Corcoran,D-III,Liberty League,8,7,0,.533,,https://stats.ncaa.org/teams/179393,https://stats.ncaa.org/people/8016
2001-02,Terry Corcoran,D-III,Liberty League,8,5,0,.615,,https://stats.ncaa.org/teams/179191,https://stats.ncaa.org/people/8016
2000-01,Terry Corcoran,D-III,-,9,6,,.600,,https://stats.ncaa.org/teams/141229,https://stats.ncaa.org/people/8016
1999-00,Terry Corcoran,D-III,-,10,4,,.714,,https://stats.ncaa.org/teams/141049,https://stats.ncaa.org/people/8016
1998-99,Terry Corcoran,D-III,-,9,5,,.643,,https://stats.ncaa.org/teams/221945,https://stats.ncaa.org/people/8016
1997-98,Terry Corcoran,D-III,-,5,8,,.385,,https://stats.ncaa.org/teams/221780,https://stats.ncaa.org/people/8016
1996-97,Terry Corcoran,D-III,-,2,9,,.182,,https://stats.ncaa.org/teams/371025,https://stats.ncaa.org/people/8016
1995-96,,D-III,-,,,,,,https://stats.ncaa.org/teams/336816,
1994-95,George Harris,D-III,-,6,6,,.500,exact record not provided,https://stats.ncaa.org/teams/221627,https://stats.ncaa.org/people/31737
1993-94,George Harris,D-III,-,5,7,,.417,exact record not provided,https://stats.ncaa.org/teams/221487,https://stats.ncaa.org/people/31737
1992-93,George Harris,D-III,-,5,7,,.417,exact record not provided,https://stats.ncaa.org/teams/221347,https://stats.ncaa.org/people/31737
