Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Peter Donley,D-III,Landmark,10,9,0,.526,,https://stats.ncaa.org/teams/571723,https://stats.ncaa.org/people/2847391
2022-23,Jon Sax,D-III,Landmark,6,10,0,.375,,https://stats.ncaa.org/teams/547215,https://stats.ncaa.org/people/2386610
2021-22,Jon Sax,D-III,Landmark,13,5,0,.722,,https://stats.ncaa.org/teams/530369,https://stats.ncaa.org/people/2386610
2020-21,Jon Sax,D-III,Landmark,8,1,0,.889,,https://stats.ncaa.org/teams/508162,https://stats.ncaa.org/people/2386610
2019-20,Brian Sheridan (2-0)Chris Hamilton (2-0)Brooks Singer (2-4),D-III,Landmark,4,4,0,.500,,https://stats.ncaa.org/teams/494176,https://stats.ncaa.org/people/2386608
2018-19,Brooks Singer,D-III,Landmark,8,8,0,.500,,https://stats.ncaa.org/teams/473480,https://stats.ncaa.org/people/4696
2017-18,Brooks Singer,D-III,Landmark,8,8,,.500,,https://stats.ncaa.org/teams/423752,https://stats.ncaa.org/people/4696
2016-17,Brooks Singer,D-III,Landmark,14,3,0,.824,,https://stats.ncaa.org/teams/110663,https://stats.ncaa.org/people/4696
2015-16,Brooks Singer,D-III,Landmark,11,7,0,.611,,https://stats.ncaa.org/teams/24082,https://stats.ncaa.org/people/4696
2014-15,Brooks Singer,D-III,Landmark,11,6,0,.647,,https://stats.ncaa.org/teams/106075,https://stats.ncaa.org/people/4696
2013-14,Brooks Singer,D-III,Landmark,7,7,0,.500,,https://stats.ncaa.org/teams/103641,https://stats.ncaa.org/people/4696
2012-13,Brooks Singer,D-III,Landmark,6,9,0,.400,,https://stats.ncaa.org/teams/35294,https://stats.ncaa.org/people/4696
2011-12,Brooks Singer,D-III,Landmark,9,6,0,.600,,https://stats.ncaa.org/teams/56831,https://stats.ncaa.org/people/4696
2010-11,Brooks Singer,D-III,Landmark,11,6,0,.647,,https://stats.ncaa.org/teams/29504,https://stats.ncaa.org/people/4696
2009-10,Brooks Singer,D-III,Landmark,12,4,0,.750,,https://stats.ncaa.org/teams/53344,https://stats.ncaa.org/people/4696
2008-09,Brooks Singer,D-III,Landmark,8,8,0,.500,,https://stats.ncaa.org/teams/95471,https://stats.ncaa.org/people/4696
2007-08,Brooks Singer,D-III,Landmark,7,9,0,.438,,https://stats.ncaa.org/teams/407902,https://stats.ncaa.org/people/4696
2006-07,Brooks Singer,D-III,C2C,5,10,0,.333,,https://stats.ncaa.org/teams/178839,https://stats.ncaa.org/people/4696
2005-06,Brooks Singer,D-III,C2C,9,8,0,.529,,https://stats.ncaa.org/teams/222235,https://stats.ncaa.org/people/4696
2004-05,Brooks Singer,D-III,C2C,8,6,0,.571,,https://stats.ncaa.org/teams/222018,https://stats.ncaa.org/people/4696
2003-04,Brooks Singer,D-III,C2C,9,5,0,.643,,https://stats.ncaa.org/teams/179485,https://stats.ncaa.org/people/4696
2002-03,Brooks Singer,D-III,C2C,7,8,0,.467,,https://stats.ncaa.org/teams/179280,https://stats.ncaa.org/people/4696
2001-02,Brooks Singer,D-III,C2C,5,10,0,.333,,https://stats.ncaa.org/teams/179078,https://stats.ncaa.org/people/4696
2000-01,Brooks Singer,D-III,-,6,8,0,.429,,https://stats.ncaa.org/teams/141125,https://stats.ncaa.org/people/4696
1999-00,Brooks Singer,D-III,-,6,7,0,.462,,https://stats.ncaa.org/teams/140945,https://stats.ncaa.org/people/4696
1998-99,Brooks Singer,D-III,-,4,10,0,.286,,https://stats.ncaa.org/teams/221842,https://stats.ncaa.org/people/4696
1997-98,Brooks Singer,D-III,-,1,12,0,.077,,https://stats.ncaa.org/teams/221681,https://stats.ncaa.org/people/4696
