Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Sean Woods,D-III,NESCAC,10,6,0,.625,,https://stats.ncaa.org/teams/571705,https://stats.ncaa.org/people/30524
2022-23,Sean Woods,D-III,NESCAC,12,6,0,.667,,https://stats.ncaa.org/teams/547197,https://stats.ncaa.org/people/30524
2021-22,Sean Woods,D-III,NESCAC,10,7,0,.588,,https://stats.ncaa.org/teams/530351,https://stats.ncaa.org/people/30524
2020-21,Rashad Devoe,D-III,NESCAC,0,0,0,.000,,https://stats.ncaa.org/teams/508144,https://stats.ncaa.org/people/44953
2019-20,Jon Thompson,D-III,NESCAC,3,1,0,.750,,https://stats.ncaa.org/teams/494158,https://stats.ncaa.org/people/35383
2018-19,Jon Thompson,D-III,NESCAC,18,4,0,.818,,https://stats.ncaa.org/teams/473462,https://stats.ncaa.org/people/35383
2017-18,Jon Thompson,D-III,NESCAC,15,4,,.789,,https://stats.ncaa.org/teams/423734,https://stats.ncaa.org/people/35383
2016-17,Jon Thompson,D-III,NESCAC,13,5,0,.722,,https://stats.ncaa.org/teams/110645,https://stats.ncaa.org/people/35383
2015-16,Jon Thompson,D-III,NESCAC,14,5,0,.737,,https://stats.ncaa.org/teams/24064,https://stats.ncaa.org/people/35383
2014-15,Jon Thompson,D-III,NESCAC,18,3,0,.857,,https://stats.ncaa.org/teams/106057,https://stats.ncaa.org/people/35383
2013-14,Jon Thompson,D-III,NESCAC,15,5,0,.750,,https://stats.ncaa.org/teams/103624,https://stats.ncaa.org/people/35383
2012-13,Jon Thompson,D-III,NESCAC,5,10,0,.333,,https://stats.ncaa.org/teams/35278,https://stats.ncaa.org/people/35383
2011-12,Jon Thompson,D-III,NESCAC,9,7,0,.563,,https://stats.ncaa.org/teams/56819,https://stats.ncaa.org/people/35383
2010-11,Jon Thompson,D-III,NESCAC,15,3,0,.833,,https://stats.ncaa.org/teams/29493,https://stats.ncaa.org/people/35383
2009-10,Tom Carmean,D-III,NESCAC,7,7,0,.500,,https://stats.ncaa.org/teams/53335,https://stats.ncaa.org/people/8105
2008-09,Tom Carmean,D-III,NESCAC,6,8,0,.429,,https://stats.ncaa.org/teams/95463,https://stats.ncaa.org/people/8105
2007-08,Tom Carmean,D-III,NESCAC,8,7,0,.533,,https://stats.ncaa.org/teams/407887,https://stats.ncaa.org/people/8105
2006-07,Tom Carmean,D-III,NESCAC,7,8,0,.467,,https://stats.ncaa.org/teams/178823,https://stats.ncaa.org/people/8105
2005-06,Tom Carmean,D-III,NESCAC,4,10,0,.286,,https://stats.ncaa.org/teams/222219,https://stats.ncaa.org/people/8105
2004-05,Tom Carmean,D-III,NESCAC,11,4,0,.733,,https://stats.ncaa.org/teams/222002,https://stats.ncaa.org/people/8105
2003-04,Tom Carmean,D-III,NESCAC,11,5,,.688,,https://stats.ncaa.org/teams/179470,https://stats.ncaa.org/people/8105
2002-03,Tom Carmean,D-III,NESCAC,10,5,0,.667,,https://stats.ncaa.org/teams/179265,https://stats.ncaa.org/people/8105
2001-02,Tom Carmean,D-III,NESCAC,9,7,0,.563,,https://stats.ncaa.org/teams/179062,https://stats.ncaa.org/people/8105
2000-01,Tom Carmean,D-III,-,5,8,,.385,,https://stats.ncaa.org/teams/141111,https://stats.ncaa.org/people/8105
1999-00,Tom Carmean (4-7)Jim McKeon (4-7),D-III,-,4,7,,.364,,https://stats.ncaa.org/teams/140932,https://stats.ncaa.org/people/8105
1997-98,,D-III,-,,,,,,https://stats.ncaa.org/teams/421046,
1996-97,,D-III,-,,,,,,https://stats.ncaa.org/teams/420964,
1995-96,,D-III,-,,,,,,https://stats.ncaa.org/teams/420933,
