Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Ryan Polley,D-I,Patriot,10,6,0,.625,,https://stats.ncaa.org/teams/571380,https://stats.ncaa.org/people/26601
2022-23,Ryan Polley,D-I,Patriot,10,4,0,.714,,https://stats.ncaa.org/teams/546872,https://stats.ncaa.org/people/26601
2021-22,Ryan Polley,D-I,Patriot,12,5,0,.706,,https://stats.ncaa.org/teams/530024,https://stats.ncaa.org/people/26601
2020-21,Ryan Polley,D-I,Patriot,6,5,0,.545,,https://stats.ncaa.org/teams/507816,https://stats.ncaa.org/people/26601
2019-20,Ryan Polley,D-I,Patriot,3,3,0,.500,,https://stats.ncaa.org/teams/493835,https://stats.ncaa.org/people/26601
2018-19,Ryan Polley,D-I,Patriot,11,6,0,.647,,https://stats.ncaa.org/teams/473227,https://stats.ncaa.org/people/26601
2017-18,Ryan Polley,D-I,Patriot,8,9,,.471,,https://stats.ncaa.org/teams/423503,https://stats.ncaa.org/people/26601
2016-17,Ryan Polley,D-I,Patriot,12,5,0,.706,,https://stats.ncaa.org/teams/110505,https://stats.ncaa.org/people/26601
2015-16,Ryan Polley,D-I,Patriot,8,7,0,.533,,https://stats.ncaa.org/teams/23927,https://stats.ncaa.org/people/26601
2014-15,Ryan Polley,D-I,Patriot,6,8,0,.429,,https://stats.ncaa.org/teams/105926,https://stats.ncaa.org/people/26601
2013-14,Ryan Polley,D-I,Patriot,2,12,0,.143,Inaugural Season,https://stats.ncaa.org/teams/103497,https://stats.ncaa.org/people/26601
