Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,John Snow,D-II,SAC,6,9,0,.400,,https://stats.ncaa.org/teams/571471,https://stats.ncaa.org/people/2545563
2022-23,John Snow,D-II,SAC,7,8,0,.467,,https://stats.ncaa.org/teams/546962,https://stats.ncaa.org/people/2545563
2021-22,John Snow,D-II,SAC,2,14,0,.125,,https://stats.ncaa.org/teams/530098,https://stats.ncaa.org/people/2545563
2020-21,David Olliver,D-II,SAC,6,8,0,.429,,https://stats.ncaa.org/teams/507889,https://stats.ncaa.org/people/42504
2019-20,David Olliver,D-II,SAC,6,2,0,.750,,https://stats.ncaa.org/teams/493933,https://stats.ncaa.org/people/42504
2018-19,David Olliver,D-II,SAC,5,9,0,.357,,https://stats.ncaa.org/teams/473324,https://stats.ncaa.org/people/42504
2017-18,David Olliver,D-II,SAC,7,8,,.467,,https://stats.ncaa.org/teams/423601,https://stats.ncaa.org/people/42504
2016-17,David Olliver,D-II,SAC,4,10,0,.286,,https://stats.ncaa.org/teams/110603,https://stats.ncaa.org/people/42504
2015-16,David Olliver,D-II,SAC,5,11,0,.313,,https://stats.ncaa.org/teams/24022,https://stats.ncaa.org/people/42504
2014-15,David Olliver,D-II,SAC,9,5,0,.643,,https://stats.ncaa.org/teams/106018,https://stats.ncaa.org/people/42504
2013-14,David Olliver,D-II,SAC,6,8,0,.429,,https://stats.ncaa.org/teams/103587,https://stats.ncaa.org/people/42504
2012-13,David Olliver (4-4)Tony Smith (1-6),D-II,Conference Carolinas,5,10,0,.333,,https://stats.ncaa.org/teams/35247,https://stats.ncaa.org/people/42504
2011-12,Tony Smith,D-II,Conference Carolinas,2,14,0,.125,Inaugural Varsity Season,https://stats.ncaa.org/teams/56793,https://stats.ncaa.org/people/39936
