Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Bill Scott,D-III,North Atlantic,2,9,0,.182,,https://stats.ncaa.org/teams/571604,https://stats.ncaa.org/people/2781361
2022-23,Bill Scott,D-III,North Atlantic,4,8,0,.333,,https://stats.ncaa.org/teams/547095,https://stats.ncaa.org/people/2781361
2021-22,Marsh Gray,D-III,North Atlantic,2,10,0,.167,,https://stats.ncaa.org/teams/530305,https://stats.ncaa.org/people/42513
2020-21,Marsh Gray,D-III,North Atlantic,3,2,0,.600,,https://stats.ncaa.org/teams/508096,https://stats.ncaa.org/people/42513
2019-20,Marsh Gray,D-III,North Atlantic,0,3,0,.000,,https://stats.ncaa.org/teams/494110,https://stats.ncaa.org/people/42513
2018-19,Marsh Gray,D-III,North Atlantic,1,9,0,.100,,https://stats.ncaa.org/teams/473411,https://stats.ncaa.org/people/42513
2017-18,Marsh Gray,D-III,North Atlantic,2,9,,.182,,https://stats.ncaa.org/teams/423683,https://stats.ncaa.org/people/42513
2016-17,Marsh Gray,D-III,North Atlantic,3,9,0,.250,,https://stats.ncaa.org/teams/110831,https://stats.ncaa.org/people/42513
2015-16,Marsh Gray,D-III,North Atlantic,3,9,0,.250,,https://stats.ncaa.org/teams/24246,https://stats.ncaa.org/people/42513
2014-15,Tom Sheridan,D-III,North Atlantic,3,9,0,.250,,https://stats.ncaa.org/teams/106232,https://stats.ncaa.org/people/8134
2013-14,Jacob Cohen,D-III,North Atlantic,4,9,0,.308,,https://stats.ncaa.org/teams/103794,https://stats.ncaa.org/people/41483
2012-13,Jacob Cohen,D-III,North Atlantic,4,10,0,.286,,https://stats.ncaa.org/teams/35442,https://stats.ncaa.org/people/41483
2011-12,Kyle Fleischmann,D-III,North Atlantic,4,11,0,.267,,https://stats.ncaa.org/teams/56968,https://stats.ncaa.org/people/38306
2010-11,Kyle Fleischmann,D-III,North Atlantic,5,10,0,.333,,https://stats.ncaa.org/teams/29643,https://stats.ncaa.org/people/38306
2009-10,Tom Sheridan,D-III,North Atlantic,4,9,0,.308,,https://stats.ncaa.org/teams/53473,https://stats.ncaa.org/people/8134
2008-09,Tom Sheridan,D-III,North Atlantic,4,7,0,.364,,https://stats.ncaa.org/teams/95594,https://stats.ncaa.org/people/8134
2007-08,Tom Sheridan,D-III,North Atlantic,7,6,0,.538,,https://stats.ncaa.org/teams/408092,https://stats.ncaa.org/people/8134
2006-07,Tom Sheridan,D-III,North Atlantic,4,6,0,.400,,https://stats.ncaa.org/teams/179021,https://stats.ncaa.org/people/8134
2005-06,Tom Sheridan,D-III,North Atlantic,3,6,0,.333,,https://stats.ncaa.org/teams/222415,https://stats.ncaa.org/people/8134
2004-05,Tom Sheridan,D-III,North Atlantic,0,2,0,.000,,https://stats.ncaa.org/teams/222196,https://stats.ncaa.org/people/8134
