Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Anthony Gilardi,D-I,CAA,4,10,0,.286,,https://stats.ncaa.org/teams/571434,https://stats.ncaa.org/people/2317353
2022-23,Anthony Gilardi,D-I,CAA,9,7,0,.563,,https://stats.ncaa.org/teams/546926,https://stats.ncaa.org/people/2317353
2021-22,Anthony Gilardi,D-I,America East,9,5,0,.643,,https://stats.ncaa.org/teams/530078,https://stats.ncaa.org/people/2317353
2020-21,Anthony Gilardi,D-I,America East,8,6,0,.571,,https://stats.ncaa.org/teams/507871,https://stats.ncaa.org/people/2317353
2019-20,Anthony Gilardi,D-I,America East,5,2,0,.714,,https://stats.ncaa.org/teams/493890,https://stats.ncaa.org/people/2317353
2018-19,Jim Nagle,D-I,America East,9,6,0,.600,,https://stats.ncaa.org/teams/473282,https://stats.ncaa.org/people/6006
2017-18,Jim Nagle,D-I,America East,7,8,,.467,,https://stats.ncaa.org/teams/423558,https://stats.ncaa.org/people/6006
2016-17,Jim Nagle,D-I,America East,7,7,0,.500,,https://stats.ncaa.org/teams/110560,https://stats.ncaa.org/people/6006
2015-16,Jim Nagle,D-I,America East,12,4,0,.750,,https://stats.ncaa.org/teams/23980,https://stats.ncaa.org/people/6006
2014-15,Jim Nagle,D-I,America East,13,5,0,.722,,https://stats.ncaa.org/teams/105979,https://stats.ncaa.org/people/6006
2013-14,Jim Nagle,D-I,America East,6,10,0,.375,,https://stats.ncaa.org/teams/103548,https://stats.ncaa.org/people/6006
2012-13,Jim Nagle,D-I,America East,7,9,0,.438,,https://stats.ncaa.org/teams/35209,https://stats.ncaa.org/people/6006
2011-12,Jim Nagle,D-I,America East,7,10,0,.412,,https://stats.ncaa.org/teams/56757,https://stats.ncaa.org/people/6006
2010-11,Rick Sowell,D-I,America East,10,4,0,.714,,https://stats.ncaa.org/teams/29432,https://stats.ncaa.org/people/7500
2009-10,Rick Sowell,D-I,America East,13,4,0,.765,,https://stats.ncaa.org/teams/53279,https://stats.ncaa.org/people/7500
2008-09,Rick Sowell,D-I,America East,9,6,0,.600,,https://stats.ncaa.org/teams/95411,https://stats.ncaa.org/people/7500
2007-08,Rick Sowell,D-I,America East,7,7,0,.500,,https://stats.ncaa.org/teams/408036,https://stats.ncaa.org/people/7500
2006-07,Rick Sowell,D-I,America East,8,5,0,.615,,https://stats.ncaa.org/teams/178968,https://stats.ncaa.org/people/7500
2005-06,Lars Tiffany,D-I,America East,8,7,0,.533,,https://stats.ncaa.org/teams/222362,https://stats.ncaa.org/people/24784
2004-05,Lars Tiffany,D-I,America East,10,6,0,.625,,https://stats.ncaa.org/teams/222144,https://stats.ncaa.org/people/24784
2003-04,John Espey,D-I,-,9,6,0,.600,,https://stats.ncaa.org/teams/179607,https://stats.ncaa.org/people/6151
2002-03,John Espey,D-I,America East,5,10,0,.333,,https://stats.ncaa.org/teams/179399,https://stats.ncaa.org/people/6151
2001-02,John Espey,D-I,America East,10,7,0,.588,,https://stats.ncaa.org/teams/179197,https://stats.ncaa.org/people/6151
2000-01,John Espey,D-I,-,7,7,0,.500,,https://stats.ncaa.org/teams/141235,https://stats.ncaa.org/people/6151
1999-00,John Espey,D-I,-,5,11,0,.313,,https://stats.ncaa.org/teams/141054,https://stats.ncaa.org/people/6151
1998-99,John Espey,D-II,-,5,8,0,.385,,https://stats.ncaa.org/teams/221950,https://stats.ncaa.org/people/6151
1997-98,John Espey,D-II,-,7,5,0,.583,,https://stats.ncaa.org/teams/221785,https://stats.ncaa.org/people/6151
1996-97,John Espey,D-II,-,9,4,0,.692,,https://stats.ncaa.org/teams/371029,https://stats.ncaa.org/people/6151
1995-96,John Espey,D-II,-,3,8,0,.273,,https://stats.ncaa.org/teams/336820,https://stats.ncaa.org/people/6151
1994-95,John Espey,D-II,-,7,7,0,.500,,https://stats.ncaa.org/teams/221631,https://stats.ncaa.org/people/6151
1993-94,John Espey,D-II,-,3,10,0,.231,,https://stats.ncaa.org/teams/221491,https://stats.ncaa.org/people/6151
1992-93,John Espey,D-II,-,3,11,0,.214,,https://stats.ncaa.org/teams/221351,https://stats.ncaa.org/people/6151
1991-92,John Espey,D-II,-,7,7,0,.500,,https://stats.ncaa.org/teams/300020,https://stats.ncaa.org/people/6151
1990-91,John Espey,D-II,-,8,5,0,.615,,https://stats.ncaa.org/teams/407848,https://stats.ncaa.org/people/6151
1989-90,John Espey,D-II,-,12,2,0,.857,,https://stats.ncaa.org/teams/178786,https://stats.ncaa.org/people/6151
1988-89,John Espey,D-II,-,10,4,0,.714,,https://stats.ncaa.org/teams/140898,https://stats.ncaa.org/people/6151
1987-88,John Espey,D-II,-,6,8,0,.429,,https://stats.ncaa.org/teams/370887,https://stats.ncaa.org/people/6151
1986-87,Bruce Casagrande,D-II,-,7,7,0,.500,,https://stats.ncaa.org/teams/370771,https://stats.ncaa.org/people/11329
1985-86,Bruce Casagrande,D-II,-,6,6,0,.500,,https://stats.ncaa.org/teams/370658,https://stats.ncaa.org/people/11329
1984-85,John Ziegler,D-II,-,10,4,0,.714,,https://stats.ncaa.org/teams/336687,https://stats.ncaa.org/people/11330
1983-84,John Ziegler,D-II,-,11,3,0,.786,,https://stats.ncaa.org/teams/336578,https://stats.ncaa.org/people/11330
1982-83,John Ziegler,D-II,-,9,3,0,.750,,https://stats.ncaa.org/teams/140782,https://stats.ncaa.org/people/11330
