Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Pat Harrington,D-III,North Atlantic,6,7,0,.462,,https://stats.ncaa.org/teams/571697,https://stats.ncaa.org/people/44352
2022-23,Pat Harrington,D-III,North Atlantic,6,9,0,.400,,https://stats.ncaa.org/teams/547189,https://stats.ncaa.org/people/44352
2021-22,Pat Harrington,D-III,North Atlantic,9,7,0,.563,,https://stats.ncaa.org/teams/530342,https://stats.ncaa.org/people/44352
2020-21,Pat Harrington,D-III,North Atlantic,3,4,0,.429,,https://stats.ncaa.org/teams/508135,https://stats.ncaa.org/people/44352
2019-20,Pat Harrington,D-III,North Atlantic,1,3,0,.250,,https://stats.ncaa.org/teams/494149,https://stats.ncaa.org/people/44352
2018-19,Pat Harrington,D-III,North Atlantic,10,7,0,.588,,https://stats.ncaa.org/teams/473453,https://stats.ncaa.org/people/44352
2017-18,Pat Harrington,D-III,DIII Independent,11,6,,.647,,https://stats.ncaa.org/teams/423725,https://stats.ncaa.org/people/44352
2016-17,Pat Harrington,D-III,-,3,10,0,.231,,https://stats.ncaa.org/teams/110873,https://stats.ncaa.org/people/44352
2015-16,Pat Harrington,D-III,-,8,6,0,.571,First year as an NCAA Division III member,https://stats.ncaa.org/teams/24285,https://stats.ncaa.org/people/44352
2014-15,Pat Harrington,,-,3,9,0,.250,,https://stats.ncaa.org/teams/106271,https://stats.ncaa.org/people/44352
2013-14,Pat Harrington,,-,3,9,0,.250,,https://stats.ncaa.org/teams/408132,https://stats.ncaa.org/people/44352
2012-13,Pat Harrington,,-,6,6,0,.500,Provisional member,https://stats.ncaa.org/teams/408127,https://stats.ncaa.org/people/44352
2011-12,Pat Harrington,,-,5,6,0,.455,,https://stats.ncaa.org/teams/179056,https://stats.ncaa.org/people/44352
