Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,James Fitzgerald,D-III,Skyline,6,9,0,.400,,https://stats.ncaa.org/teams/571643,https://stats.ncaa.org/people/2631761
2022-23,James Fitzgerald,D-III,Skyline,4,11,0,.267,,https://stats.ncaa.org/teams/547134,https://stats.ncaa.org/people/2631761
2021-22,James Fitzgerald,D-III,Skyline,2,11,0,.154,,https://stats.ncaa.org/teams/530197,https://stats.ncaa.org/people/2631761
2020-21,Ryan Mello,D-III,Skyline,0,5,0,.000,,https://stats.ncaa.org/teams/507987,https://stats.ncaa.org/people/2346483
2019-20,Ryan Mello,D-III,Skyline,3,0,0,1.000,,https://stats.ncaa.org/teams/494002,https://stats.ncaa.org/people/2346483
2018-19,Frank Deluca,D-III,Skyline,3,13,0,.188,,https://stats.ncaa.org/teams/473546,https://stats.ncaa.org/people/2141905
2017-18,Andrew Wendol,D-III,Skyline,2,11,,.154,,https://stats.ncaa.org/teams/423820,https://stats.ncaa.org/people/45365
2016-17,Andrew Wendol,D-III,Skyline,2,12,0,.143,,https://stats.ncaa.org/teams/110731,https://stats.ncaa.org/people/45365
2015-16,Andrew Wendol,D-III,Skyline,1,14,0,.067,,https://stats.ncaa.org/teams/24149,https://stats.ncaa.org/people/45365
2014-15,Michael Bryant,D-III,Skyline,0,13,0,.000,,https://stats.ncaa.org/teams/106139,https://stats.ncaa.org/people/44350
2013-14,Dan Mulholland,D-III,Skyline,6,8,0,.429,,https://stats.ncaa.org/teams/103703,https://stats.ncaa.org/people/4997
2012-13,Dan Mulholland,D-III,Skyline,6,10,0,.375,,https://stats.ncaa.org/teams/35352,https://stats.ncaa.org/people/4997
2011-12,Dan Mulholland,D-III,Skyline,7,10,0,.412,,https://stats.ncaa.org/teams/56883,https://stats.ncaa.org/people/4997
2010-11,Dan Mulholland,D-III,Skyline,6,8,0,.429,,https://stats.ncaa.org/teams/29557,https://stats.ncaa.org/people/4997
2009-10,Dan Mulholland,D-III,Skyline,7,9,0,.438,,https://stats.ncaa.org/teams/53393,https://stats.ncaa.org/people/4997
2008-09,Dan Mulholland,D-III,Skyline,5,8,0,.385,,https://stats.ncaa.org/teams/95518,https://stats.ncaa.org/people/4997
2007-08,Dan Mulholland,D-III,Skyline,4,11,0,.267,,https://stats.ncaa.org/teams/407978,https://stats.ncaa.org/people/4997
2006-07,Pat Yannarelli,D-III,Skyline,2,12,0,.143,,https://stats.ncaa.org/teams/178914,https://stats.ncaa.org/people/24804
2005-06,Pat Yannarelli,D-III,-,2,9,0,.182,,https://stats.ncaa.org/teams/222308,https://stats.ncaa.org/people/24804
2004-05,Pat Yannarelli,D-III,-,7,6,0,.538,,https://stats.ncaa.org/teams/222091,https://stats.ncaa.org/people/24804
2003-04,,,-,,,,,,https://stats.ncaa.org/teams/563188,
2002-03,,,-,,,,,,https://stats.ncaa.org/teams/563145,
