Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Frank Fedorjaka,D-I,Patriot,4,10,0,.286,,https://stats.ncaa.org/teams/571383,https://stats.ncaa.org/people/31062
2022-23,Frank Fedorjaka,D-I,Patriot,3,10,0,.231,,https://stats.ncaa.org/teams/546875,https://stats.ncaa.org/people/31062
2021-22,Frank Fedorjaka,D-I,Patriot,9,6,0,.600,,https://stats.ncaa.org/teams/530027,https://stats.ncaa.org/people/31062
2020-21,Frank Fedorjaka,D-I,Patriot,2,6,0,.250,,https://stats.ncaa.org/teams/507819,https://stats.ncaa.org/people/31062
2019-20,Frank Fedorjaka,D-I,Patriot,5,1,0,.833,,https://stats.ncaa.org/teams/493838,https://stats.ncaa.org/people/31062
2018-19,Frank Fedorjaka,D-I,Patriot,6,9,0,.400,,https://stats.ncaa.org/teams/473230,https://stats.ncaa.org/people/31062
2017-18,Frank Fedorjaka,D-I,Patriot,11,4,,.733,,https://stats.ncaa.org/teams/423506,https://stats.ncaa.org/people/31062
2016-17,Frank Fedorjaka,D-I,Patriot,5,8,0,.385,,https://stats.ncaa.org/teams/110508,https://stats.ncaa.org/people/31062
2015-16,Frank Fedorjaka,D-I,Patriot,10,5,0,.667,,https://stats.ncaa.org/teams/23930,https://stats.ncaa.org/people/31062
2014-15,Frank Fedorjaka,D-I,Patriot,9,6,0,.600,,https://stats.ncaa.org/teams/105929,https://stats.ncaa.org/people/31062
2013-14,Frank Fedorjaka,D-I,Patriot,7,8,0,.467,,https://stats.ncaa.org/teams/103500,https://stats.ncaa.org/people/31062
2012-13,Frank Fedorjaka,D-I,Patriot,12,4,0,.750,,https://stats.ncaa.org/teams/35164,https://stats.ncaa.org/people/31062
2011-12,Frank Fedorjaka,D-I,Patriot,9,7,0,.563,,https://stats.ncaa.org/teams/56713,https://stats.ncaa.org/people/31062
2010-11,Frank Fedorjaka,D-I,Patriot,14,3,0,.824,,https://stats.ncaa.org/teams/29389,https://stats.ncaa.org/people/31062
2009-10,Frank Fedorjaka,D-I,Patriot,8,6,0,.571,,https://stats.ncaa.org/teams/53237,https://stats.ncaa.org/people/31062
2008-09,Frank Fedorjaka,D-I,Patriot,9,7,0,.563,,https://stats.ncaa.org/teams/95368,https://stats.ncaa.org/people/31062
