Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Ben DeLuca,D-I,CAA,9,5,0,.643,,https://stats.ncaa.org/teams/571389,https://stats.ncaa.org/people/38307
2022-23,Ben DeLuca,D-I,CAA,13,5,0,.722,,https://stats.ncaa.org/teams/546881,https://stats.ncaa.org/people/38307
2021-22,Ben DeLuca,D-I,CAA,13,6,0,.684,,https://stats.ncaa.org/teams/530033,https://stats.ncaa.org/people/38307
2020-21,Ben DeLuca,D-I,CAA,10,3,0,.769,,https://stats.ncaa.org/teams/507825,https://stats.ncaa.org/people/38307
2019-20,Ben DeLuca,D-I,CAA,4,2,0,.667,,https://stats.ncaa.org/teams/493844,https://stats.ncaa.org/people/38307
2018-19,Ben DeLuca,D-I,CAA,10,5,0,.667,,https://stats.ncaa.org/teams/473236,https://stats.ncaa.org/people/38307
2017-18,Ben DeLuca,D-I,CAA,6,8,,.429,,https://stats.ncaa.org/teams/423512,https://stats.ncaa.org/people/38307
2016-17,Bob Shillinglaw,D-I,CAA,7,8,0,.467,,https://stats.ncaa.org/teams/110514,https://stats.ncaa.org/people/4576
2015-16,Bob Shillinglaw,D-I,CAA,5,10,0,.333,,https://stats.ncaa.org/teams/23935,https://stats.ncaa.org/people/4576
2014-15,Bob Shillinglaw,D-I,CAA,5,10,0,.333,,https://stats.ncaa.org/teams/105934,https://stats.ncaa.org/people/4576
2013-14,Bob Shillinglaw,D-I,CAA,7,9,0,.438,,https://stats.ncaa.org/teams/103505,https://stats.ncaa.org/people/4576
2012-13,Bob Shillinglaw,D-I,CAA,5,10,0,.333,,https://stats.ncaa.org/teams/35169,https://stats.ncaa.org/people/4576
2011-12,Bob Shillinglaw,D-I,CAA,6,9,0,.400,,https://stats.ncaa.org/teams/56718,https://stats.ncaa.org/people/4576
2010-11,Bob Shillinglaw,D-I,CAA,11,7,0,.611,,https://stats.ncaa.org/teams/29394,https://stats.ncaa.org/people/4576
2009-10,Bob Shillinglaw,D-I,CAA,10,7,0,.588,,https://stats.ncaa.org/teams/53242,https://stats.ncaa.org/people/4576
2008-09,Bob Shillinglaw,D-I,CAA,5,10,0,.333,,https://stats.ncaa.org/teams/95374,https://stats.ncaa.org/people/4576
2007-08,Bob Shillinglaw,D-I,CAA,9,7,0,.563,,https://stats.ncaa.org/teams/407914,https://stats.ncaa.org/people/4576
2006-07,Bob Shillinglaw,D-I,CAA,13,6,0,.684,,https://stats.ncaa.org/teams/178851,https://stats.ncaa.org/people/4576
2005-06,Bob Shillinglaw,D-I,CAA,12,5,0,.706,,https://stats.ncaa.org/teams/222246,https://stats.ncaa.org/people/4576
2004-05,Bob Shillinglaw,D-I,CAA,11,6,0,.647,,https://stats.ncaa.org/teams/222029,https://stats.ncaa.org/people/4576
2003-04,Bob Shillinglaw,D-I,-,10,6,0,.625,,https://stats.ncaa.org/teams/179496,https://stats.ncaa.org/people/4576
2002-03,Bob Shillinglaw,D-I,CAA,5,10,0,.333,,https://stats.ncaa.org/teams/179291,https://stats.ncaa.org/people/4576
2001-02,Bob Shillinglaw,D-I,CAA,3,11,0,.214,,https://stats.ncaa.org/teams/179089,https://stats.ncaa.org/people/4576
2000-01,Bob Shillinglaw,D-I,-,6,9,0,.400,,https://stats.ncaa.org/teams/141136,https://stats.ncaa.org/people/4576
1999-00,Bob Shillinglaw,D-I,-,10,6,0,.625,,https://stats.ncaa.org/teams/140956,https://stats.ncaa.org/people/4576
1998-99,Bob Shillinglaw,D-I,-,14,3,0,.824,,https://stats.ncaa.org/teams/221853,https://stats.ncaa.org/people/4576
1997-98,Bob Shillinglaw,D-I,-,9,6,0,.600,,https://stats.ncaa.org/teams/221692,https://stats.ncaa.org/people/4576
1996-97,Bob Shillinglaw,D-I,-,3,12,0,.200,,https://stats.ncaa.org/teams/370941,https://stats.ncaa.org/people/4576
1995-96,Bob Shillinglaw,D-I,-,8,7,0,.533,,https://stats.ncaa.org/teams/336737,https://stats.ncaa.org/people/4576
1994-95,Bob Shillinglaw,D-I,-,6,9,0,.400,,https://stats.ncaa.org/teams/221548,https://stats.ncaa.org/people/4576
1993-94,Bob Shillinglaw,D-I,-,8,6,0,.571,,https://stats.ncaa.org/teams/221406,https://stats.ncaa.org/people/4576
1992-93,Bob Shillinglaw,D-I,-,5,9,0,.357,,https://stats.ncaa.org/teams/221267,https://stats.ncaa.org/people/4576
1991-92,Bob Shillinglaw,D-I,-,8,7,0,.533,,https://stats.ncaa.org/teams/299942,https://stats.ncaa.org/people/4576
1990-91,Bob Shillinglaw,D-I,-,6,10,0,.375,,https://stats.ncaa.org/teams/407772,https://stats.ncaa.org/people/4576
1989-90,Bob Shillinglaw,D-I,-,7,9,0,.438,,https://stats.ncaa.org/teams/178713,https://stats.ncaa.org/people/4576
1988-89,Bob Shillinglaw,D-I,-,8,8,0,.500,,https://stats.ncaa.org/teams/140827,https://stats.ncaa.org/people/4576
1987-88,Bob Shillinglaw,D-I,-,6,10,0,.375,,https://stats.ncaa.org/teams/370816,https://stats.ncaa.org/people/4576
1986-87,Bob Shillinglaw,D-I,-,8,8,0,.500,,https://stats.ncaa.org/teams/370701,https://stats.ncaa.org/people/4576
1985-86,Bob Shillinglaw,D-I,-,10,6,0,.625,,https://stats.ncaa.org/teams/370590,https://stats.ncaa.org/people/4576
1984-85,Bob Shillinglaw,D-I,-,9,7,0,.563,,https://stats.ncaa.org/teams/336620,https://stats.ncaa.org/people/4576
1983-84,Bob Shillinglaw,D-I,-,12,4,0,.750,,https://stats.ncaa.org/teams/336513,https://stats.ncaa.org/people/4576
1982-83,Bob Shillinglaw,D-I,-,8,8,0,.500,,https://stats.ncaa.org/teams/140720,https://stats.ncaa.org/people/4576
