Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Chris Kolon,D-I,ASUN,3,10,0,.231,,https://stats.ncaa.org/teams/571391,https://stats.ncaa.org/people/43784
2022-23,Chris Kolon,D-I,ASUN,2,11,0,.154,,https://stats.ncaa.org/teams/546883,https://stats.ncaa.org/people/43784
2021-22,Chris Kolon,D-I,ASUN,2,9,0,.182,,https://stats.ncaa.org/teams/530035,https://stats.ncaa.org/people/43784
2020-21,Chris Kolon,D-I,MAAC,3,4,0,.429,,https://stats.ncaa.org/teams/507827,https://stats.ncaa.org/people/43784
2019-20,Chris Kolon,D-I,MAAC,2,3,0,.400,,https://stats.ncaa.org/teams/493846,https://stats.ncaa.org/people/43784
2018-19,Chris Kolon,D-I,MAAC,8,7,0,.533,,https://stats.ncaa.org/teams/473238,https://stats.ncaa.org/people/43784
2017-18,Chris Kolon,D-I,MAAC,9,7,,.563,,https://stats.ncaa.org/teams/423514,https://stats.ncaa.org/people/43784
2016-17,Chris Kolon,D-I,MAAC,5,11,0,.313,,https://stats.ncaa.org/teams/110516,https://stats.ncaa.org/people/43784
2015-16,Chris Kolon,D-I,MAAC,2,10,0,.167,,https://stats.ncaa.org/teams/23937,https://stats.ncaa.org/people/43784
2014-15,Chris Kolon,D-I,MAAC,8,6,0,.571,,https://stats.ncaa.org/teams/105936,https://stats.ncaa.org/people/43784
2013-14,Matt Holtz,D-I,MAAC,6,8,0,.429,,https://stats.ncaa.org/teams/103507,https://stats.ncaa.org/people/35406
2012-13,Matt Holtz,D-I,MAAC,5,10,0,.333,,https://stats.ncaa.org/teams/35171,https://stats.ncaa.org/people/35406
2011-12,Matt Holtz,D-I,MAAC,6,9,0,.400,,https://stats.ncaa.org/teams/56720,https://stats.ncaa.org/people/35406
2010-11,Matt Holtz,D-I,MAAC,6,10,0,.375,,https://stats.ncaa.org/teams/29396,https://stats.ncaa.org/people/35406
2009-10,Matt Holtz,D-I,MAAC,3,12,0,.200,,https://stats.ncaa.org/teams/53244,https://stats.ncaa.org/people/35406
2008-09,Matt Holtz,D-I,Detroit Mercy,0,11,0,.000,First Year of Varsity Program,https://stats.ncaa.org/teams/95376,https://stats.ncaa.org/people/35406
