Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Jon Basti,D-I,MAAC,13,4,0,.765,,https://stats.ncaa.org/teams/571430,https://stats.ncaa.org/people/24851
2022-23,Jon Basti,D-I,MAAC,5,10,0,.333,,https://stats.ncaa.org/teams/546922,https://stats.ncaa.org/people/24851
2021-22,Jon Basti,D-I,NEC,3,10,0,.231,,https://stats.ncaa.org/teams/530074,https://stats.ncaa.org/people/24851
2020-21,Jon Basti,D-I,NEC,1,12,0,.077,,https://stats.ncaa.org/teams/507867,https://stats.ncaa.org/people/24851
2019-20,Jon Basti,D-I,NEC,1,5,0,.167,,https://stats.ncaa.org/teams/493886,https://stats.ncaa.org/people/24851
2018-19,Jon Basti,D-I,NEC,9,6,0,.600,,https://stats.ncaa.org/teams/473278,https://stats.ncaa.org/people/24851
2017-18,,D-I,NEC,7,8,,.467,,https://stats.ncaa.org/teams/423554,
2016-17,Jon Basti,D-I,NEC,9,6,0,.600,,https://stats.ncaa.org/teams/110556,https://stats.ncaa.org/people/24851
2015-16,Jon Basti,D-I,NEC,2,14,0,.125,,https://stats.ncaa.org/teams/23976,https://stats.ncaa.org/people/24851
2014-15,Jon Basti,D-I,NEC,6,7,0,.462,,https://stats.ncaa.org/teams/105975,https://stats.ncaa.org/people/24851
2013-14,Jon Basti,D-I,NEC,6,9,0,.400,,https://stats.ncaa.org/teams/103544,https://stats.ncaa.org/people/24851
2012-13,Tom Mariano,D-I,NEC,3,11,0,.214,,https://stats.ncaa.org/teams/35205,https://stats.ncaa.org/people/8118
2011-12,Tom Mariano,D-I,NEC,4,9,0,.308,,https://stats.ncaa.org/teams/56753,https://stats.ncaa.org/people/8118
2010-11,Tom Mariano,D-I,NEC,4,9,0,.308,,https://stats.ncaa.org/teams/29428,https://stats.ncaa.org/people/8118
2009-10,Tom Mariano,D-I,Sacred Heart,4,11,0,.267,,https://stats.ncaa.org/teams/53275,https://stats.ncaa.org/people/8118
2008-09,Tom Mariano,D-I,CAA,4,10,0,.286,,https://stats.ncaa.org/teams/95407,https://stats.ncaa.org/people/8118
2007-08,Tom Mariano,D-I,CAA,7,5,0,.583,,https://stats.ncaa.org/teams/408012,https://stats.ncaa.org/people/8118
2006-07,Tom Mariano,D-I,CAA,4,8,0,.333,,https://stats.ncaa.org/teams/178947,https://stats.ncaa.org/people/8118
2005-06,Tom Mariano,D-I,CAA,2,12,0,.143,,https://stats.ncaa.org/teams/222341,https://stats.ncaa.org/people/8118
2004-05,Tom Mariano,D-I,CAA,6,8,0,.429,,https://stats.ncaa.org/teams/222124,https://stats.ncaa.org/people/8118
2003-04,Tom Mariano,D-I,-,3,11,0,.214,,https://stats.ncaa.org/teams/179588,https://stats.ncaa.org/people/8118
2002-03,Tom Mariano,D-I,CAA,7,7,0,.500,,https://stats.ncaa.org/teams/179380,https://stats.ncaa.org/people/8118
2001-02,Tom Mariano,D-I,CAA,6,8,0,.429,,https://stats.ncaa.org/teams/179178,https://stats.ncaa.org/people/8118
2000-01,Tom Mariano,D-I,-,8,8,0,.500,,https://stats.ncaa.org/teams/141220,https://stats.ncaa.org/people/8118
1999-00,Tom Mariano,D-I,-,7,9,0,.438,,https://stats.ncaa.org/teams/141040,https://stats.ncaa.org/people/8118
1998-99,Tom Mariano,D-II,-,7,6,0,.538,,https://stats.ncaa.org/teams/221936,https://stats.ncaa.org/people/8118
1997-98,Tom Mariano,D-II,-,5,8,0,.385,,https://stats.ncaa.org/teams/221771,https://stats.ncaa.org/people/8118
1996-97,Tom Mariano,D-II,-,8,4,0,.667,,https://stats.ncaa.org/teams/371017,https://stats.ncaa.org/people/8118
1995-96,Rob Randall,D-II,-,13,2,0,.867,,https://stats.ncaa.org/teams/336808,https://stats.ncaa.org/people/7521
1994-95,Rob Randall,D-II,-,9,8,0,.529,,https://stats.ncaa.org/teams/221618,https://stats.ncaa.org/people/7521
1993-94,Rob Randall,D-II,-,13,2,0,.867,,https://stats.ncaa.org/teams/221478,https://stats.ncaa.org/people/7521
1992-93,Rob Randall,D-II,-,6,8,0,.429,,https://stats.ncaa.org/teams/221338,https://stats.ncaa.org/people/7521
1991-92,Webster Trenchard,D-II,-,1,9,0,.100,,https://stats.ncaa.org/teams/300010,https://stats.ncaa.org/people/9043
1990-91,Webster Trenchard,D-II,-,1,7,0,.125,,https://stats.ncaa.org/teams/407838,https://stats.ncaa.org/people/9043
