Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Tommy Pearce,D-III,Liberty League,8,8,0,.500,,https://stats.ncaa.org/teams/571762,https://stats.ncaa.org/people/38404
2022-23,Jeff Long,D-III,Liberty League,7,8,0,.467,,https://stats.ncaa.org/teams/547254,https://stats.ncaa.org/people/5848
2021-22,Jeff Long,D-III,Liberty League,10,6,0,.625,,https://stats.ncaa.org/teams/530409,https://stats.ncaa.org/people/5848
2020-21,Jeff Long,D-III,Liberty League,6,4,0,.600,,https://stats.ncaa.org/teams/508202,https://stats.ncaa.org/people/5848
2019-20,Jeff Long,D-III,Liberty League,2,3,0,.400,,https://stats.ncaa.org/teams/494217,https://stats.ncaa.org/people/5848
2018-19,Jeff Long,D-III,Liberty League,8,6,0,.571,,https://stats.ncaa.org/teams/473521,https://stats.ncaa.org/people/5848
2017-18,Jeff Long,D-III,Liberty League,16,4,,.800,,https://stats.ncaa.org/teams/423793,https://stats.ncaa.org/people/5848
2016-17,Jeff Long,D-III,Empire 8,13,4,0,.765,,https://stats.ncaa.org/teams/110704,https://stats.ncaa.org/people/5848
2015-16,Jeff Long,D-III,Empire 8,20,2,0,.909,,https://stats.ncaa.org/teams/24123,https://stats.ncaa.org/people/5848
2014-15,Jeff Long,D-III,Empire 8,13,5,0,.722,,https://stats.ncaa.org/teams/106115,https://stats.ncaa.org/people/5848
2013-14,Jeff Long,D-III,Empire 8,15,5,0,.750,,https://stats.ncaa.org/teams/103679,https://stats.ncaa.org/people/5848
2012-13,Jeff Long,D-III,Empire 8,12,6,0,.667,,https://stats.ncaa.org/teams/35330,https://stats.ncaa.org/people/5848
2011-12,Jeff Long,D-III,Empire 8,12,6,0,.667,,https://stats.ncaa.org/teams/56861,https://stats.ncaa.org/people/5848
2010-11,Jeff Long,D-III,Empire 8,9,8,0,.529,,https://stats.ncaa.org/teams/29533,https://stats.ncaa.org/people/5848
2009-10,Jeff Long,D-III,Empire 8,8,10,0,.444,,https://stats.ncaa.org/teams/53370,https://stats.ncaa.org/people/5848
2008-09,Jeff Long,D-III,Empire 8,14,2,0,.875,,https://stats.ncaa.org/teams/95497,https://stats.ncaa.org/people/5848
2007-08,Jeff Long,D-III,Empire 8,17,3,0,.850,,https://stats.ncaa.org/teams/407943,https://stats.ncaa.org/people/5848
2006-07,Jeff Long,D-III,Empire 8,16,4,0,.800,,https://stats.ncaa.org/teams/178880,https://stats.ncaa.org/people/5848
2005-06,Jeff Long,D-III,Empire 8,12,5,0,.706,,https://stats.ncaa.org/teams/222274,https://stats.ncaa.org/people/5848
2004-05,Jeff Long,D-III,Empire 8,9,5,0,.643,,https://stats.ncaa.org/teams/222057,https://stats.ncaa.org/people/5848
2003-04,Jeff Long,D-III,-,13,3,,.813,,https://stats.ncaa.org/teams/179522,https://stats.ncaa.org/people/5848
2002-03,Jeff Long,D-III,Empire 8,11,3,0,.786,,https://stats.ncaa.org/teams/179317,https://stats.ncaa.org/people/5848
2001-02,Jeff Long,D-III,Empire 8,11,5,0,.688,,https://stats.ncaa.org/teams/179116,https://stats.ncaa.org/people/5848
2000-01,Jeff Long,D-III,-,13,2,0,.867,,https://stats.ncaa.org/teams/141162,https://stats.ncaa.org/people/5848
1999-00,Jeff Long,D-III,-,11,3,0,.786,,https://stats.ncaa.org/teams/140982,https://stats.ncaa.org/people/5848
1998-99,Jeff Long,D-III,-,7,6,,.538,,https://stats.ncaa.org/teams/221879,https://stats.ncaa.org/people/5848
1997-98,Jeff Long,D-III,-,11,3,,.786,,https://stats.ncaa.org/teams/221715,https://stats.ncaa.org/people/5848
1996-97,Jeff Long,D-III,-,9,4,,.692,,https://stats.ncaa.org/teams/370964,https://stats.ncaa.org/people/5848
1995-96,Jeff Long,D-III,-,2,10,,.167,,https://stats.ncaa.org/teams/336759,https://stats.ncaa.org/people/5848
1994-95,Jeff Long,D-III,-,5,5,,.500,,https://stats.ncaa.org/teams/221569,https://stats.ncaa.org/people/5848
1993-94,Jeff Long,D-III,-,5,5,,.500,,https://stats.ncaa.org/teams/221427,https://stats.ncaa.org/people/5848
1992-93,Jeff Long,D-III,-,9,5,,.643,,https://stats.ncaa.org/teams/221288,https://stats.ncaa.org/people/5848
1991-92,Jeff Long,D-III,-,12,2,,.857,,https://stats.ncaa.org/teams/299962,https://stats.ncaa.org/people/5848
1990-91,Jeff Long,D-III,-,9,3,,.750,,https://stats.ncaa.org/teams/407792,https://stats.ncaa.org/people/5848
1989-90,Jeff Long,D-III,-,5,10,,.333,,https://stats.ncaa.org/teams/178732,https://stats.ncaa.org/people/5848
1988-89,Jeff Long,D-III,-,4,8,,.333,,https://stats.ncaa.org/teams/140845,https://stats.ncaa.org/people/5848
1987-88,Jeff Long,D-III,-,5,9,,.357,,https://stats.ncaa.org/teams/370835,https://stats.ncaa.org/people/5848
1986-87,Kevin Spencer,D-III,-,6,8,,.429,,https://stats.ncaa.org/teams/370720,https://stats.ncaa.org/people/22944
1985-86,Kevin Spencer,D-III,-,3,8,,.273,,https://stats.ncaa.org/teams/370609,https://stats.ncaa.org/people/22944
1984-85,Kevin Spencer,D-III,-,7,5,,.583,,https://stats.ncaa.org/teams/336639,https://stats.ncaa.org/people/22944
1983-84,Kevin Spencer,D-III,-,7,5,,.583,,https://stats.ncaa.org/teams/336532,https://stats.ncaa.org/people/22944
1982-83,Ray Rostan,D-III,-,9,4,,.692,,https://stats.ncaa.org/teams/140738,https://stats.ncaa.org/people/7421
1981-82,Ray Rostan,D-III,-,6,6,,.500,,https://stats.ncaa.org/teams/370507,https://stats.ncaa.org/people/7421
1980-81,Al Wolski,D-III,-,7,5,,.583,,https://stats.ncaa.org/teams/221181,https://stats.ncaa.org/people/22945
1979-80,Al Wolski,D-III,-,12,3,,.800,,https://stats.ncaa.org/teams/407691,https://stats.ncaa.org/people/22945
1978-79,Al Wolski,D-III,-,10,4,,.714,,https://stats.ncaa.org/teams/257406,https://stats.ncaa.org/people/22945
1977-78,Al Wolski,D-III,-,13,3,,.813,,https://stats.ncaa.org/teams/336441,https://stats.ncaa.org/people/22945
1976-77,Bill Ware,D-III,-,8,5,,.615,,https://stats.ncaa.org/teams/178638,https://stats.ncaa.org/people/22946
1975-76,Bill Ware,D-III,-,8,5,,.615,,https://stats.ncaa.org/teams/370417,https://stats.ncaa.org/people/22946
1974-75,Bill Ware,D-III,-,10,1,,.909,,https://stats.ncaa.org/teams/407603,https://stats.ncaa.org/people/22946
1973-74,Bill Ware,D-III,-,7,3,,.700,,https://stats.ncaa.org/teams/257321,https://stats.ncaa.org/people/22946
1972-73,Bill Ware,D-III,-,9,3,,.750,,https://stats.ncaa.org/teams/221097,https://stats.ncaa.org/people/22946
1971-72,Bill Ware,D-III,-,8,3,,.727,,https://stats.ncaa.org/teams/370338,https://stats.ncaa.org/people/22946
1970-71,Bill Ware,D-III,-,7,2,,.778,,https://stats.ncaa.org/teams/336363,https://stats.ncaa.org/people/22946
1969-70,Bill Ware,D-III,-,7,1,,.875,,https://stats.ncaa.org/teams/178562,https://stats.ncaa.org/people/22946
1968-69,Bill Ware,D-III,-,6,2,,.750,,https://stats.ncaa.org/teams/336293,https://stats.ncaa.org/people/22946
1967-68,Bill Ware,D-III,-,5,3,,.625,,https://stats.ncaa.org/teams/336227,https://stats.ncaa.org/people/22946
1966-67,Bill Ware,D-III,-,5,2,,.714,,https://stats.ncaa.org/teams/221028,https://stats.ncaa.org/people/22946
