Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,J.L. Reppert,D-I,Patriot,2,11,0,.154,,https://stats.ncaa.org/teams/571401,https://stats.ncaa.org/people/2480319
2022-23,J.L. Reppert,D-I,Patriot,1,13,0,.071,,https://stats.ncaa.org/teams/546893,https://stats.ncaa.org/people/2480319
2021-22,J.L. Reppert,D-I,Patriot,1,13,0,.071,,https://stats.ncaa.org/teams/530045,https://stats.ncaa.org/people/2480319
2020-21,J.L. Reppert,D-I,Patriot,2,4,0,.333,,https://stats.ncaa.org/teams/507838,https://stats.ncaa.org/people/2480319
2019-20,Peter Burke,D-I,Patriot,4,3,0,.571,,https://stats.ncaa.org/teams/493857,https://stats.ncaa.org/people/2110550
2018-19,Peter Burke,D-I,Patriot,7,7,0,.500,,https://stats.ncaa.org/teams/473249,https://stats.ncaa.org/people/2110550
2017-18,Judd Lattimore,D-I,Patriot,4,9,0,.308,,https://stats.ncaa.org/teams/423525,https://stats.ncaa.org/people/43630
2016-17,Judd Lattimore,D-I,Patriot,5,10,0,.333,,https://stats.ncaa.org/teams/110527,https://stats.ncaa.org/people/43630
2015-16,Judd Lattimore,D-I,Patriot,4,11,0,.267,,https://stats.ncaa.org/teams/23947,https://stats.ncaa.org/people/43630
2014-15,Judd Lattimore,D-I,Patriot,6,7,0,.462,,https://stats.ncaa.org/teams/105946,https://stats.ncaa.org/people/43630
2013-14,Jim Morrissey,D-I,Patriot,3,12,0,.200,,https://stats.ncaa.org/teams/103517,https://stats.ncaa.org/people/38674
2012-13,Jim Morrissey,D-I,Patriot,7,8,0,.467,,https://stats.ncaa.org/teams/35180,https://stats.ncaa.org/people/38674
2011-12,Jim Morrissey,D-I,Patriot,5,10,0,.333,,https://stats.ncaa.org/teams/56729,https://stats.ncaa.org/people/38674
2010-11,Adam Pascal (0-6)Jim Morrissey (2-7),D-I,Patriot,2,13,0,.133,,https://stats.ncaa.org/teams/29405,https://stats.ncaa.org/people/24801
