Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Corey Shaffer,D-III,Centennial,7,9,0,.438,,https://stats.ncaa.org/teams/571549,https://stats.ncaa.org/people/2716836
2022-23,Corey Shaffer,D-III,Centennial,7,8,0,.467,,https://stats.ncaa.org/teams/547039,https://stats.ncaa.org/people/2716836
2021-22,Gary Mercadante,D-III,Centennial,8,8,0,.500,,https://stats.ncaa.org/teams/530247,https://stats.ncaa.org/people/44337
2020-21,Gary Mercadante,D-III,Centennial,4,2,0,.667,,https://stats.ncaa.org/teams/508038,https://stats.ncaa.org/people/44337
2019-20,Gary Mercadante,D-III,Centennial,7,0,0,1.000,,https://stats.ncaa.org/teams/494054,https://stats.ncaa.org/people/44337
2018-19,Gary Mercadante,D-III,Centennial,13,4,0,.765,,https://stats.ncaa.org/teams/473598,https://stats.ncaa.org/people/44337
2017-18,Jamie Steele,D-III,Centennial,0,11,,.000,COI vacated 3 wins (1/2020),https://stats.ncaa.org/teams/423872,https://stats.ncaa.org/people/5758
2016-17,Jamie Steele,D-III,Centennial,9,5,0,.643,,https://stats.ncaa.org/teams/110783,https://stats.ncaa.org/people/5758
2015-16,Jamie Steele,D-III,Centennial,14,3,0,.824,,https://stats.ncaa.org/teams/24200,https://stats.ncaa.org/people/5758
2014-15,Jamie Steele,D-III,Centennial,14,4,0,.778,,https://stats.ncaa.org/teams/106189,https://stats.ncaa.org/people/5758
2013-14,Jamie Steele,D-III,Centennial,9,6,0,.600,,https://stats.ncaa.org/teams/103751,https://stats.ncaa.org/people/5758
2012-13,Jamie Steele,D-III,Centennial,9,5,0,.643,,https://stats.ncaa.org/teams/35400,https://stats.ncaa.org/people/5758
2011-12,Jamie Steele,D-III,Centennial,6,9,0,.400,,https://stats.ncaa.org/teams/56929,https://stats.ncaa.org/people/5758
2010-11,Jamie Steele,D-III,Centennial,9,6,0,.600,,https://stats.ncaa.org/teams/29605,https://stats.ncaa.org/people/5758
2009-10,Jamie Steele,D-III,Centennial,8,5,0,.615,,https://stats.ncaa.org/teams/53440,https://stats.ncaa.org/people/5758
2008-09,C. Glenn Carter (2-3)Jamie Steele (4-6),D-III,Centennial,6,9,0,.400,,https://stats.ncaa.org/teams/95563,https://stats.ncaa.org/people/26746
2007-08,C. Glenn Carter,D-III,Centennial,7,9,0,.438,,https://stats.ncaa.org/teams/408048,https://stats.ncaa.org/people/26746
2006-07,C. Glenn Carter,D-III,Centennial,9,5,0,.643,,https://stats.ncaa.org/teams/178980,https://stats.ncaa.org/people/26746
2005-06,C. Glenn Carter,D-III,Centennial,4,11,0,.267,,https://stats.ncaa.org/teams/222374,https://stats.ncaa.org/people/26746
2004-05,C. Glenn Carter,D-III,-,6,8,,.429,,https://stats.ncaa.org/teams/222156,https://stats.ncaa.org/people/26746
2003-04,C. Glenn Carter,D-III,Centennial,3,10,0,.231,,https://stats.ncaa.org/teams/179619,https://stats.ncaa.org/people/26746
2002-03,,,-,,,,,,https://stats.ncaa.org/teams/563132,
