Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Michael Carbery,D-III,United East,3,7,0,.300,,https://stats.ncaa.org/teams/571606,https://stats.ncaa.org/people/26600
2022-23,Michael Carbery,D-III,United East,3,9,0,.250,,https://stats.ncaa.org/teams/547097,https://stats.ncaa.org/people/26600
2021-22,Michael Carbery,D-III,United East,4,7,0,.364,,https://stats.ncaa.org/teams/530307,https://stats.ncaa.org/people/26600
2020-21,Michael Carbery,D-III,United East,2,2,0,.500,Did not meet minimum number of contests played to be included in national statistical rankings,https://stats.ncaa.org/teams/508098,https://stats.ncaa.org/people/26600
2019-20,Michael Carbery,D-III,United East,3,1,0,.750,,https://stats.ncaa.org/teams/494112,https://stats.ncaa.org/people/26600
2018-19,Michael Carbery,D-III,United East,6,7,0,.462,,https://stats.ncaa.org/teams/473413,https://stats.ncaa.org/people/26600
2017-18,Michael Carbery,D-III,United East,9,6,,.600,,https://stats.ncaa.org/teams/423685,https://stats.ncaa.org/people/26600
2016-17,Rick Schunke,D-III,United East,10,6,0,.625,,https://stats.ncaa.org/teams/110833,https://stats.ncaa.org/people/38410
2015-16,Rick Schunke,D-III,United East,5,8,0,.385,,https://stats.ncaa.org/teams/24248,https://stats.ncaa.org/people/38410
2014-15,Rick Schunke,D-III,United East,9,6,0,.600,,https://stats.ncaa.org/teams/106234,https://stats.ncaa.org/people/38410
2013-14,Rick Schunke,D-III,United East,8,5,0,.615,,https://stats.ncaa.org/teams/103796,https://stats.ncaa.org/people/38410
2012-13,Rick Schunke,D-III,United East,10,5,0,.667,,https://stats.ncaa.org/teams/35443,https://stats.ncaa.org/people/38410
2011-12,Rick Schunke,D-III,United East,5,7,0,.417,,https://stats.ncaa.org/teams/56969,https://stats.ncaa.org/people/38410
2010-11,Rick Schunke,D-III,Hilbert,6,6,0,.500,Inaugural Varsity Season,https://stats.ncaa.org/teams/29644,https://stats.ncaa.org/people/38410
