Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Michael Corrado,D-I,Big East,9,7,0,.563,,https://stats.ncaa.org/teams/571441,https://stats.ncaa.org/people/33831
2022-23,Michael Corrado,D-I,Big East,10,5,0,.667,,https://stats.ncaa.org/teams/546933,https://stats.ncaa.org/people/33831
2021-22,Michael Corrado,D-I,Big East,9,6,0,.600,,https://stats.ncaa.org/teams/530085,https://stats.ncaa.org/people/33831
2020-21,Michael Corrado,D-I,Big East,7,5,0,.583,,https://stats.ncaa.org/teams/507878,https://stats.ncaa.org/people/33831
2019-20,Michael Corrado,D-I,Big East,4,3,0,.571,,https://stats.ncaa.org/teams/493897,https://stats.ncaa.org/people/33831
2018-19,Michael Corrado,D-I,Big East,8,7,0,.533,,https://stats.ncaa.org/teams/473289,https://stats.ncaa.org/people/33831
2017-18,Michael Corrado,D-I,Big East,10,6,,.625,,https://stats.ncaa.org/teams/423565,https://stats.ncaa.org/people/33831
2016-17,Michael Corrado,D-I,Big East,9,6,0,.600,,https://stats.ncaa.org/teams/110567,https://stats.ncaa.org/people/33831
2015-16,Michael Corrado,D-I,Big East,9,5,0,.643,,https://stats.ncaa.org/teams/23987,https://stats.ncaa.org/people/33831
2014-15,Michael Corrado,D-I,Big East,6,8,0,.429,,https://stats.ncaa.org/teams/105986,https://stats.ncaa.org/people/33831
2013-14,Michael Corrado,D-I,Big East,6,10,0,.375,,https://stats.ncaa.org/teams/103555,https://stats.ncaa.org/people/33831
2012-13,Michael Corrado,D-I,AAC,7,8,0,.467,,https://stats.ncaa.org/teams/35216,https://stats.ncaa.org/people/33831
2011-12,Michael Corrado,D-I,AAC,8,7,0,.533,,https://stats.ncaa.org/teams/56764,https://stats.ncaa.org/people/33831
2010-11,Michael Corrado,D-I,AAC,11,5,0,.688,,https://stats.ncaa.org/teams/29439,https://stats.ncaa.org/people/33831
2009-10,Michael Corrado,D-I,AAC,10,5,0,.667,,https://stats.ncaa.org/teams/53286,https://stats.ncaa.org/people/33831
2008-09,Michael Corrado,D-I,CAA,11,6,0,.647,,https://stats.ncaa.org/teams/95418,https://stats.ncaa.org/people/33831
2007-08,Michael Corrado,D-I,CAA,5,10,0,.333,,https://stats.ncaa.org/teams/408052,https://stats.ncaa.org/people/33831
