Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Ernie Shapiro,D-III,United East,1,11,0,.083,,https://stats.ncaa.org/teams/571674,https://stats.ncaa.org/people/2151601
2022-23,Ernie Shapiro,D-III,CSAC,6,9,0,.400,,https://stats.ncaa.org/teams/547165,https://stats.ncaa.org/people/2151601
2021-22,Ernie Shapiro,D-III,CSAC,8,10,0,.444,,https://stats.ncaa.org/teams/530317,https://stats.ncaa.org/people/2151601
2020-21,Ernie Shapiro,D-III,CSAC,3,4,0,.429,,https://stats.ncaa.org/teams/508109,https://stats.ncaa.org/people/2151601
2019-20,Ernie Shapiro,D-III,CSAC,1,5,0,.167,,https://stats.ncaa.org/teams/494123,https://stats.ncaa.org/people/2151601
2018-19,Ernie Shapiro,D-III,CSAC,3,11,0,.214,,https://stats.ncaa.org/teams/473426,https://stats.ncaa.org/people/2151601
2017-18,David Baker,D-III,CSAC,1,14,,.067,,https://stats.ncaa.org/teams/423698,https://stats.ncaa.org/people/46007
2016-17,David Baker,D-III,CSAC,5,11,0,.313,,https://stats.ncaa.org/teams/110846,https://stats.ncaa.org/people/46007
2015-16,Brian Zusi,D-III,CSAC,5,11,0,.313,,https://stats.ncaa.org/teams/24261,https://stats.ncaa.org/people/39944
2014-15,Brian Zusi,D-III,CSAC,3,11,0,.214,,https://stats.ncaa.org/teams/106247,https://stats.ncaa.org/people/39944
2013-14,Brian Zusi,D-III,CSAC,4,11,0,.267,,https://stats.ncaa.org/teams/103809,https://stats.ncaa.org/people/39944
2012-13,Brian Zusi,D-III,CSAC,1,14,0,.067,,https://stats.ncaa.org/teams/35456,https://stats.ncaa.org/people/39944
2011-12,Brian Zusi,D-III,CSAC,0,14,0,.000,Inaugural Varsity Season,https://stats.ncaa.org/teams/56982,https://stats.ncaa.org/people/39944
