Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Lane Zierten,D-III,Midwest Lacrosse Conference,6,9,0,.400,,https://stats.ncaa.org/teams/571732,https://stats.ncaa.org/people/2119993
2022-23,Lane Zierten,D-III,Midwest Lacrosse Conference,5,12,0,.294,,https://stats.ncaa.org/teams/547224,https://stats.ncaa.org/people/2119993
2021-22,Lane Zierten,D-III,Midwest Lacrosse Conference,7,10,0,.412,,https://stats.ncaa.org/teams/530378,https://stats.ncaa.org/people/2119993
2020-21,Lane Zierten,D-III,Midwest Lacrosse Conference,1,7,0,.125,,https://stats.ncaa.org/teams/508171,https://stats.ncaa.org/people/2119993
2019-20,Lane Zierten,D-III,Midwest Lacrosse Conference,2,1,0,.667,,https://stats.ncaa.org/teams/494185,https://stats.ncaa.org/people/2119993
2018-19,Lane Zierten,D-III,Midwest Lacrosse Conference,4,13,0,.235,,https://stats.ncaa.org/teams/473489,https://stats.ncaa.org/people/2119993
2017-18,Lane Zierten,D-III,Midwest Lacrosse Conference,7,7,,.500,,https://stats.ncaa.org/teams/423761,https://stats.ncaa.org/people/2119993
2016-17,Andy Bonasera,D-III,Midwest Lacrosse Conference,7,8,0,.467,,https://stats.ncaa.org/teams/110672,https://stats.ncaa.org/people/31727
2015-16,Andy Bonasera,D-III,Midwest Lacrosse Conference,3,10,0,.231,,https://stats.ncaa.org/teams/24092,https://stats.ncaa.org/people/31727
2014-15,Andy Bonasera,D-III,Midwest Lacrosse Conference,3,10,0,.231,inaugural season,https://stats.ncaa.org/teams/106084,https://stats.ncaa.org/people/31727
