Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,JD LeMay,D-III,USA South,2,14,0,.125,,https://stats.ncaa.org/teams/571765,https://stats.ncaa.org/people/2630840
2022-23,JD LeMay,D-III,USA South,3,13,0,.188,,https://stats.ncaa.org/teams/547257,https://stats.ncaa.org/people/2630840
2021-22,JD LeMay,D-III,USA South,2,12,0,.143,,https://stats.ncaa.org/teams/530412,https://stats.ncaa.org/people/2630840
2020-21,Darry Thornton,D-III,USA South,0,5,0,.000,First season as active DIII member.,https://stats.ncaa.org/teams/516251,https://stats.ncaa.org/people/37472
2019-20,Jim Fritz,,-,,,,.000,,https://stats.ncaa.org/teams/494065,https://stats.ncaa.org/people/5977
2018-19,Jim Fritz,D-III,USA South,6,7,0,.462,NCAA Division III Reclassifying Member (active 2021-22),https://stats.ncaa.org/teams/473366,https://stats.ncaa.org/people/5977
2017-18,Michael Markland,D-III,USA South,9,3,,.750,,https://stats.ncaa.org/teams/423629,https://stats.ncaa.org/people/45105
2016-17,Michael Markland,D-II,SAC,2,14,0,.125,,https://stats.ncaa.org/teams/110631,https://stats.ncaa.org/people/45105
2015-16,Michael Markland,D-II,SAC,2,13,0,.133,,https://stats.ncaa.org/teams/24050,https://stats.ncaa.org/people/45105
2014-15,Kevin Anderson,D-II,SAC,8,8,0,.500,,https://stats.ncaa.org/teams/106044,https://stats.ncaa.org/people/42678
2013-14,Kevin Anderson,D-II,SAC,3,10,0,.231,First Season of Varsity Competition,https://stats.ncaa.org/teams/103610,https://stats.ncaa.org/people/42678
