Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Josh Coons,D-II,SAC,5,10,0,.333,,https://stats.ncaa.org/teams/571475,https://stats.ncaa.org/people/2862665
2022-23,Joe Turner,D-II,SAC,4,12,0,.250,,https://stats.ncaa.org/teams/546966,https://stats.ncaa.org/people/2618149
2021-22,Joe Turner,D-II,SAC,4,11,0,.267,,https://stats.ncaa.org/teams/530102,https://stats.ncaa.org/people/2618149
2020-21,Brendan Storrier,D-II,SAC,3,10,0,.231,,https://stats.ncaa.org/teams/507893,https://stats.ncaa.org/people/2110250
2019-20,Brendan Storrier,D-II,SAC,3,5,0,.375,,https://stats.ncaa.org/teams/493937,https://stats.ncaa.org/people/2110250
2018-19,Brendan Storrier,D-II,SAC,3,12,0,.200,,https://stats.ncaa.org/teams/473328,https://stats.ncaa.org/people/2110250
2017-18,Ryan Herrmann (1-3)Dave Klarmann (1-9),D-II,SAC,2,12,,.143,,https://stats.ncaa.org/teams/423605,https://stats.ncaa.org/people/2011185
2016-17,Dave Klarmann,D-II,SAC,6,7,0,.462,,https://stats.ncaa.org/teams/110607,https://stats.ncaa.org/people/9623
2015-16,Dave Klarmann,D-II,SAC,4,11,0,.267,,https://stats.ncaa.org/teams/24026,https://stats.ncaa.org/people/9623
2014-15,Dave Klarmann,D-II,SAC,10,6,0,.625,,https://stats.ncaa.org/teams/106022,https://stats.ncaa.org/people/9623
2013-14,Dave Klarmann,D-II,SAC,7,8,0,.467,,https://stats.ncaa.org/teams/103590,https://stats.ncaa.org/people/9623
2012-13,Dave Klarmann,D-II,Deep South,11,3,0,.786,,https://stats.ncaa.org/teams/35250,https://stats.ncaa.org/people/9623
2011-12,Dave Klarmann,D-II,Deep South,11,3,0,.786,,https://stats.ncaa.org/teams/56796,https://stats.ncaa.org/people/9623
2010-11,Sean Woods,D-II,Deep South,11,4,0,.733,,https://stats.ncaa.org/teams/29473,https://stats.ncaa.org/people/30524
2009-10,Sean Woods,D-II,Deep South,10,4,0,.714,,https://stats.ncaa.org/teams/53318,https://stats.ncaa.org/people/30524
2008-09,Sean Woods,D-II,Deep South,11,4,0,.733,,https://stats.ncaa.org/teams/95449,https://stats.ncaa.org/people/30524
2007-08,Sean Woods,D-II,-,11,6,0,.647,,https://stats.ncaa.org/teams/408083,https://stats.ncaa.org/people/30524
2006-07,Sean Woods,D-II,Deep South,8,6,0,.571,,https://stats.ncaa.org/teams/179012,https://stats.ncaa.org/people/30524
2005-06,Brian Anken,D-II,Deep South,10,5,0,.667,,https://stats.ncaa.org/teams/222406,https://stats.ncaa.org/people/25802
2004-05,Brian Anken,D-II,Deep South,4,10,0,.286,,https://stats.ncaa.org/teams/222188,https://stats.ncaa.org/people/25802
2003-04,Brian Anken,D-II,-,2,10,0,.167,,https://stats.ncaa.org/teams/179652,https://stats.ncaa.org/people/25802
2002-03,Andrew Gaunt,D-II,Deep South,0,12,0,.000,,https://stats.ncaa.org/teams/179442,https://stats.ncaa.org/people/4342
2001-02,Andrew Gaunt,D-II,Deep South,3,10,0,.231,,https://stats.ncaa.org/teams/179239,https://stats.ncaa.org/people/4342
2000-01,Andrew Gaunt,D-II,-,2,12,0,.143,,https://stats.ncaa.org/teams/141273,https://stats.ncaa.org/people/4342
1999-00,Sean McCabe,D-II,-,4,9,0,.308,,https://stats.ncaa.org/teams/141092,https://stats.ncaa.org/people/11699
1998-99,Chad Moore,D-II,-,2,5,0,.286,,https://stats.ncaa.org/teams/221984,https://stats.ncaa.org/people/11700
