Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Brett Wetzel,D-III,Michigan Intercol. Ath. Assn.,8,8,0,.500,,https://stats.ncaa.org/teams/571699,https://stats.ncaa.org/people/2145916
2022-23,Brett Wetzel,D-III,Michigan Intercol. Ath. Assn.,9,8,0,.529,,https://stats.ncaa.org/teams/547191,https://stats.ncaa.org/people/2145916
2021-22,Brett Wetzel,D-III,Michigan Intercol. Ath. Assn.,12,5,0,.706,,https://stats.ncaa.org/teams/530345,https://stats.ncaa.org/people/2145916
2020-21,Brett Wetzel,D-III,Michigan Intercol. Ath. Assn.,4,11,0,.267,,https://stats.ncaa.org/teams/508138,https://stats.ncaa.org/people/2145916
2019-20,Brett Wetzel,D-III,Michigan Intercol. Ath. Assn.,4,1,0,.800,,https://stats.ncaa.org/teams/494152,https://stats.ncaa.org/people/2145916
2018-19,Brett Wetzel,D-III,Michigan Intercol. Ath. Assn.,3,11,0,.214,,https://stats.ncaa.org/teams/473456,https://stats.ncaa.org/people/2145916
2017-18,Scott Morrison,D-III,Mid-America Intercollegiate,1,13,,.071,,https://stats.ncaa.org/teams/423728,https://stats.ncaa.org/people/38385
2016-17,Scott Morrison,D-III,Michigan Intercol. Ath. Assn.,4,10,0,.286,,https://stats.ncaa.org/teams/110639,https://stats.ncaa.org/people/38385
2015-16,Scott Morrison,D-III,Michigan Intercol. Ath. Assn.,2,13,0,.133,,https://stats.ncaa.org/teams/24058,https://stats.ncaa.org/people/38385
2014-15,Scott Morrison,D-III,Michigan Intercol. Ath. Assn.,11,5,0,.688,,https://stats.ncaa.org/teams/106051,https://stats.ncaa.org/people/38385
2013-14,Don LaSala,D-III,Michigan Intercol. Ath. Assn.,13,4,0,.765,,https://stats.ncaa.org/teams/103618,https://stats.ncaa.org/people/40219
2012-13,Don LaSala,D-III,Michigan Intercol. Ath. Assn.,14,4,0,.778,,https://stats.ncaa.org/teams/35272,https://stats.ncaa.org/people/40219
2011-12,Don LaSala,D-III,Midwest Lacrosse Conference,17,2,0,.895,,https://stats.ncaa.org/teams/56813,https://stats.ncaa.org/people/40219
2010-11,Brendan Hayes,D-III,Midwest Lacrosse Conference,15,3,0,.833,,https://stats.ncaa.org/teams/29489,https://stats.ncaa.org/people/37042
2009-10,Brendan Hayes,D-III,Adrian,10,3,0,.769,,https://stats.ncaa.org/teams/53331,https://stats.ncaa.org/people/37042
2008-09,Chris Delfausse,D-III,Adrian,8,6,0,.571,,https://stats.ncaa.org/teams/95460,https://stats.ncaa.org/people/33626
2007-08,Chris Delfausse,D-III,-,8,6,0,.571,Inaugural Varsity Season,https://stats.ncaa.org/teams/407882,https://stats.ncaa.org/people/33626
2006-07,,,-,,,,,,https://stats.ncaa.org/teams/563205,
