Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Connor Buczek,D-I,Ivy League,9,5,0,.643,,https://stats.ncaa.org/teams/571387,https://stats.ncaa.org/people/2370645
2022-23,Connor Buczek,D-I,Ivy League,11,4,0,.733,,https://stats.ncaa.org/teams/546879,https://stats.ncaa.org/people/2370645
2021-22,Connor Buczek,D-I,Ivy League,14,5,0,.737,,https://stats.ncaa.org/teams/530031,https://stats.ncaa.org/people/2370645
2020-21,Connor Buczek,D-I,Ivy League,0,0,0,.000,,https://stats.ncaa.org/teams/507823,https://stats.ncaa.org/people/2370645
2019-20,Peter Milliman,D-I,Ivy League,5,0,0,1.000,,https://stats.ncaa.org/teams/493842,https://stats.ncaa.org/people/35595
2018-19,Peter Milliman,D-I,Ivy League,10,5,0,.667,,https://stats.ncaa.org/teams/473234,https://stats.ncaa.org/people/35595
2017-18,Peter Milliman,D-I,Ivy League,13,5,,.722,,https://stats.ncaa.org/teams/423510,https://stats.ncaa.org/people/35595
2016-17,Matt Kerwick,D-I,Ivy League,5,8,0,.385,,https://stats.ncaa.org/teams/110512,https://stats.ncaa.org/people/6910
2015-16,Matt Kerwick,D-I,Ivy League,6,7,0,.462,,https://stats.ncaa.org/teams/23933,https://stats.ncaa.org/people/6910
2014-15,Matt Kerwick,D-I,Ivy League,10,6,0,.625,,https://stats.ncaa.org/teams/105932,https://stats.ncaa.org/people/6910
2013-14,Matt Kerwick,D-I,Ivy League,11,5,0,.688,,https://stats.ncaa.org/teams/103503,https://stats.ncaa.org/people/6910
2012-13,Ben DeLuca,D-I,Ivy League,14,4,0,.778,,https://stats.ncaa.org/teams/35167,https://stats.ncaa.org/people/38307
2011-12,Ben DeLuca,D-I,Ivy League,9,4,0,.692,,https://stats.ncaa.org/teams/56716,https://stats.ncaa.org/people/38307
2010-11,Ben DeLuca,D-I,Ivy League,14,3,0,.824,,https://stats.ncaa.org/teams/29392,https://stats.ncaa.org/people/38307
2009-10,Jeff Tambroni,D-I,Ivy League,12,6,0,.667,,https://stats.ncaa.org/teams/53240,https://stats.ncaa.org/people/5864
2008-09,Jeff Tambroni,D-I,Ivy League,13,4,0,.765,National Runner-Up,https://stats.ncaa.org/teams/95372,https://stats.ncaa.org/people/5864
2007-08,Jeff Tambroni,D-I,Ivy League,11,4,0,.733,,https://stats.ncaa.org/teams/407910,https://stats.ncaa.org/people/5864
2006-07,Jeff Tambroni,D-I,Ivy League,15,1,0,.938,,https://stats.ncaa.org/teams/178847,https://stats.ncaa.org/people/5864
2005-06,Jeff Tambroni,D-I,Ivy League,11,3,0,.786,,https://stats.ncaa.org/teams/222242,https://stats.ncaa.org/people/5864
2004-05,Jeff Tambroni,D-I,Ivy League,11,3,0,.786,,https://stats.ncaa.org/teams/222025,https://stats.ncaa.org/people/5864
2003-04,Jeff Tambroni,D-I,-,9,5,0,.643,,https://stats.ncaa.org/teams/179492,https://stats.ncaa.org/people/5864
2002-03,Jeff Tambroni,D-I,Ivy League,9,4,0,.692,,https://stats.ncaa.org/teams/179287,https://stats.ncaa.org/people/5864
2001-02,Jeff Tambroni,D-I,Ivy League,11,4,0,.733,,https://stats.ncaa.org/teams/179085,https://stats.ncaa.org/people/5864
