Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Tim Marshall,D-III,ODAC,11,8,0,.579,,https://stats.ncaa.org/teams/571534,https://stats.ncaa.org/people/37456
2022-23,Tim Marshall,D-III,ODAC,9,10,0,.474,,https://stats.ncaa.org/teams/547024,https://stats.ncaa.org/people/37456
2021-22,Tim Marshall,D-III,ODAC,10,9,0,.526,,https://stats.ncaa.org/teams/530232,https://stats.ncaa.org/people/37456
2020-21,Tim Marshall,D-III,ODAC,4,8,0,.333,,https://stats.ncaa.org/teams/508022,https://stats.ncaa.org/people/37456
2019-20,Tim Marshall,D-III,ODAC,4,2,0,.667,,https://stats.ncaa.org/teams/494038,https://stats.ncaa.org/people/37456
2018-19,Tim Marshall,D-III,ODAC,7,9,0,.438,,https://stats.ncaa.org/teams/473582,https://stats.ncaa.org/people/37456
2017-18,Tim Marshall,D-III,ODAC,7,9,,.438,,https://stats.ncaa.org/teams/423856,https://stats.ncaa.org/people/37456
2016-17,Tim Marshall,D-III,ODAC,9,8,0,.529,,https://stats.ncaa.org/teams/110767,https://stats.ncaa.org/people/37456
2015-16,Tim Marshall,D-III,ODAC,4,12,0,.250,,https://stats.ncaa.org/teams/24184,https://stats.ncaa.org/people/37456
2014-15,Tim Marshall,D-III,ODAC,4,12,0,.250,,https://stats.ncaa.org/teams/106173,https://stats.ncaa.org/people/37456
2013-14,Tim Marshall,D-III,ODAC,6,11,0,.353,,https://stats.ncaa.org/teams/103736,https://stats.ncaa.org/people/37456
2012-13,Mike Kruger,D-III,ODAC,5,11,0,.313,,https://stats.ncaa.org/teams/35385,https://stats.ncaa.org/people/39317
2011-12,Mike Kruger,D-III,CSAC,2,14,0,.125,,https://stats.ncaa.org/teams/56914,https://stats.ncaa.org/people/39317
2010-11,Brian Jenkins,D-III,CSAC,1,14,0,.067,,https://stats.ncaa.org/teams/29590,https://stats.ncaa.org/people/4667
2009-10,Brian Jenkins,D-III,CSAC,2,12,0,.143,,https://stats.ncaa.org/teams/53426,https://stats.ncaa.org/people/4667
2008-09,Brian Jenkins,D-III,CSAC,5,7,0,.417,,https://stats.ncaa.org/teams/95549,https://stats.ncaa.org/people/4667
2007-08,Brian Jenkins,D-III,CSAC,9,3,0,.750,,https://stats.ncaa.org/teams/408027,https://stats.ncaa.org/people/4667
2006-07,Brian Jenkins,D-III,CSAC,9,4,0,.692,,https://stats.ncaa.org/teams/178960,https://stats.ncaa.org/people/4667
2005-06,Brian Jenkins,D-III,CSAC,2,11,0,.154,,https://stats.ncaa.org/teams/222354,https://stats.ncaa.org/people/4667
2004-05,Brian Jenkins,D-III,CSAC,5,9,0,.357,,https://stats.ncaa.org/teams/222136,https://stats.ncaa.org/people/4667
2003-04,Brian Jenkins,D-III,-,3,9,0,.250,,https://stats.ncaa.org/teams/179599,https://stats.ncaa.org/people/4667
2002-03,Brian Jenkins,D-III,CSAC,4,9,0,.308,,https://stats.ncaa.org/teams/179391,https://stats.ncaa.org/people/4667
2001-02,Brian Jenkins,D-III,CSAC,4,9,0,.308,,https://stats.ncaa.org/teams/179189,https://stats.ncaa.org/people/4667
2000-01,Brian Jenkins,D-III,-,3,10,0,.231,,https://stats.ncaa.org/teams/141227,https://stats.ncaa.org/people/4667
1999-00,Brian Jenkins,D-III,-,4,9,0,.308,,https://stats.ncaa.org/teams/141047,https://stats.ncaa.org/people/4667
1998-99,Brian Jenkins,D-III,-,4,11,0,.267,,https://stats.ncaa.org/teams/221943,https://stats.ncaa.org/people/4667
1997-98,Brian Jenkins,D-III,-,5,9,0,.357,,https://stats.ncaa.org/teams/221778,https://stats.ncaa.org/people/4667
1996-97,Kevin Gates,D-III,-,4,10,0,.286,,https://stats.ncaa.org/teams/371023,https://stats.ncaa.org/people/24813
1995-96,Kevin Gates,D-III,-,1,12,0,.077,,https://stats.ncaa.org/teams/336814,https://stats.ncaa.org/people/24813
1994-95,Kevin Gates,D-III,-,5,7,0,.417,,https://stats.ncaa.org/teams/221625,https://stats.ncaa.org/people/24813
1993-94,Kevin Gates,D-III,-,2,10,0,.167,,https://stats.ncaa.org/teams/221485,https://stats.ncaa.org/people/24813
1992-93,Kevin Gates,D-III,-,0,9,0,.000,,https://stats.ncaa.org/teams/221345,https://stats.ncaa.org/people/24813
