Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Kyle Gardner,D-III,Atlantic East,9,9,0,.500,,https://stats.ncaa.org/teams/571595,https://stats.ncaa.org/people/44851
2022-23,Kyle Gardner,D-III,Atlantic East,6,11,0,.353,,https://stats.ncaa.org/teams/547086,https://stats.ncaa.org/people/44851
2021-22,Kyle Gardner,D-III,Atlantic East,11,8,0,.579,,https://stats.ncaa.org/teams/530296,https://stats.ncaa.org/people/44851
2020-21,Kyle Gardner,D-III,Atlantic East,6,4,0,.600,,https://stats.ncaa.org/teams/508087,https://stats.ncaa.org/people/44851
2019-20,Kyle Gardner,D-III,Atlantic East,5,2,0,.714,,https://stats.ncaa.org/teams/494101,https://stats.ncaa.org/people/44851
2018-19,Kyle Gardner,D-III,Atlantic East,9,8,0,.529,,https://stats.ncaa.org/teams/473402,https://stats.ncaa.org/people/44851
2017-18,Kyle Gardner,D-III,CSAC,4,11,,.267,,https://stats.ncaa.org/teams/423673,https://stats.ncaa.org/people/44851
2016-17,Kyle Gardner,D-III,CSAC,6,9,0,.400,,https://stats.ncaa.org/teams/110821,https://stats.ncaa.org/people/44851
2015-16,Kyle Gardner,D-III,CSAC,1,12,0,.077,,https://stats.ncaa.org/teams/24238,https://stats.ncaa.org/people/44851
2014-15,Cory Malampy,D-III,CSAC,0,14,0,.000,,https://stats.ncaa.org/teams/106226,https://stats.ncaa.org/people/41478
2013-14,Cory Malampy,D-III,CSAC,6,10,0,.375,,https://stats.ncaa.org/teams/103787,https://stats.ncaa.org/people/41478
2012-13,Cory Malampy,D-III,CSAC,2,11,0,.154,,https://stats.ncaa.org/teams/35435,https://stats.ncaa.org/people/41478
2011-12,Roland D'Ortone,D-III,CSAC,6,10,0,.375,,https://stats.ncaa.org/teams/56962,https://stats.ncaa.org/people/36463
2010-11,Roland D'Ortone,D-III,CSAC,4,10,0,.286,,https://stats.ncaa.org/teams/29637,https://stats.ncaa.org/people/36463
2009-10,Roland D'Ortone,D-III,CSAC,3,11,0,.214,,https://stats.ncaa.org/teams/53468,https://stats.ncaa.org/people/36463
2008-09,Roland D'Ortone,D-III,CSAC,2,13,0,.133,,https://stats.ncaa.org/teams/95590,https://stats.ncaa.org/people/36463
2007-08,Kris Heller,D-III,CSAC,3,12,0,.200,,https://stats.ncaa.org/teams/408084,https://stats.ncaa.org/people/26603
2006-07,Kris Heller,D-III,CSAC,1,13,0,.071,,https://stats.ncaa.org/teams/179013,https://stats.ncaa.org/people/26603
2005-06,Kris Heller,D-III,CSAC,3,8,0,.273,,https://stats.ncaa.org/teams/222407,https://stats.ncaa.org/people/26603
2004-05,Kris Heller,D-III,CSAC,3,10,0,.231,,https://stats.ncaa.org/teams/222189,https://stats.ncaa.org/people/26603
2003-04,,,-,,,,,,https://stats.ncaa.org/teams/563174,
2002-03,Tom Wyatt,D-III,-,4,12,,.250,,https://stats.ncaa.org/teams/179443,https://stats.ncaa.org/people/8148
2001-02,Tom Wyatt,D-III,CSAC,4,9,0,.308,,https://stats.ncaa.org/teams/179240,https://stats.ncaa.org/people/8148
2000-01,,D-III,-,,,,,,https://stats.ncaa.org/teams/421151,
1999-00,,D-III,-,,,,,,https://stats.ncaa.org/teams/421118,
1998-99,,D-III,-,,,,,,https://stats.ncaa.org/teams/421055,
1997-98,,D-III,-,,,,,,https://stats.ncaa.org/teams/421012,
