Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Joe Amplo,D-I,Patriot,9,7,0,.563,,https://stats.ncaa.org/teams/571439,https://stats.ncaa.org/people/41485
2022-23,Joe Amplo,D-I,Patriot,8,8,0,.500,,https://stats.ncaa.org/teams/546931,https://stats.ncaa.org/people/41485
2021-22,Joe Amplo,D-I,Patriot,9,6,0,.600,,https://stats.ncaa.org/teams/530083,https://stats.ncaa.org/people/41485
2020-21,Joe Amplo,D-I,Patriot,6,3,0,.667,,https://stats.ncaa.org/teams/507876,https://stats.ncaa.org/people/41485
2019-20,Joe Amplo,D-I,Patriot,3,2,0,.600,,https://stats.ncaa.org/teams/493895,https://stats.ncaa.org/people/41485
2018-19,Rick Sowell,D-I,Patriot,6,7,0,.462,,https://stats.ncaa.org/teams/473287,https://stats.ncaa.org/people/7500
2017-18,Rick Sowell,D-I,Patriot,9,5,,.643,,https://stats.ncaa.org/teams/423563,https://stats.ncaa.org/people/7500
2016-17,Rick Sowell,D-I,Patriot,6,8,0,.429,,https://stats.ncaa.org/teams/110565,https://stats.ncaa.org/people/7500
2015-16,Rick Sowell,D-I,Patriot,11,5,0,.688,,https://stats.ncaa.org/teams/23985,https://stats.ncaa.org/people/7500
2014-15,Rick Sowell,D-I,Patriot,9,5,0,.643,,https://stats.ncaa.org/teams/105984,https://stats.ncaa.org/people/7500
2013-14,Rick Sowell,D-I,Patriot,4,10,0,.286,,https://stats.ncaa.org/teams/103553,https://stats.ncaa.org/people/7500
2012-13,Rick Sowell,D-I,Patriot,3,10,0,.231,,https://stats.ncaa.org/teams/35214,https://stats.ncaa.org/people/7500
2011-12,Rick Sowell,D-I,Patriot,6,6,0,.500,,https://stats.ncaa.org/teams/56762,https://stats.ncaa.org/people/7500
2010-11,Richie Meade,D-I,Patriot,4,9,0,.308,,https://stats.ncaa.org/teams/29437,https://stats.ncaa.org/people/7472
2009-10,Richie Meade,D-I,Patriot,7,8,0,.467,,https://stats.ncaa.org/teams/53284,https://stats.ncaa.org/people/7472
2008-09,Richie Meade,D-I,Patriot,11,5,0,.688,,https://stats.ncaa.org/teams/95416,https://stats.ncaa.org/people/7472
2007-08,Richie Meade,D-I,Patriot,10,6,0,.625,,https://stats.ncaa.org/teams/408046,https://stats.ncaa.org/people/7472
2006-07,Richie Meade,D-I,Patriot,11,4,0,.733,,https://stats.ncaa.org/teams/178978,https://stats.ncaa.org/people/7472
2005-06,Richie Meade,D-I,Patriot,11,4,0,.733,,https://stats.ncaa.org/teams/222372,https://stats.ncaa.org/people/7472
2004-05,Richie Meade,D-I,Patriot,12,4,0,.750,,https://stats.ncaa.org/teams/222154,https://stats.ncaa.org/people/7472
2003-04,Richie Meade,D-I,-,15,3,0,.833,,https://stats.ncaa.org/teams/179617,https://stats.ncaa.org/people/7472
2002-03,Richie Meade,D-I,ECAC,6,7,0,.462,,https://stats.ncaa.org/teams/179409,https://stats.ncaa.org/people/7472
2001-02,Richie Meade,D-I,ECAC,8,5,0,.615,,https://stats.ncaa.org/teams/179207,https://stats.ncaa.org/people/7472
2000-01,Richie Meade,D-I,-,8,5,0,.615,,https://stats.ncaa.org/teams/141245,https://stats.ncaa.org/people/7472
1999-00,Richie Meade,D-I,-,9,4,0,.692,,https://stats.ncaa.org/teams/141064,https://stats.ncaa.org/people/7472
1998-99,Richie Meade,D-I,-,7,7,0,.500,,https://stats.ncaa.org/teams/221959,https://stats.ncaa.org/people/7472
1997-98,Richie Meade,D-I,-,7,6,0,.538,,https://stats.ncaa.org/teams/221794,https://stats.ncaa.org/people/7472
1996-97,Richie Meade,D-I,-,6,6,0,.500,,https://stats.ncaa.org/teams/371038,https://stats.ncaa.org/people/7472
1995-96,Richie Meade,D-I,-,4,8,0,.333,,https://stats.ncaa.org/teams/336829,https://stats.ncaa.org/people/7472
1994-95,Richie Meade,D-I,-,6,6,0,.500,,https://stats.ncaa.org/teams/221640,https://stats.ncaa.org/people/7472
1993-94,Bryan Matthews,D-I,-,7,6,0,.538,,https://stats.ncaa.org/teams/221500,https://stats.ncaa.org/people/9327
1992-93,Bryan Matthews,D-I,-,8,4,0,.667,,https://stats.ncaa.org/teams/221360,https://stats.ncaa.org/people/9327
1991-92,Bryan Matthews,D-I,-,8,5,0,.615,,https://stats.ncaa.org/teams/300029,https://stats.ncaa.org/people/9327
1990-91,Bryan Matthews,D-I,-,5,6,0,.455,,https://stats.ncaa.org/teams/407857,https://stats.ncaa.org/people/9327
1989-90,Bryan Matthews,D-I,-,7,4,0,.636,,https://stats.ncaa.org/teams/178794,https://stats.ncaa.org/people/9327
1988-89,Bryan Matthews,D-I,-,8,5,0,.615,,https://stats.ncaa.org/teams/140906,https://stats.ncaa.org/people/9327
1987-88,Bryan Matthews,D-I,-,8,5,0,.615,,https://stats.ncaa.org/teams/370894,https://stats.ncaa.org/people/9327
1986-87,Bryan Matthews,D-I,-,9,4,0,.692,,https://stats.ncaa.org/teams/370778,https://stats.ncaa.org/people/9327
1985-86,Bryan Matthews,D-I,-,8,4,0,.667,,https://stats.ncaa.org/teams/370665,https://stats.ncaa.org/people/9327
1984-85,Bryan Matthews,D-I,-,5,6,0,.455,,https://stats.ncaa.org/teams/336694,https://stats.ncaa.org/people/9327
1983-84,Bryan Matthews,D-I,-,6,6,0,.500,,https://stats.ncaa.org/teams/336585,https://stats.ncaa.org/people/9327
1982-83,Bryan Matthews,D-I,-,5,6,0,.455,,https://stats.ncaa.org/teams/140789,https://stats.ncaa.org/people/9327
1981-82,Dick Szlasa,D-I,-,6,5,0,.545,,https://stats.ncaa.org/teams/370555,https://stats.ncaa.org/people/9334
1980-81,Dick Szlasa,D-I,-,7,5,0,.583,,https://stats.ncaa.org/teams/221228,https://stats.ncaa.org/people/9334
1979-80,Dick Szlasa,D-I,-,7,4,0,.636,,https://stats.ncaa.org/teams/407737,https://stats.ncaa.org/people/9334
1978-79,Dick Szlasa,D-I,-,9,4,0,.692,,https://stats.ncaa.org/teams/257449,https://stats.ncaa.org/people/9334
1977-78,Dick Szlasa,D-I,-,11,3,0,.786,,https://stats.ncaa.org/teams/336484,https://stats.ncaa.org/people/9334
1976-77,Dick Szlasa,D-I,-,10,5,0,.667,,https://stats.ncaa.org/teams/178681,https://stats.ncaa.org/people/9334
1975-76,Dick Szlasa,D-I,-,10,3,0,.769,,https://stats.ncaa.org/teams/370461,https://stats.ncaa.org/people/9334
1974-75,Dick Szlasa,D-I,-,10,5,0,.667,,https://stats.ncaa.org/teams/407645,https://stats.ncaa.org/people/9334
1973-74,Dick Szlasa,D-I,-,7,5,0,.583,,https://stats.ncaa.org/teams/257361,https://stats.ncaa.org/people/9334
1972-73,Dick Szlasa,D-I,-,8,5,0,.615,,https://stats.ncaa.org/teams/221134,https://stats.ncaa.org/people/9334
1971-72,W.P. Bilderback,D-I,-,8,4,0,.667,,https://stats.ncaa.org/teams/370373,https://stats.ncaa.org/people/10756
1970-71,W.P. Bilderback,D-I,-,10,4,0,.714,,https://stats.ncaa.org/teams/336397,https://stats.ncaa.org/people/10756
1969-70,W.P. Bilderback,D-I,-,11,1,0,.917,,https://stats.ncaa.org/teams/178596,https://stats.ncaa.org/people/10756
1968-69,W.P. Bilderback,D-I,-,10,3,0,.769,,https://stats.ncaa.org/teams/336325,https://stats.ncaa.org/people/10756
