Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Kevin Gould,D-III,CCC,13,6,0,.684,,https://stats.ncaa.org/teams/571669,https://stats.ncaa.org/people/2706585
2022-23,Kevin Gould,D-III,CCC,9,7,0,.563,,https://stats.ncaa.org/teams/547160,https://stats.ncaa.org/people/2706585
2021-22,Marty Kelly,D-III,CCC,9,11,0,.450,,https://stats.ncaa.org/teams/530223,https://stats.ncaa.org/people/6872
2020-21,Marty Kelly,D-III,CCC,8,4,0,.667,,https://stats.ncaa.org/teams/508013,https://stats.ncaa.org/people/6872
2019-20,Marty Kelly,D-III,CCC,3,2,0,.600,,https://stats.ncaa.org/teams/494029,https://stats.ncaa.org/people/6872
2018-19,Marty Kelly,D-III,CCC,12,7,0,.632,,https://stats.ncaa.org/teams/473573,https://stats.ncaa.org/people/6872
2017-18,Marty Kelly,D-III,CCC,9,8,,.529,,https://stats.ncaa.org/teams/423847,https://stats.ncaa.org/people/6872
2016-17,Marty Kelly,D-III,CCC,9,8,0,.529,,https://stats.ncaa.org/teams/110758,https://stats.ncaa.org/people/6872
2015-16,Marty Kelly,D-III,CCC,11,8,0,.579,,https://stats.ncaa.org/teams/24175,https://stats.ncaa.org/people/6872
2014-15,Marty Kelly,D-III,CCC,13,5,0,.722,,https://stats.ncaa.org/teams/106164,https://stats.ncaa.org/people/6872
2013-14,Marty Kelly,D-III,CCC,13,5,0,.722,,https://stats.ncaa.org/teams/103727,https://stats.ncaa.org/people/6872
2012-13,Marty Kelly,D-III,CCC,9,7,0,.563,,https://stats.ncaa.org/teams/35376,https://stats.ncaa.org/people/6872
2011-12,Marty Kelly,D-III,CCC,10,6,0,.625,,https://stats.ncaa.org/teams/56905,https://stats.ncaa.org/people/6872
2010-11,Marty Kelly,D-III,CCC,8,9,0,.471,,https://stats.ncaa.org/teams/29581,https://stats.ncaa.org/people/6872
2009-10,Marty Kelly,D-III,CCC,10,7,0,.588,,https://stats.ncaa.org/teams/53417,https://stats.ncaa.org/people/6872
2008-09,Marty Kelly,D-III,CCC,12,5,0,.706,,https://stats.ncaa.org/teams/95540,https://stats.ncaa.org/people/6872
2007-08,Marty Kelly,D-III,CCC,9,8,0,.529,,https://stats.ncaa.org/teams/408009,https://stats.ncaa.org/people/6872
2006-07,Marty Kelly,D-III,CCC,8,7,0,.533,,https://stats.ncaa.org/teams/178945,https://stats.ncaa.org/people/6872
2005-06,Marty Kelly,D-III,CCC,7,8,1,.469,,https://stats.ncaa.org/teams/222339,https://stats.ncaa.org/people/6872
2004-05,Marty Kelly,D-III,CCC,8,9,0,.471,,https://stats.ncaa.org/teams/222122,https://stats.ncaa.org/people/6872
2003-04,Marty Kelly,D-III,-,10,7,0,.588,,https://stats.ncaa.org/teams/179586,https://stats.ncaa.org/people/6872
2002-03,Marty Kelly,D-III,CCC,9,8,0,.529,,https://stats.ncaa.org/teams/179378,https://stats.ncaa.org/people/6872
2001-02,Marty Kelly,D-III,CCC,12,4,0,.750,,https://stats.ncaa.org/teams/179176,https://stats.ncaa.org/people/6872
2000-01,AJ Stevens,D-III,-,7,8,0,.467,,https://stats.ncaa.org/teams/141218,https://stats.ncaa.org/people/24886
1999-00,Mark Outerbridge,D-III,-,9,6,0,.600,,https://stats.ncaa.org/teams/141038,https://stats.ncaa.org/people/24887
1998-99,Pat Cooney,D-III,-,11,6,0,.647,,https://stats.ncaa.org/teams/221934,https://stats.ncaa.org/people/24888
1997-98,Pat Cooney,D-III,-,9,8,0,.529,,https://stats.ncaa.org/teams/221769,https://stats.ncaa.org/people/24888
1996-97,Pat Cooney,D-III,-,7,6,0,.538,,https://stats.ncaa.org/teams/371015,https://stats.ncaa.org/people/24888
1995-96,Pat Cooney,D-III,-,3,10,0,.231,,https://stats.ncaa.org/teams/336806,https://stats.ncaa.org/people/24888
1994-95,Mark Ford,D-III,-,9,5,0,.643,,https://stats.ncaa.org/teams/221616,https://stats.ncaa.org/people/24889
1993-94,Mark Ford,D-III,-,9,4,0,.692,,https://stats.ncaa.org/teams/221476,https://stats.ncaa.org/people/24889
1992-93,Mark Ford,D-III,-,10,1,0,.909,,https://stats.ncaa.org/teams/221336,https://stats.ncaa.org/people/24889
1991-92,Mark Ford,D-III,-,13,2,0,.867,,https://stats.ncaa.org/teams/300008,https://stats.ncaa.org/people/24889
1990-91,Dennis Dobbyn,D-III,-,11,2,0,.846,,https://stats.ncaa.org/teams/407836,https://stats.ncaa.org/people/24890
1989-90,Dennis Dobbyn,D-III,-,5,6,0,.455,,https://stats.ncaa.org/teams/178775,https://stats.ncaa.org/people/24890
1988-89,Dennis Dobbyn,D-III,-,4,9,0,.308,,https://stats.ncaa.org/teams/140887,https://stats.ncaa.org/people/24890
1987-88,Dennis Dobbyn,D-III,-,4,10,0,.286,,https://stats.ncaa.org/teams/370876,https://stats.ncaa.org/people/24890
