Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Brendan Storrier,D-II,SAC,16,1,0,.941,,https://stats.ncaa.org/teams/571473,https://stats.ncaa.org/people/2110250
2022-23,Brendan Storrier,D-II,SAC,16,5,0,.762,,https://stats.ncaa.org/teams/546964,https://stats.ncaa.org/people/2110250
2021-22,Brendan Storrier,D-II,SAC,17,3,0,.850,,https://stats.ncaa.org/teams/530100,https://stats.ncaa.org/people/2110250
2020-21,J.B. Clarke,D-II,SAC,10,4,0,.714,,https://stats.ncaa.org/teams/507891,https://stats.ncaa.org/people/5702
2019-20,J.B. Clarke,D-II,Conference Carolinas,4,1,0,.800,,https://stats.ncaa.org/teams/493935,https://stats.ncaa.org/people/5702
2018-19,J.B. Clarke,D-II,Conference Carolinas,20,1,0,.952,,https://stats.ncaa.org/teams/473326,https://stats.ncaa.org/people/5702
2017-18,J.B. Clarke,D-II,Conference Carolinas,11,8,,.579,,https://stats.ncaa.org/teams/423603,https://stats.ncaa.org/people/5702
2016-17,J.B. Clarke,D-II,Conference Carolinas,21,1,0,.955,,https://stats.ncaa.org/teams/110605,https://stats.ncaa.org/people/5702
2015-16,J.B. Clarke,D-II,Conference Carolinas,21,1,0,.955,,https://stats.ncaa.org/teams/24024,https://stats.ncaa.org/people/5702
2014-15,J.B. Clarke,D-II,Conference Carolinas,20,1,0,.952,,https://stats.ncaa.org/teams/106020,https://stats.ncaa.org/people/5702
2013-14,J.B. Clarke,D-II,Conference Carolinas,19,1,0,.950,,https://stats.ncaa.org/teams/103589,https://stats.ncaa.org/people/5702
2012-13,J.B. Clarke,D-II,Conference Carolinas,16,2,0,.889,,https://stats.ncaa.org/teams/35249,https://stats.ncaa.org/people/5702
2011-12,J.B. Clarke,D-II,Conference Carolinas,17,2,0,.895,,https://stats.ncaa.org/teams/56795,https://stats.ncaa.org/people/5702
2010-11,J.B. Clarke,D-II,Conference Carolinas,15,2,0,.882,,https://stats.ncaa.org/teams/29472,https://stats.ncaa.org/people/5702
2009-10,Mike Cerino,D-II,Conference Carolinas,12,2,0,.857,,https://stats.ncaa.org/teams/53317,https://stats.ncaa.org/people/7034
2008-09,Mike Cerino,D-II,Conference Carolinas,10,4,0,.714,,https://stats.ncaa.org/teams/95448,https://stats.ncaa.org/people/7034
2007-08,Mike Cerino,D-II,Conference Carolinas,12,2,0,.857,,https://stats.ncaa.org/teams/408082,https://stats.ncaa.org/people/7034
2006-07,Mike Cerino,D-II,Conference Carolinas,14,2,0,.875,,https://stats.ncaa.org/teams/179011,https://stats.ncaa.org/people/7034
2005-06,Chris Hasbrouck (11-5)Chris Phenicie (0-2),D-II,Deep South,11,7,0,.611,,https://stats.ncaa.org/teams/222405,https://stats.ncaa.org/people/24798
2004-05,Chris Hasbrouck,D-II,Deep South,15,2,0,.882,,https://stats.ncaa.org/teams/222187,https://stats.ncaa.org/people/24798
2003-04,T.W. Johnson,D-II,-,15,2,0,.882,,https://stats.ncaa.org/teams/179651,https://stats.ncaa.org/people/24796
2002-03,T.W. Johnson,D-II,-,13,3,0,.813,,https://stats.ncaa.org/teams/179441,https://stats.ncaa.org/people/24796
2001-02,T.W. Johnson,D-II,Deep South,13,2,0,.867,,https://stats.ncaa.org/teams/179238,https://stats.ncaa.org/people/24796
2000-01,Bill Malone,D-II,-,13,3,0,.813,,https://stats.ncaa.org/teams/141272,https://stats.ncaa.org/people/24799
1999-00,Mike Cerino,D-II,-,14,2,0,.875,,https://stats.ncaa.org/teams/141091,https://stats.ncaa.org/people/7034
1998-99,Mike Cerino,D-II,-,10,3,0,.769,,https://stats.ncaa.org/teams/221983,https://stats.ncaa.org/people/7034
1997-98,Mike Cerino,D-II,-,9,4,0,.692,,https://stats.ncaa.org/teams/221818,https://stats.ncaa.org/people/7034
1996-97,Mike Cerino,D-II,-,7,6,0,.538,,https://stats.ncaa.org/teams/371062,https://stats.ncaa.org/people/7034
1995-96,Mike Cerino,D-II,-,6,6,0,.500,,https://stats.ncaa.org/teams/336851,https://stats.ncaa.org/people/7034
1994-95,Mike Cerino,D-II,-,7,4,0,.636,,https://stats.ncaa.org/teams/221662,https://stats.ncaa.org/people/7034
1993-94,Mike Cerino,D-II,-,8,5,0,.615,,https://stats.ncaa.org/teams/221522,https://stats.ncaa.org/people/7034
1992-93,Mike Cerino,D-II,-,7,4,0,.636,,https://stats.ncaa.org/teams/221381,https://stats.ncaa.org/people/7034
1991-92,Mike Cerino,D-II,-,5,7,0,.417,,https://stats.ncaa.org/teams/300050,https://stats.ncaa.org/people/7034
1990-91,Mike Cerino,D-II,-,1,9,0,.100,,https://stats.ncaa.org/teams/407878,https://stats.ncaa.org/people/7034
1989-90,Mike Cerino,D-II,-,0,5,0,.000,,https://stats.ncaa.org/teams/178815,https://stats.ncaa.org/people/7034
