Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Scott Barnard,D-III,NESCAC,9,7,0,.563,,https://stats.ncaa.org/teams/571752,https://stats.ncaa.org/people/31723
2022-23,Scott Barnard,D-III,NESCAC,7,8,0,.467,,https://stats.ncaa.org/teams/547244,https://stats.ncaa.org/people/31723
2021-22,Scott Barnard,D-III,NESCAC,7,7,0,.500,,https://stats.ncaa.org/teams/530399,https://stats.ncaa.org/people/31723
2020-21,Scott Barnard,D-III,NESCAC,0,4,0,.000,Did not meet minimum number of contests played to be included in national statistical rankings,https://stats.ncaa.org/teams/508192,https://stats.ncaa.org/people/31723
2019-20,Scott Barnard,D-III,NESCAC,2,1,0,.667,,https://stats.ncaa.org/teams/494207,https://stats.ncaa.org/people/31723
2018-19,Scott Barnard,D-III,NESCAC,5,9,0,.357,,https://stats.ncaa.org/teams/473511,https://stats.ncaa.org/people/31723
2017-18,Scott Barnard,D-III,NESCAC,2,13,,.133,,https://stats.ncaa.org/teams/423783,https://stats.ncaa.org/people/31723
2016-17,Scott Barnard,D-III,NESCAC,4,11,0,.267,,https://stats.ncaa.org/teams/110694,https://stats.ncaa.org/people/31723
2015-16,Scott Barnard,D-III,NESCAC,4,11,0,.267,,https://stats.ncaa.org/teams/24114,https://stats.ncaa.org/people/31723
2014-15,Scott Barnard,D-III,NESCAC,8,8,0,.500,,https://stats.ncaa.org/teams/106106,https://stats.ncaa.org/people/31723
2013-14,Scott Barnard,D-III,NESCAC,5,9,0,.357,,https://stats.ncaa.org/teams/103670,https://stats.ncaa.org/people/31723
2012-13,Scott Barnard,D-III,NESCAC,9,6,0,.600,,https://stats.ncaa.org/teams/35322,https://stats.ncaa.org/people/31723
2011-12,Scott Barnard,D-III,NESCAC,9,6,0,.600,,https://stats.ncaa.org/teams/56856,https://stats.ncaa.org/people/31723
2010-11,Scott Barnard,D-III,Liberty League,11,3,0,.786,,https://stats.ncaa.org/teams/29528,https://stats.ncaa.org/people/31723
2009-10,Scott Barnard,D-III,Liberty League,10,4,0,.714,,https://stats.ncaa.org/teams/53365,https://stats.ncaa.org/people/31723
2008-09,Scott Barnard,D-III,Liberty League,3,10,0,.231,,https://stats.ncaa.org/teams/95492,https://stats.ncaa.org/people/31723
2007-08,Scott Barnard,D-III,Liberty League,6,8,0,.429,,https://stats.ncaa.org/teams/407933,https://stats.ncaa.org/people/31723
2006-07,Scott Barnard,D-III,Liberty League,5,9,0,.357,,https://stats.ncaa.org/teams/178870,https://stats.ncaa.org/people/31723
2005-06,Gene McCabe,D-III,Liberty League,11,3,0,.786,,https://stats.ncaa.org/teams/222265,https://stats.ncaa.org/people/5415
2004-05,Gene McCabe,D-III,Liberty League,10,4,0,.714,,https://stats.ncaa.org/teams/222048,https://stats.ncaa.org/people/5415
2003-04,Gene McCabe,D-III,-,9,5,0,.643,,https://stats.ncaa.org/teams/179513,https://stats.ncaa.org/people/5415
2002-03,Gene McCabe,D-III,Liberty League,15,3,0,.833,,https://stats.ncaa.org/teams/179308,https://stats.ncaa.org/people/5415
2001-02,Gene McCabe,D-III,Liberty League,9,3,0,.750,,https://stats.ncaa.org/teams/179107,https://stats.ncaa.org/people/5415
2000-01,Jayme Block,D-III,-,8,5,0,.615,,https://stats.ncaa.org/teams/141153,https://stats.ncaa.org/people/5812
1999-00,Kevin Gilmartin,D-III,-,6,10,0,.375,,https://stats.ncaa.org/teams/140973,https://stats.ncaa.org/people/9717
1998-99,Kevin Gilmartin,D-III,-,0,13,0,.000,,https://stats.ncaa.org/teams/221870,https://stats.ncaa.org/people/9717
1997-98,Kevin Gilmartin,D-III,-,5,10,0,.333,,https://stats.ncaa.org/teams/221706,https://stats.ncaa.org/people/9717
1996-97,Kevin Gilmartin,D-III,-,3,8,0,.273,,https://stats.ncaa.org/teams/370955,https://stats.ncaa.org/people/9717
1995-96,Manfred von Schiller,D-III,-,3,9,0,.250,,https://stats.ncaa.org/teams/336750,https://stats.ncaa.org/people/9718
1994-95,Manfred von Schiller,D-III,-,3,9,0,.250,,https://stats.ncaa.org/teams/221560,https://stats.ncaa.org/people/9718
1993-94,Manfred von Schiller,D-III,-,3,8,0,.273,,https://stats.ncaa.org/teams/221418,https://stats.ncaa.org/people/9718
1992-93,Manfred von Schiller,D-III,-,8,4,0,.667,,https://stats.ncaa.org/teams/221279,https://stats.ncaa.org/people/9718
1991-92,Manfred von Schiller,D-III,-,7,5,0,.583,,https://stats.ncaa.org/teams/299953,https://stats.ncaa.org/people/9718
1990-91,Manfred von Schiller,D-III,-,6,5,0,.545,,https://stats.ncaa.org/teams/407783,https://stats.ncaa.org/people/9718
1989-90,Manfred von Schiller,D-III,-,5,7,0,.417,,https://stats.ncaa.org/teams/178723,https://stats.ncaa.org/people/9718
1988-89,Manfred von Schiller,D-III,-,9,4,0,.692,,https://stats.ncaa.org/teams/140836,https://stats.ncaa.org/people/9718
1987-88,Manfred von Schiller,D-III,-,10,3,0,.769,,https://stats.ncaa.org/teams/370826,https://stats.ncaa.org/people/9718
1986-87,Manfred von Schiller,D-III,-,9,3,0,.750,,https://stats.ncaa.org/teams/370711,https://stats.ncaa.org/people/9718
1985-86,Manfred von Schiller,D-III,-,7,6,0,.538,,https://stats.ncaa.org/teams/370600,https://stats.ncaa.org/people/9718
1984-85,Manfred von Schiller,D-III,-,7,5,0,.583,,https://stats.ncaa.org/teams/336630,https://stats.ncaa.org/people/9718
1983-84,Manfred von Schiller,D-III,-,7,4,0,.636,,https://stats.ncaa.org/teams/336523,https://stats.ncaa.org/people/9718
1982-83,Manfred von Schiller,D-III,-,12,2,0,.857,,https://stats.ncaa.org/teams/140729,https://stats.ncaa.org/people/9718
1981-82,Manfred von Schiller,D-III,-,13,1,0,.929,,https://stats.ncaa.org/teams/370498,https://stats.ncaa.org/people/9718
1980-81,Manfred von Schiller,D-III,-,4,8,0,.333,,https://stats.ncaa.org/teams/221172,https://stats.ncaa.org/people/9718
1979-80,Manfred von Schiller,D-III,-,5,8,0,.385,,https://stats.ncaa.org/teams/407682,https://stats.ncaa.org/people/9718
1978-79,Manfred von Schiller,D-III,-,6,5,0,.545,,https://stats.ncaa.org/teams/257398,https://stats.ncaa.org/people/9718
1977-78,Manfred von Schiller,D-III,-,8,5,0,.615,,https://stats.ncaa.org/teams/336433,https://stats.ncaa.org/people/9718
1976-77,Manfred von Schiller,D-III,-,6,6,0,.500,,https://stats.ncaa.org/teams/178630,https://stats.ncaa.org/people/9718
1975-76,Manfred von Schiller,D-III,-,5,7,0,.417,,https://stats.ncaa.org/teams/370409,https://stats.ncaa.org/people/9718
1974-75,Manfred von Schiller,D-III,-,9,4,0,.692,,https://stats.ncaa.org/teams/407595,https://stats.ncaa.org/people/9718
1973-74,Manfred von Schiller,D-III,-,3,8,0,.273,,https://stats.ncaa.org/teams/257314,https://stats.ncaa.org/people/9718
1972-73,Manfred von Schiller,D-II,-,4,7,0,.364,,https://stats.ncaa.org/teams/221090,https://stats.ncaa.org/people/9718
1971-72,Manfred von Schiller,D-II,-,4,6,0,.400,,https://stats.ncaa.org/teams/370331,https://stats.ncaa.org/people/9718
1970-71,Manfred von Schiller,D-II,-,0,8,0,.000,,https://stats.ncaa.org/teams/336357,https://stats.ncaa.org/people/9718
1969-70,Manfred von Schiller,D-II,-,3,5,0,.375,,https://stats.ncaa.org/teams/178556,https://stats.ncaa.org/people/9718
1968-69,Manfred von Schiller,D-II,-,1,9,0,.100,,https://stats.ncaa.org/teams/336287,https://stats.ncaa.org/people/9718
1967-68,Manfred von Schiller,D-II,-,1,7,0,.125,,https://stats.ncaa.org/teams/336221,https://stats.ncaa.org/people/9718
1966-67,Manfred von Schiller,D-II,-,2,6,0,.250,,https://stats.ncaa.org/teams/221022,https://stats.ncaa.org/people/9718
1965-66,Manfred von Schiller,D-II,-,2,6,0,.250,,https://stats.ncaa.org/teams/299880,https://stats.ncaa.org/people/9718
1964-65,Manfred von Schiller,D-II,-,2,6,0,.250,,https://stats.ncaa.org/teams/336162,https://stats.ncaa.org/people/9718
1963-64,Manfred von Schiller,D-II,-,1,7,0,.125,,https://stats.ncaa.org/teams/299824,https://stats.ncaa.org/people/9718
1962-63,Manfred von Schiller,D-II,-,3,5,0,.375,,https://stats.ncaa.org/teams/407535,https://stats.ncaa.org/people/9718
1961-62,Manfred von Schiller,D-II,-,1,5,0,.167,,https://stats.ncaa.org/teams/220968,https://stats.ncaa.org/people/9718
1960-61,Manfred von Schiller,D-II,-,3,3,0,.500,,https://stats.ncaa.org/teams/140667,https://stats.ncaa.org/people/9718
1959-60,Manfred von Schiller,D-II,-,2,4,0,.333,,https://stats.ncaa.org/teams/299773,https://stats.ncaa.org/people/9718
1958-59,Charles L. Hunter,D-II,-,1,5,0,.167,,https://stats.ncaa.org/teams/220920,https://stats.ncaa.org/people/9719
1957-58,Charles L. Hunter,D-II,-,4,2,0,.667,,https://stats.ncaa.org/teams/299726,https://stats.ncaa.org/people/9719
1956-57,Charles L. Hunter,D-II,-,3,3,0,.500,,https://stats.ncaa.org/teams/407490,https://stats.ncaa.org/people/9719
1955-56,Charles L. Hunter,D-II,-,2,4,0,.333,,https://stats.ncaa.org/teams/178503,https://stats.ncaa.org/people/9719
1954-55,William Tomik,D-II,-,0,6,0,.000,,https://stats.ncaa.org/teams/220876,https://stats.ncaa.org/people/9495
1953-54,William Tomik,D-II,-,3,3,0,.500,,https://stats.ncaa.org/teams/257260,https://stats.ncaa.org/people/9495
1952-53,William Tomik,D-II,-,1,5,0,.167,,https://stats.ncaa.org/teams/336117,https://stats.ncaa.org/people/9495
1951-52,John F. Panatier,D-II,-,3,3,0,.500,,https://stats.ncaa.org/teams/220836,https://stats.ncaa.org/people/9720
1950-51,John F. Panatier,D-II,-,4,2,0,.667,,https://stats.ncaa.org/teams/257220,https://stats.ncaa.org/people/9720
1949-50,John F. Panatier,D-II,-,,,,,unofficial club team,https://stats.ncaa.org/teams/140624,https://stats.ncaa.org/people/9720
1948-49,John F. Panatier,D-II,-,2,3,0,.400,,https://stats.ncaa.org/teams/220797,https://stats.ncaa.org/people/9720
