Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Michael Hofmeister,D-III,Landmark,13,7,0,.650,,https://stats.ncaa.org/teams/571533,https://stats.ncaa.org/people/1991274
2022-23,Michael Hofmeister,D-III,Landmark,14,6,0,.700,,https://stats.ncaa.org/teams/547023,https://stats.ncaa.org/people/1991274
2021-22,Michael Hofmeister,D-III,Landmark,11,7,0,.611,,https://stats.ncaa.org/teams/530231,https://stats.ncaa.org/people/1991274
2020-21,Michael Hofmeister,D-III,Landmark,5,3,0,.625,,https://stats.ncaa.org/teams/508021,https://stats.ncaa.org/people/1991274
2019-20,Michael Hofmeister,D-III,Landmark,2,4,0,.333,,https://stats.ncaa.org/teams/494037,https://stats.ncaa.org/people/1991274
2018-19,Michael Hofmeister,D-III,Landmark,10,8,0,.556,,https://stats.ncaa.org/teams/473581,https://stats.ncaa.org/people/1991274
2017-18,Michael Hofmeister,D-III,Landmark,10,7,,.588,,https://stats.ncaa.org/teams/423855,https://stats.ncaa.org/people/1991274
2016-17,Doug Sage,D-III,Landmark,8,7,0,.533,,https://stats.ncaa.org/teams/110766,https://stats.ncaa.org/people/42516
2015-16,Doug Sage,D-III,Landmark,11,6,0,.647,,https://stats.ncaa.org/teams/24183,https://stats.ncaa.org/people/42516
2014-15,Doug Sage,D-III,Landmark,10,8,0,.556,,https://stats.ncaa.org/teams/106172,https://stats.ncaa.org/people/42516
2013-14,Doug Sage,D-III,Landmark,10,7,0,.588,,https://stats.ncaa.org/teams/103735,https://stats.ncaa.org/people/42516
2012-13,Doug Sage,D-III,Landmark,8,7,0,.533,,https://stats.ncaa.org/teams/35384,https://stats.ncaa.org/people/42516
2011-12,Jim Rogalski,D-III,Landmark,9,7,0,.563,,https://stats.ncaa.org/teams/56913,https://stats.ncaa.org/people/38725
2010-11,Jim Rogalski,D-III,Landmark,9,8,0,.529,,https://stats.ncaa.org/teams/29589,https://stats.ncaa.org/people/38725
2009-10,Tim Marshall,D-III,Landmark,6,9,0,.400,,https://stats.ncaa.org/teams/53425,https://stats.ncaa.org/people/37456
2008-09,Kevin Dugan,D-III,Landmark,9,7,0,.563,,https://stats.ncaa.org/teams/95548,https://stats.ncaa.org/people/26588
2007-08,Kevin Dugan,D-III,Landmark,12,5,0,.706,,https://stats.ncaa.org/teams/408026,https://stats.ncaa.org/people/26588
2006-07,Kevin Dugan,D-III,Middle Atlantic,7,9,0,.438,,https://stats.ncaa.org/teams/178959,https://stats.ncaa.org/people/26588
2005-06,F. Warren Breig,D-III,Middle Atlantic,3,12,0,.200,,https://stats.ncaa.org/teams/222353,https://stats.ncaa.org/people/5421
2004-05,F. Warren Breig,D-III,Middle Atlantic,2,13,0,.133,,https://stats.ncaa.org/teams/222135,https://stats.ncaa.org/people/5421
2003-04,F. Warren Breig,D-III,-,3,12,0,.200,,https://stats.ncaa.org/teams/179598,https://stats.ncaa.org/people/5421
2002-03,F. Warren Breig,D-III,Middle Atlantic,7,9,0,.438,,https://stats.ncaa.org/teams/179390,https://stats.ncaa.org/people/5421
2001-02,F. Warren Breig,D-III,Middle Atlantic,9,8,0,.529,,https://stats.ncaa.org/teams/179188,https://stats.ncaa.org/people/5421
2000-01,F. Warren Breig,D-III,-,6,7,0,.462,,https://stats.ncaa.org/teams/141226,https://stats.ncaa.org/people/5421
1999-00,F. Warren Breig,D-III,-,4,10,0,.286,,https://stats.ncaa.org/teams/141046,https://stats.ncaa.org/people/5421
1998-99,F. Warren Breig,D-III,-,11,6,0,.647,,https://stats.ncaa.org/teams/221942,https://stats.ncaa.org/people/5421
1997-98,John Fayocavitz,D-III,-,7,8,0,.467,,https://stats.ncaa.org/teams/221777,https://stats.ncaa.org/people/9290
1996-97,John Fayocavitz,D-III,-,6,8,0,.429,,https://stats.ncaa.org/teams/371022,https://stats.ncaa.org/people/9290
1995-96,John Fayocavitz,D-III,-,8,4,0,.667,,https://stats.ncaa.org/teams/336813,https://stats.ncaa.org/people/9290
1994-95,John Fayocavitz,D-III,-,9,5,0,.643,,https://stats.ncaa.org/teams/221624,https://stats.ncaa.org/people/9290
1993-94,John Fayocavitz,D-III,-,5,9,0,.357,,https://stats.ncaa.org/teams/221484,https://stats.ncaa.org/people/9290
1992-93,John Fayocavitz,D-III,-,6,9,0,.400,,https://stats.ncaa.org/teams/221344,https://stats.ncaa.org/people/9290
1991-92,John Fayocavitz,D-III,-,8,6,0,.571,,https://stats.ncaa.org/teams/300015,https://stats.ncaa.org/people/9290
1990-91,John Fayocavitz,D-III,-,5,10,0,.333,,https://stats.ncaa.org/teams/407843,https://stats.ncaa.org/people/9290
1989-90,John Fayocavitz,D-III,-,5,13,0,.278,,https://stats.ncaa.org/teams/178781,https://stats.ncaa.org/people/9290
1988-89,John Fayocavitz,D-III,-,2,12,0,.143,,https://stats.ncaa.org/teams/140893,https://stats.ncaa.org/people/9290
1987-88,Bill MacArthur,D-III,-,2,13,0,.133,,https://stats.ncaa.org/teams/370882,https://stats.ncaa.org/people/9291
1986-87,Bill MacArthur,D-III,-,3,10,0,.231,,https://stats.ncaa.org/teams/370766,https://stats.ncaa.org/people/9291
