Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Brian Novotny,D-II,G-MAC,11,6,0,.647,,https://stats.ncaa.org/teams/571494,https://stats.ncaa.org/people/33829
2022-23,Brian Novotny,D-II,G-MAC,12,5,0,.706,,https://stats.ncaa.org/teams/546986,https://stats.ncaa.org/people/33829
2021-22,Brian Novotny,D-II,G-MAC,13,7,0,.650,,https://stats.ncaa.org/teams/530122,https://stats.ncaa.org/people/33829
2020-21,Brian Novotny,D-II,G-MAC,11,3,0,.786,,https://stats.ncaa.org/teams/507914,https://stats.ncaa.org/people/33829
2019-20,Brian Novotny,D-II,G-MAC,6,0,0,1.000,,https://stats.ncaa.org/teams/493960,https://stats.ncaa.org/people/33829
2018-19,Brian Novotny,D-II,G-MAC,12,5,0,.706,,https://stats.ncaa.org/teams/473351,https://stats.ncaa.org/people/33829
2017-18,Brian Novotny,D-II,G-MAC,17,2,,.895,,https://stats.ncaa.org/teams/423628,https://stats.ncaa.org/people/33829
2016-17,Brian Novotny,D-II,G-MAC,12,4,0,.750,,https://stats.ncaa.org/teams/110630,https://stats.ncaa.org/people/33829
2015-16,Brian Novotny,D-II,ECAC-II,11,4,0,.733,,https://stats.ncaa.org/teams/24049,https://stats.ncaa.org/people/33829
2014-15,Brian Novotny,D-II,ECAC-II,9,5,0,.643,,https://stats.ncaa.org/teams/106043,https://stats.ncaa.org/people/33829
2013-14,Brian Novotny,D-II,ECAC-II,10,6,0,.625,,https://stats.ncaa.org/teams/103609,https://stats.ncaa.org/people/33829
2012-13,Brian Novotny,D-II,ECAC-II,12,4,0,.750,,https://stats.ncaa.org/teams/35265,https://stats.ncaa.org/people/33829
2011-12,Brian Novotny,D-II,ECC,12,4,0,.750,,https://stats.ncaa.org/teams/56810,https://stats.ncaa.org/people/33829
2010-11,Brian Novotny,D-II,ECC,7,7,0,.500,,https://stats.ncaa.org/teams/29487,https://stats.ncaa.org/people/33829
2009-10,Brian Novotny,D-II,ECC,10,4,0,.714,,https://stats.ncaa.org/teams/53330,https://stats.ncaa.org/people/33829
2008-09,Brian Novotny,D-II,Seton Hill,8,5,0,.615,First NCAA season,https://stats.ncaa.org/teams/95459,https://stats.ncaa.org/people/33829
2007-08,Brian Novotny,,-,9,7,0,.563,Provisional Member,https://stats.ncaa.org/teams/408116,https://stats.ncaa.org/people/33829
2006-07,Brian Novotny,,-,4,9,,.308,,https://stats.ncaa.org/teams/439882,https://stats.ncaa.org/people/33829
