Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Ty Trombley,D-III,Empire 8,5,8,0,.385,,https://stats.ncaa.org/teams/571593,https://stats.ncaa.org/people/2832307
2022-23,Ty Trombley,D-III,Empire 8,6,7,0,.462,,https://stats.ncaa.org/teams/547084,https://stats.ncaa.org/people/2832307
2021-22,Jason Paige,D-III,Empire 8,3,9,0,.250,,https://stats.ncaa.org/teams/530294,https://stats.ncaa.org/people/5797
2020-21,Jason Paige,D-III,Empire 8,0,5,0,.000,,https://stats.ncaa.org/teams/508085,https://stats.ncaa.org/people/5797
2019-20,Jason Paige,D-III,United East,2,0,0,1.000,,https://stats.ncaa.org/teams/494099,https://stats.ncaa.org/people/5797
2018-19,Jason Paige,D-III,United East,9,5,0,.643,,https://stats.ncaa.org/teams/473400,https://stats.ncaa.org/people/5797
2017-18,Jason Paige,D-III,United East,9,6,,.600,,https://stats.ncaa.org/teams/423671,https://stats.ncaa.org/people/5797
2016-17,Jason Paige,D-III,United East,8,6,0,.571,,https://stats.ncaa.org/teams/110819,https://stats.ncaa.org/people/5797
2015-16,Jason Paige,D-III,United East,12,3,0,.800,,https://stats.ncaa.org/teams/24236,https://stats.ncaa.org/people/5797
2014-15,Jason Paige,D-III,United East,9,4,0,.692,,https://stats.ncaa.org/teams/106224,https://stats.ncaa.org/people/5797
2013-14,Jason Paige,D-III,United East,14,1,0,.933,,https://stats.ncaa.org/teams/103785,https://stats.ncaa.org/people/5797
2012-13,Jason Paige,D-III,United East,12,1,0,.923,,https://stats.ncaa.org/teams/35433,https://stats.ncaa.org/people/5797
2011-12,Jason Paige,D-III,United East,11,4,0,.733,,https://stats.ncaa.org/teams/56960,https://stats.ncaa.org/people/5797
2010-11,Jason Paige,D-III,United East,10,5,0,.667,,https://stats.ncaa.org/teams/29635,https://stats.ncaa.org/people/5797
2009-10,Jason Paige,D-III,United East,5,9,0,.357,,https://stats.ncaa.org/teams/53467,https://stats.ncaa.org/people/5797
2008-09,Jason Paige,D-III,United East,8,7,0,.533,,https://stats.ncaa.org/teams/95589,https://stats.ncaa.org/people/5797
2007-08,Jason Paige,D-III,-,8,5,0,.615,,https://stats.ncaa.org/teams/408081,https://stats.ncaa.org/people/5797
2006-07,Jason Paige,D-III,-,7,5,0,.583,,https://stats.ncaa.org/teams/179010,https://stats.ncaa.org/people/5797
2005-06,Jason Paige,D-III,-,10,2,0,.833,,https://stats.ncaa.org/teams/222404,https://stats.ncaa.org/people/5797
2004-05,Jason Paige,D-III,-,7,4,,.636,,https://stats.ncaa.org/teams/222186,https://stats.ncaa.org/people/5797
2003-04,Jason Paige,D-III,-,10,1,,.909,,https://stats.ncaa.org/teams/179650,https://stats.ncaa.org/people/5797
2002-03,Jason Paige,D-III,-,6,5,,.545,,https://stats.ncaa.org/teams/179440,https://stats.ncaa.org/people/5797
2001-02,Jason Paige,D-III,ECAC,6,8,,.429,,https://stats.ncaa.org/teams/179237,https://stats.ncaa.org/people/5797
2000-01,Jason Paige,D-III,-,5,7,,.417,,https://stats.ncaa.org/teams/141271,https://stats.ncaa.org/people/5797
1999-00,Jason Paige,D-III,-,4,8,,.333,,https://stats.ncaa.org/teams/141090,https://stats.ncaa.org/people/5797
1998-99,Jason Paige,D-III,-,0,4,,.000,,https://stats.ncaa.org/teams/221982,https://stats.ncaa.org/people/5797
1997-98,Jared Smith,D-III,-,3,7,,.300,,https://stats.ncaa.org/teams/221817,https://stats.ncaa.org/people/30928
1996-97,Ed Purcell,D-III,-,5,9,,.357,,https://stats.ncaa.org/teams/371061,https://stats.ncaa.org/people/30929
1995-96,,D-III,-,,,,,,https://stats.ncaa.org/teams/420930,
