Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Paul Cantabene,D-III,MAC Commonwealth,13,6,0,.684,,https://stats.ncaa.org/teams/571679,https://stats.ncaa.org/people/26644
2022-23,Paul Cantabene,D-III,MAC Commonwealth,11,8,0,.579,,https://stats.ncaa.org/teams/547170,https://stats.ncaa.org/people/26644
2021-22,Paul Cantabene,D-III,MAC Commonwealth,13,6,0,.684,,https://stats.ncaa.org/teams/530322,https://stats.ncaa.org/people/26644
2020-21,Paul Cantabene,D-III,MAC Commonwealth,9,2,0,.818,,https://stats.ncaa.org/teams/508114,https://stats.ncaa.org/people/26644
2019-20,Paul Cantabene,D-III,MAC Commonwealth,1,3,0,.250,,https://stats.ncaa.org/teams/494128,https://stats.ncaa.org/people/26644
2018-19,Paul Cantabene,D-III,MAC Commonwealth,13,8,0,.619,,https://stats.ncaa.org/teams/473431,https://stats.ncaa.org/people/26644
2017-18,Paul Cantabene,D-III,MAC Commonwealth,12,7,,.632,,https://stats.ncaa.org/teams/423703,https://stats.ncaa.org/people/26644
2016-17,Paul Cantabene,D-III,MAC Commonwealth,14,6,0,.700,,https://stats.ncaa.org/teams/110851,https://stats.ncaa.org/people/26644
2015-16,Paul Cantabene,D-III,MAC Commonwealth,15,5,0,.750,,https://stats.ncaa.org/teams/24266,https://stats.ncaa.org/people/26644
2014-15,Paul Cantabene,D-III,MAC Commonwealth,16,5,0,.762,,https://stats.ncaa.org/teams/106252,https://stats.ncaa.org/people/26644
2013-14,Paul Cantabene,D-III,MAC Commonwealth,19,3,0,.864,,https://stats.ncaa.org/teams/103814,https://stats.ncaa.org/people/26644
2012-13,Paul Cantabene,D-III,MAC Commonwealth,22,2,0,.917,,https://stats.ncaa.org/teams/35461,https://stats.ncaa.org/people/26644
2011-12,Paul Cantabene,D-III,C2C,18,5,0,.783,,https://stats.ncaa.org/teams/56987,https://stats.ncaa.org/people/26644
2010-11,Paul Cantabene,D-III,C2C,18,3,0,.857,,https://stats.ncaa.org/teams/29660,https://stats.ncaa.org/people/26644
2009-10,Paul Cantabene,D-III,C2C,19,2,0,.905,,https://stats.ncaa.org/teams/53488,https://stats.ncaa.org/people/26644
2008-09,Paul Cantabene,D-III,C2C,17,2,0,.895,,https://stats.ncaa.org/teams/95606,https://stats.ncaa.org/people/26644
2007-08,Paul Cantabene,D-III,C2C,13,4,0,.765,,https://stats.ncaa.org/teams/408106,https://stats.ncaa.org/people/26644
2006-07,Paul Cantabene,D-III,C2C,11,5,0,.688,,https://stats.ncaa.org/teams/179035,https://stats.ncaa.org/people/26644
2005-06,Paul Cantabene,D-III,CSAC,10,8,0,.556,,https://stats.ncaa.org/teams/222427,https://stats.ncaa.org/people/26644
2004-05,Paul Cantabene,D-III,CSAC,9,6,0,.600,,https://stats.ncaa.org/teams/222207,https://stats.ncaa.org/people/26644
2003-04,Skeet Chadwick,D-III,CSAC,6,9,0,.400,,https://stats.ncaa.org/teams/179668,https://stats.ncaa.org/people/7822
2002-03,Skeet Chadwick,D-III,CSAC,9,3,0,.750,,https://stats.ncaa.org/teams/179458,https://stats.ncaa.org/people/7822
2001-02,Skeet Chadwick,D-III,CSAC,5,8,0,.385,,https://stats.ncaa.org/teams/179254,https://stats.ncaa.org/people/7822
2000-01,Skeet Chadwick,D-III,-,10,3,0,.769,,https://stats.ncaa.org/teams/141284,https://stats.ncaa.org/people/7822
1999-00,Skeet Chadwick,D-III,-,8,7,0,.533,,https://stats.ncaa.org/teams/141102,https://stats.ncaa.org/people/7822
1998-99,Scott Linzey,D-III,-,4,11,0,.267,,https://stats.ncaa.org/teams/221993,https://stats.ncaa.org/people/9641
1997-98,Scott Linzey,D-III,-,7,9,0,.438,,https://stats.ncaa.org/teams/221825,https://stats.ncaa.org/people/9641
1996-97,Scott Linzey,D-III,-,3,10,0,.231,,https://stats.ncaa.org/teams/371069,https://stats.ncaa.org/people/9641
1995-96,Scott Linzey,D-III,-,7,7,0,.500,,https://stats.ncaa.org/teams/336856,https://stats.ncaa.org/people/9641
1994-95,Haswell Franklin,D-III,-,3,7,0,.300,,https://stats.ncaa.org/teams/221664,https://stats.ncaa.org/people/9642
