Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Andrew Fink,D-III,Great Northeast,16,3,0,.842,,https://stats.ncaa.org/teams/571764,https://stats.ncaa.org/people/26602
2022-23,Andrew Fink,D-III,Great Northeast,11,9,0,.550,,https://stats.ncaa.org/teams/547256,https://stats.ncaa.org/people/26602
2021-22,Andrew Fink,D-III,Great Northeast,7,10,0,.412,,https://stats.ncaa.org/teams/530411,https://stats.ncaa.org/people/26602
2020-21,Andrew Fink,D-III,Great Northeast,5,7,0,.417,,https://stats.ncaa.org/teams/508204,https://stats.ncaa.org/people/26602
2019-20,Andrew Fink,D-III,Great Northeast,2,2,0,.500,,https://stats.ncaa.org/teams/497492,https://stats.ncaa.org/people/26602
