Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Matt Colombini,D-III,NEWMAC,7,9,0,.438,,https://stats.ncaa.org/teams/571744,https://stats.ncaa.org/people/46011
2022-23,Matt Colombini,D-III,NEWMAC,5,12,0,.294,,https://stats.ncaa.org/teams/547236,https://stats.ncaa.org/people/46011
2021-22,Matt Colombini,D-III,NEWMAC,12,6,0,.667,,https://stats.ncaa.org/teams/530391,https://stats.ncaa.org/people/46011
2020-21,Matt Colombini,D-III,NEWMAC,0,2,0,.000,Did not meet minimum number of contests played to be included in national statistical rankings,https://stats.ncaa.org/teams/508184,https://stats.ncaa.org/people/46011
2019-20,Matt Colombini,D-III,NEWMAC,2,3,0,.400,,https://stats.ncaa.org/teams/494198,https://stats.ncaa.org/people/46011
2018-19,Matt Colombini,D-III,NEWMAC,3,14,0,.176,,https://stats.ncaa.org/teams/473502,https://stats.ncaa.org/people/46011
2017-18,Matt Colombini,D-III,NEWMAC,5,11,,.313,,https://stats.ncaa.org/teams/423774,https://stats.ncaa.org/people/46011
2016-17,Matt Colombini,D-III,NEWMAC Lacrosse,4,9,0,.308,,https://stats.ncaa.org/teams/110685,https://stats.ncaa.org/people/46011
2015-16,Dan Gold,D-III,NEWMAC Lacrosse,0,14,0,.000,,https://stats.ncaa.org/teams/24105,https://stats.ncaa.org/people/43815
2014-15,Dan Gold,D-III,NEWMAC Lacrosse,5,11,0,.313,,https://stats.ncaa.org/teams/106097,https://stats.ncaa.org/people/43815
2013-14,Dan Gold,D-III,NEWMAC,1,12,0,.077,,https://stats.ncaa.org/teams/103661,https://stats.ncaa.org/people/43815
2012-13,Dan Gold,D-III,Great Northeast,2,9,0,.182,,https://stats.ncaa.org/teams/35313,https://stats.ncaa.org/people/43815
2011-12,Nate Mayo,D-III,Great Northeast,1,9,0,.100,,https://stats.ncaa.org/teams/56847,https://stats.ncaa.org/people/31728
2010-11,Nate Mayo,D-III,Great Northeast,2,12,0,.143,,https://stats.ncaa.org/teams/29520,https://stats.ncaa.org/people/31728
2009-10,Mike Blanchard,D-III,North Atlantic,3,7,0,.300,,https://stats.ncaa.org/teams/53359,https://stats.ncaa.org/people/31721
2008-09,Mike Blanchard,D-III,North Atlantic,7,6,0,.538,,https://stats.ncaa.org/teams/95486,https://stats.ncaa.org/people/31721
2007-08,Mike Blanchard,D-III,North Atlantic,4,12,0,.250,,https://stats.ncaa.org/teams/407924,https://stats.ncaa.org/people/31721
2006-07,Mike Blanchard,D-III,North Atlantic,5,7,0,.417,,https://stats.ncaa.org/teams/178861,https://stats.ncaa.org/people/31721
2005-06,Scott Dupuis,D-III,North Atlantic,3,6,1,.350,,https://stats.ncaa.org/teams/222256,https://stats.ncaa.org/people/26587
2004-05,Scott Dupuis,D-III,North Atlantic,3,6,0,.333,,https://stats.ncaa.org/teams/222039,https://stats.ncaa.org/people/26587
2003-04,,,-,,,,,,https://stats.ncaa.org/teams/563187,
2002-03,,,-,,,,,,https://stats.ncaa.org/teams/563144,
2001-02,,,-,,,,,,https://stats.ncaa.org/teams/563156,
2000-01,,D-III,-,,,,,,https://stats.ncaa.org/teams/421152,
