Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Sean Blair,D-II,RMAC,2,12,0,.143,,https://stats.ncaa.org/teams/571483,https://stats.ncaa.org/people/44335
2022-23,Sean Blair,D-II,RMAC,1,13,0,.071,,https://stats.ncaa.org/teams/546974,https://stats.ncaa.org/people/44335
2021-22,Sean Blair,D-II,RMAC,3,9,0,.250,,https://stats.ncaa.org/teams/530110,https://stats.ncaa.org/people/44335
2020-21,Sean Blair,D-II,RMAC,3,5,0,.375,,https://stats.ncaa.org/teams/507901,https://stats.ncaa.org/people/44335
2019-20,Sean Blair,D-II,RMAC,1,3,0,.250,,https://stats.ncaa.org/teams/493945,https://stats.ncaa.org/people/44335
2018-19,Sean Blair,D-II,RMAC,7,8,0,.467,,https://stats.ncaa.org/teams/473336,https://stats.ncaa.org/people/44335
2017-18,Sean Blair,D-II,RMAC,6,9,,.400,,https://stats.ncaa.org/teams/423613,https://stats.ncaa.org/people/44335
2016-17,Sean Blair,D-II,RMAC,6,6,0,.500,,https://stats.ncaa.org/teams/110615,https://stats.ncaa.org/people/44335
2015-16,Sean Blair,D-II,RMAC,3,11,0,.214,,https://stats.ncaa.org/teams/24035,https://stats.ncaa.org/people/44335
2014-15,Sean Blair,D-II,-,0,10,0,.000,Inaugural Varsity Season,https://stats.ncaa.org/teams/106030,https://stats.ncaa.org/people/44335
