Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Brandon Misiaszek,D-III,North Atlantic,10,6,0,.625,,https://stats.ncaa.org/teams/571671,https://stats.ncaa.org/people/45775
2022-23,Brandon Misiaszek,D-III,North Atlantic,10,5,0,.667,,https://stats.ncaa.org/teams/547162,https://stats.ncaa.org/people/45775
2021-22,Brandon Misiaszek,D-III,North Atlantic,7,6,0,.538,,https://stats.ncaa.org/teams/530314,https://stats.ncaa.org/people/45775
2020-21,Brandon Misiaszek,D-III,North Atlantic,10,1,0,.909,,https://stats.ncaa.org/teams/508105,https://stats.ncaa.org/people/45775
2019-20,Brandon Misiaszek,D-III,United East,2,2,0,.500,,https://stats.ncaa.org/teams/494119,https://stats.ncaa.org/people/45775
2018-19,Brandon Misiaszek,D-III,United East,9,6,0,.600,,https://stats.ncaa.org/teams/473421,https://stats.ncaa.org/people/45775
2017-18,Brandon Misiaszek,D-III,United East,9,5,,.643,,https://stats.ncaa.org/teams/423693,https://stats.ncaa.org/people/45775
2016-17,Brandon Misiaszek,D-III,United East,3,12,0,.200,,https://stats.ncaa.org/teams/110841,https://stats.ncaa.org/people/45775
2015-16,Brent Dodge,D-III,United East,5,10,0,.333,,https://stats.ncaa.org/teams/24256,https://stats.ncaa.org/people/42525
2014-15,Brent Dodge,D-III,United East,5,8,0,.385,,https://stats.ncaa.org/teams/106242,https://stats.ncaa.org/people/42525
2013-14,Brent Dodge,D-III,United East,3,11,0,.214,,https://stats.ncaa.org/teams/103804,https://stats.ncaa.org/people/42525
2012-13,Brent Dodge,D-III,United East,5,11,0,.313,,https://stats.ncaa.org/teams/35451,https://stats.ncaa.org/people/42525
2011-12,Brent Dodge,D-III,United East,2,12,0,.143,,https://stats.ncaa.org/teams/56977,https://stats.ncaa.org/people/42525
2010-11,,D-III,-,,,,,,https://stats.ncaa.org/teams/29652,
2009-10,,D-III,-,,,,,,https://stats.ncaa.org/teams/53480,
2008-09,,D-III,-,,,,,,https://stats.ncaa.org/teams/95600,
2003-04,Mark Murphy,D-III,SUNYAC,0,6,,.000,,https://stats.ncaa.org/teams/179662,https://stats.ncaa.org/people/26640
2002-03,,D-III,SUNYAC,1,14,0,.067,,https://stats.ncaa.org/teams/179454,
2001-02,,D-III,SUNYAC,0,15,0,.000,,https://stats.ncaa.org/teams/179250,
2000-01,,D-III,-,,,,,,https://stats.ncaa.org/teams/421176,
1999-00,,D-III,-,,,,,,https://stats.ncaa.org/teams/421149,
1998-99,,D-III,-,,,,,,https://stats.ncaa.org/teams/421117,
