Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Sean Farrell,D-III,NACC,8,8,0,.500,,https://stats.ncaa.org/teams/571677,https://stats.ncaa.org/people/42517
2022-23,Sean Farrell,D-III,NACC,8,7,0,.533,,https://stats.ncaa.org/teams/547168,https://stats.ncaa.org/people/42517
2021-22,Sean Farrell,D-III,NACC,11,5,0,.688,,https://stats.ncaa.org/teams/530320,https://stats.ncaa.org/people/42517
2020-21,Sean Farrell,D-III,Midwest Lacrosse Conference,5,10,0,.333,,https://stats.ncaa.org/teams/508112,https://stats.ncaa.org/people/42517
2019-20,Sean Farrell,D-III,Midwest Lacrosse Conference,4,1,0,.800,,https://stats.ncaa.org/teams/494126,https://stats.ncaa.org/people/42517
2018-19,Sean Farrell,D-III,Midwest Lacrosse Conference,7,9,0,.438,,https://stats.ncaa.org/teams/473429,https://stats.ncaa.org/people/42517
2017-18,Sean Farrell,D-III,Midwest Lacrosse Conference,12,4,,.750,,https://stats.ncaa.org/teams/423701,https://stats.ncaa.org/people/42517
2016-17,Sean Farrell,D-III,Midwest Lacrosse Conference,8,8,0,.500,,https://stats.ncaa.org/teams/110849,https://stats.ncaa.org/people/42517
2015-16,Sean Farrell,D-III,Midwest Lacrosse Conference,5,8,0,.385,,https://stats.ncaa.org/teams/24264,https://stats.ncaa.org/people/42517
2014-15,Sean Farrell,D-III,Midwest Lacrosse Conference,8,9,0,.471,,https://stats.ncaa.org/teams/106250,https://stats.ncaa.org/people/42517
2013-14,Sean Farrell,D-III,Midwest Lacrosse Conference,2,12,0,.143,,https://stats.ncaa.org/teams/103812,https://stats.ncaa.org/people/42517
2012-13,,D-III,Midwest Lacrosse Conference,0,12,0,.000,,https://stats.ncaa.org/teams/35459,
2011-12,,D-III,Midwest Lacrosse Conference,1,10,0,.091,,https://stats.ncaa.org/teams/56985,
2010-11,,D-III,Midwest Lacrosse Conference,0,10,0,.000,,https://stats.ncaa.org/teams/29659,
2009-10,,D-III,MSOE,0,10,0,.000,,https://stats.ncaa.org/teams/53487,
