Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Greg Raymond,D-I,Atlantic 10,4,9,0,.308,,https://stats.ncaa.org/teams/571399,https://stats.ncaa.org/people/42511
2022-23,Greg Raymond,D-I,Atlantic 10,5,8,0,.385,,https://stats.ncaa.org/teams/546891,https://stats.ncaa.org/people/42511
2021-22,Greg Raymond,D-I,NEC,7,6,0,.538,,https://stats.ncaa.org/teams/530043,https://stats.ncaa.org/people/42511
2020-21,Greg Raymond,D-I,NEC,6,3,0,.667,,https://stats.ncaa.org/teams/507836,https://stats.ncaa.org/people/42511
2019-20,Greg Raymond,D-I,NEC,4,1,0,.800,,https://stats.ncaa.org/teams/493855,https://stats.ncaa.org/people/42511
2018-19,Greg Raymond,D-I,NEC,11,5,0,.688,,https://stats.ncaa.org/teams/473247,https://stats.ncaa.org/people/42511
2017-18,Greg Raymond,D-I,NEC,4,10,,.286,,https://stats.ncaa.org/teams/423523,https://stats.ncaa.org/people/42511
2016-17,Greg Raymond,D-I,NEC,9,7,0,.563,,https://stats.ncaa.org/teams/110525,https://stats.ncaa.org/people/42511
2015-16,Greg Raymond,D-I,NEC,10,7,0,.588,,https://stats.ncaa.org/teams/23945,https://stats.ncaa.org/people/42511
2014-15,Greg Raymond,D-I,NEC,7,7,0,.500,,https://stats.ncaa.org/teams/105944,https://stats.ncaa.org/people/42511
2013-14,Greg Raymond,D-I,NEC,5,10,0,.333,,https://stats.ncaa.org/teams/103515,https://stats.ncaa.org/people/42511
2012-13,T.W. Johnson,D-I,ECAC,6,8,0,.429,,https://stats.ncaa.org/teams/35178,https://stats.ncaa.org/people/24796
2011-12,T.W. Johnson,D-I,ECAC,4,9,0,.308,,https://stats.ncaa.org/teams/56727,https://stats.ncaa.org/people/24796
2010-11,T.W. Johnson,D-I,ECAC,5,9,0,.357,,https://stats.ncaa.org/teams/29403,https://stats.ncaa.org/people/24796
2009-10,T.W. Johnson,D-I,ECAC,3,11,0,.214,,https://stats.ncaa.org/teams/53251,https://stats.ncaa.org/people/24796
