Year,Head Coaches,Division,Conference,Wins,Losses,Ties,WL%,Notes,team_url,coach_url
2023-24,Stephen Driscoll,D-III,Little East,4,11,0,.267,,https://stats.ncaa.org/teams/571530,https://stats.ncaa.org/people/2576375
2022-23,Stephen Driscoll,D-III,Little East,1,16,0,.059,,https://stats.ncaa.org/teams/547020,https://stats.ncaa.org/people/2576375
2021-22,Stephen Driscoll,D-III,Little East,6,10,0,.375,,https://stats.ncaa.org/teams/530228,https://stats.ncaa.org/people/2576375
2020-21,Eric Small,D-III,Little East,0,4,0,.000,Did not meet minimum number of contests played to be included in national statistical rankings,https://stats.ncaa.org/teams/508018,https://stats.ncaa.org/people/44355
2019-20,Eric Small,D-III,Little East,2,2,0,.500,,https://stats.ncaa.org/teams/494034,https://stats.ncaa.org/people/44355
2018-19,Eric Small,D-III,Little East,3,11,0,.214,,https://stats.ncaa.org/teams/473578,https://stats.ncaa.org/people/44355
2017-18,Eric Small,D-III,Little East,3,12,,.200,,https://stats.ncaa.org/teams/423852,https://stats.ncaa.org/people/44355
2016-17,Trevor Eaton,D-III,Little East,2,12,0,.143,,https://stats.ncaa.org/teams/110763,https://stats.ncaa.org/people/33828
2015-16,Trevor Eaton,D-III,Little East,5,11,0,.313,,https://stats.ncaa.org/teams/24180,https://stats.ncaa.org/people/33828
2014-15,Trevor Eaton,D-III,Little East,7,9,0,.438,,https://stats.ncaa.org/teams/106169,https://stats.ncaa.org/people/33828
2013-14,Trevor Eaton,D-III,Little East,3,12,0,.200,,https://stats.ncaa.org/teams/103732,https://stats.ncaa.org/people/33828
2012-13,Trevor Eaton,D-III,Little East,8,7,0,.533,,https://stats.ncaa.org/teams/35381,https://stats.ncaa.org/people/33828
2011-12,Trevor Eaton,D-III,Little East,4,12,0,.250,,https://stats.ncaa.org/teams/56910,https://stats.ncaa.org/people/33828
2010-11,Trevor Eaton,D-III,Little East,6,9,0,.400,,https://stats.ncaa.org/teams/29586,https://stats.ncaa.org/people/33828
2009-10,Trevor Eaton,D-III,Little East,9,8,0,.529,,https://stats.ncaa.org/teams/53422,https://stats.ncaa.org/people/33828
2008-09,Trevor Eaton,D-III,Little East,6,10,0,.375,,https://stats.ncaa.org/teams/95545,https://stats.ncaa.org/people/33828
2007-08,,D-III,-,8,4,0,.667,,https://stats.ncaa.org/teams/408023,
2002-03,,,-,,,,,,https://stats.ncaa.org/teams/563166,
2001-02,,,-,,,,,,https://stats.ncaa.org/teams/563159,
